school_id_A,school_id_B,extracted_school_name_A,school_name_A,school_name_B,address_from_B,Match_Type
24558,53549,Mahendra Naresha Avi,महेन्द्र नरेश आवि पाल्पा,Mahendra Naresh Mavi,"Mathagadhi Gaunpalika, Mathagadhi Rural Municipality, Palpa, Lumbini Province",Matched with old school name1 of B
1424,13741,Mahendra Pravi,महेन्द्र प्रावि सुनसरी,Mahendra Pravi,"Sitagunj, Barju Rural Municipality, Sunsari, Koshi Province",Matched with school name of B
13227,61917,Mahendra Pravi,महेन्द्र प्रावि खलंगा जाजरकोट,Mahendra Pravi,"Ransi, Bheri Municipality, Jajarkot, Karnali Province",Matched with school name of B
16651,72544,Mahendra Pravi,महेन्द्र प्रावि बाजुरा,Mahendra Pravi,"Banegaun, Budhiganga Municipality, Bajura, Sudurpashchim Province",Matched with school name of B
12108,61918,Mahendra Pravi,महेन्द्र प्रावि हुम्ला,Mahendra Pravi,"Mimi, Chankheli Rural Municipality, Humla, Karnali Province",Matched with school name of B
3220,42518,Mahendri Pravi,माहेन्द्री प्रावि लम्जुङ,Mahendra Pravi,"Borang, Rainas Municipality, Lamjung, Gandaki Province",Matched with school name of B
6725,53552,Mahendra Pravi,महेन्द्र प्रावि रोल्पा,Mahendra Pravi,"Uwa, Thawang Rural Municipality, Rolpa, Lumbini Province",Matched with school name of B
19399,33960,Mahendra Priya Avi,महेन्द्र प्रिया आवि मेलम्चि न पा सिन्धुपाल्चोक,Mahendra Priya Avi,"Dhusenichaur, Melamchi Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
6681,22456,Mahendra Rashtriya Mavi,महेन्द्र राष्ट्रिय मावि रामगोपालपुर महोतरी,Mahendra Rashtriya Mavi,"Ramgopalpur, Ramgopalpur Municipality, Mahottari, Madhesh Province",Matched with school name of B
15554,42519,Mahendra Rashtiya Pravi,महेन्द्र राष्टिय प्रावि भलाम कास्की,Mahendra Rastriya Pravi,"Dandakhor, Pokhara Metropolitan City, Kaski, Gandaki Province",Matched with school name of B
5447,42521,Mahendraratna Avi,महेन्द्ररत्न आवि वरंजा म्याग्दी,Mahendra Ratna Avi,"Mangala, Mangala Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
26037,53553,Mahendraratna Avi,महेन्द्ररत्न आवि चन्द्रकोट गुल्मी,Mahendra Ratna Avi,"Rupakot, Chandrakot Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
20130,22457,Mahendra Ratna Jagaranatha Lakshminiya.N Mavi,महेन्द्र रत्न जगरनाथ लक्ष्मीनियाँ मावि सीतापुर बरहथवा सर्लाही,Mahendra Ratna Jagarnath Laxminiya Mavi,"Sitapur, Barahathawa Municipality, Sarlahi, Madhesh Province",Matched with school name of B
26703,33963,Mahendraratna Avi,महेन्द्ररत्न आवि धादिङ,Mahendra Ratna Mavi,"Gangajamuna, Gangjamuna Rural Municipality, Dhading, Bagamati Province",Matched with old school name1 of B
8923,61919,Mahendra Ratna Mavi,महेन्द्र रत्न मावि हिवल्चा सल्यान,Mahendra Ratna Mavi,"Hiwalcha, Sharada Municipality, Salyan, Karnali Province",Matched with school name of B
11676,61920,Mahendraratna Mavi,महेन्द्ररत्न मावि पिपलनेटा सल्यान,Mahendra Ratna Mavi,"Pipalneta, Sharada Municipality, Salyan, Karnali Province",Matched with school name of B
20623,42520,Mahendra Ratna Mavi,महेन्द्र रत्न मावि मंगला म्याग्दी,Mahendra Ratna Mavi,"Mangala, Mangala Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
927,13744,Mahendra Ratna Mavi,महेन्द्र रत्न मावि कमल झापा,Mahendra Ratna Mavi,"Samayagadh, Kamal Rural Municipality, Jhapa, Koshi Province",Matched with school name of B
100,13743,Mahendra Ratna Mavi,महेन्द्र रत्न मावि विर्तामोड झापा,Mahendra Ratna Mavi,"Birtamod, Birtamod Municipality, Jhapa, Koshi Province",Matched with school name of B
27474,33964,Mahendra Sarasvati Avi,महेन्द्र सरस्वती आवि भिमफेदी गा पा मकवानपुर,Mahendra Saraswati Avi,"Dhorsing, Bhimphedi Rural Municipality, Makwanpur, Bagamati Province",Matched with school name of B
19258,33965,Mahendra Sarasvati Seeva Avi,महेन्द्र सरस्वती सेेवा आवि टेकु काठमाडौं,Mahendra Saraswati Sewa Avi,"Jaganath Mandir Teku, Kathmandu Metropolitan City, Kathmandu, Bagamati Province",Matched with school name of B
16070,42528,Shri Mahendra Shakti Mavi,श्री महेन्द्र शक्ति मावि गोर्खा,Mahendra Shakti Mavi,"Shahid Lakhan RM, Shahid Lakhan Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
2396,33972,Mahendra Shanti Mavi,महेन्द्र शान्ति मावि बालकोट भक्तपुर,Mahendra Shanti Mavi,"Balkot, Suryabinayak Municipality, Bhaktapur, Bagamati Province",Matched with school name of B
21062,42529,Mahendra Shikhari Mavi,महेन्द्र शिखरी मावि पर्बत,Mahendra Shikhari Mavi,"Bajung, Modi Rural Municipality, Parbat, Gandaki Province",Matched with school name of B
827,13754,Mahendra Tara Avi,महेन्द्र तारा आवि खोटाङ,Mahendra Tara Avi,"Batase, Mulabari, Diprung Chuichumma Rural Municipality, Khotang, Koshi Province",Matched with school name of B
1290,53563,Mahendra Vidya Bodha Mavi,महेन्द्र विद्या बोध मावि बलकोट अर्घाखाँची,Mahendra Vidyabodh Mavi,"Balkot, Chhatradev Rural Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
979,53564,Mahendranagara Mavi,महेन्द्रनगर मावि गैडहवा गा पा रुपन्देही,Mahendranagar Mavi,"Gaidahwa - 9 Rupandehi, Gaidahawa Rural Municipality, Rupandehi, Lumbini Province",Matched with school name of B
4463,72549,Mahendranagara Mavi,महेन्द्रनगर मावि कञ्चनपुर,Mahendranagar Mavi,"Mahendranagar, Bheemdatt Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
5057,72550,Mahendranagara Mavi,महेन्द्रनगर मावि महेन्द्रनगर कञ्चनपुर,Mahendranagar Mavi,"Katan, Bheemdatt Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
3715,42530,Mahendri Gamga Pravi,माहेन्द्री गंगा प्रावि लमजुङ,Mahendri Ganga Pravi,"bhat besi, Madhya Nepal Municipality, Lamjung, Gandaki Province",Matched with school name of B
4287,42531,Mahendra Pravi,महेन्द्र प्रावि प्याराजुङ लमजुङ,Mahendri Pravi,"Madhyanepal-5, Madhya Nepal Municipality, Lamjung, Gandaki Province",Matched with school name of B
28759,42532,Mahendra Avi,महेन्द्र आवि कास्की,Mahendrodaya Avi,"Madi - 2,Ghyamrang, Madi Rural Municipality, Kaski, Gandaki Province",Matched with school name of B
7060,13758,Mahendra Avi,महेन्द्र आवि श्रीअन्तु इलाम,Mahendrodaya Avi,"Chhaghare, Suryodaya Municipality, Ilam, Koshi Province",Matched with school name of B
16978,13760,Mahendrodaya Avi,महेन्द्रोदय आवि आठराई गा पा तेह्रथुम,Mahendrodaya Avi,"Aathrai Rural Municipality, Aathrai Rural Municipality, Tehrathum, Koshi Province",Matched with school name of B
12914,33977,Mahendrodaya Janaseva Pravi,महेन्द्रोदय जनसेवा प्रावि नुवाकोट,Mahendrodaya Janasewa Pravi,"Chaughada, Likhu Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
25409,33978,Mahendrodaya Kalika Mavi,महेन्द्रोदय कालिका मावि धादिङ,Mahendrodaya Kalika Mavi,"Neelakantha, Neelakantha Municipality, Dhading, Bagamati Province",Matched with school name of B
19964,13769,Mahendrodaya Mavi,महेन्द्रोदय मावि हलेसी तुवाचुङ खोटाङ,Mahendrodaya Mavi,"Halesi Tuwachung, Halesi Tuwachung Municipality, Khotang, Koshi Province",Matched with school name of B
22050,13770,Mahendrodaya Mavi,महेन्द्रोदय मावि खोटाङ,Mahendrodaya Mavi,"Lamakhu, Diktel Rupakot Majhuwagadhi Municipality, Khotang, Koshi Province",Matched with school name of B
9994,13767,Mahendradaya Mavi,महेन्द्रदय मावि वोया भोजपुर,Mahendrodaya Mavi,"Arun RM, Arun Rural Municipality, Bhojpur, Koshi Province",Matched with school name of B
14063,13765,Mahendrodaya Mavi,महेन्द्रोदय मावि माङसेबुङ गजुरमुखी इलाम,Mahendrodaya Mavi,"mangsebung, Mangsebung Rural Municipality, Ilam, Koshi Province",Matched with school name of B
303,13764,Mahendrodaya Mavi,महेन्द्रोदय मावि डाँडागाउँ ओख्रे खोटाङ,Mahendrodaya Mavi,"Kotagaun, Diprung Chuichumma Rural Municipality, Khotang, Koshi Province",Matched with school name of B
9893,13768,Mahendrodaya Mavi,महेन्द्रोदय मावि सोलुखुम्बु,Mahendrodaya Mavi,"Nechasalyanalyan, Nechasalyan Rural Municipality, Solukhumbu, Koshi Province",Matched with school name of B
2982,33974,Mahendra Mavi,महेन्द्र मावि नीलकण्ठ धादिङ,Mahendrodaya Mavi,"Maindan, Dhunibeshi Municipality, Dhading, Bagamati Province",Matched with school name of B
280,42534,Mahendra Mavi,महेन्द्र मावि ढोर भुसुनापुर तनहुँँ,Mahendrodaya Mavi,"Ramjakot Gawadi, Rishing Rural Municipality, Tanahun, Gandaki Province",Matched with school name of B
12696,33979,Mahendra Mavi,महेन्द्र मावि साँखु धादिङ,Mahendrodaya Mavi,"Chilaunegaun, Dhunibeshi Municipality, Dhading, Bagamati Province",Matched with school name of B
27944,33980,Mahendra Mavi,महेन्द्र मावि च्यामा दोलखा,Mahendrodaya Mavi,"Bhimeshwor Municipality, Bhimeshwor Municipality, Dolakha, Bagamati Province",Matched with school name of B
15139,33981,Mahendrodaya Mavi,महेन्द्रोदय मावि सिन्धुपाल्चोक,Mahendrodaya Mavi,"Sunkoshi R.M., Sunkoshi Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
256,13763,Mahendrodaya Mavi,महेन्द्रोदय मावि हलेसी खोटाङ,Mahendrodaya Mavi,"Waplukha, Khotehang Rural Municipality, Khotang, Koshi Province",Matched with school name of B
12702,33983,Mahendrodaya Mavi,महेन्द्रोदय मावि गजुरी धादिङ,Mahendrodaya Mavi,"Tripurasundari, Tripura sundari Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
12698,33982,Mahendrodaya Mavi,महेन्द्रोदय मावि मुलपानी धादिङ,Mahendrodaya Mavi,"Gajuri, Gajuri Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
8401,13755,Mahendrodaya Mavi,महेन्द्रोदय मावि पाँचथर,Mahendrodaya Mavi,"kummayak, Kummayak Rural Municipality, Panchthar, Koshi Province",Matched with school name of B
9628,13761,Mahendrodaya Mavi,महेन्द्रोदय मावि देउराली भोजपुर,Mahendrodaya Mavi,"Bihibare, Shadananda Municipality, Bhojpur, Koshi Province",Matched with school name of B
9629,13762,Mahendrodaya Mavi,महेन्द्रोदय मावि जरायोटार भोजपुर,Mahendrodaya Mavi,"Phalimohoriya, Shadananda Municipality, Bhojpur, Koshi Province",Matched with school name of B
12724,33984,Mahendrodaya Mavi,महेन्द्रोदय मावि धादिङ,Mahendrodaya Mavi,"Mulabari, Tripura sundari Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
18981,13766,Mahendrodaya Pravi,महेन्द्रोदय प्रावि गोगने भोजपुर,Mahendrodaya Pravi,"Shalleni, Temkemaiyung Rural Municipality, Bhojpur, Koshi Province",Matched with school name of B
2543,33985,Mahesha Dharma Mavi,महेश धर्म मावि धुनिवेसी धादिङ,Mahesh Dharma Mavi,"Purandanda, Dhunibeshi Municipality, Dhading, Bagamati Province",Matched with school name of B
16281,13771,Maheshapura Avi,महेशपुर आवि झापा,Maheshpur Avi,"Bhadrapur, Bhadrapur Municipality, Jhapa, Koshi Province",Matched with school name of B
6183,13772,Maheshapura Pravi,महेशपुर प्रावि मोरङ,Maheshpur Pravi,"Maheshpur, Katahari Rural Municipality, Morang, Koshi Province",Matched with school name of B
9232,72552,Maheshvara Mavi,महेश्वर मावि सुकासाल कञ्चनपुर,Maheshwar Mavi,"Bheemdatt, Bheemdatt Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
14849,13773,Maheshvara Mavi,महेश्वर मावि भदौरे ओखलढुङ्गा,Maheshwar Mavi,"Gairigaun, Chisankhugadhi Rural Municipality, Okhaldhunga, Koshi Province",Matched with school name of B
22394,13775,Maheshvara Avi,महेश्वरा आवि इलाम,Maheshwara Avi,"Nindakhu, Ilam Municipality, Ilam, Koshi Province",Matched with school name of B
482,42536,Maheshvari Mavi,महेश्वरी मावि पोखरा कास्की,Maheshwori Mavi,"Lukunswanra, Pokhara Metropolitan City, Kaski, Gandaki Province",Matched with school name of B
24637,72554,Maheshvari Pravi,महेश्वरी प्रावि निदालगाँउ डडेल्धुरा,Maheshwori Pravi,"Nidalgaun, Amargadhi Municipality, Dadeldhura, Sudurpashchim Province",Matched with school name of B
2668,53567,Maheshvari Pravi,महेश्वरी प्रावि अर्घाखाँची,Maheshwori Pravi,"Lisikuna, Shitaganga Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
10206,22460,Mahikara Mavi,महिकर मावि प्रसवनी सप्तरी,Mahikar Mavi,"Prasabani, Agnisair Krishnasawaran Rural Municipality, Saptari, Madhesh Province",Matched with school name of B
17526,22462,Mahila Utthana Pravi,महिला उत्थान प्रावि राैतहट,Mahila Uthan Adharbhut Vi Rajpur,"Rajpur Farhadaw, Rajpur Municipality, Rautahat, Madhesh Province",Matched with old school name1 of B
3102,42537,Mahima Mavi,महिमा मावि माझगाउ सयाङजा,Mahima Mavi,"Chisapani, Harinas Rural Municipality, Syangja, Gandaki Province",Matched with school name of B
13909,22463,Mahaevani Padama Mavi,महाेवनी पदम मावि राजीगंज पर्सा,Mahobani Padam Mavi,"pokhariya municipality, Pokhariya Municipality, Parsa, Madhesh Province",Matched with school name of B
7490,72559,Mahunyala Mavi,महुन्याल मावि बर्दगोरीया कैलाली,Mahunyal Mavi,"Bhajani Danga, Bhajani Municipality, Kailali, Sudurpashchim Province",Matched with school name of B
24591,72560,Mahunyala Mavi,महुन्याल मावि भजनी कैलाली,Mahunyal Mavi,"Baskoti, Bardagoriya Rural Municipality, Kailali, Sudurpashchim Province",Matched with school name of B
28745,42539,Mai Seva Avi,माई सेवा आवि कास्की,Mai Sewa Avi,"Hundu, Annapurna Rural Municipality, Kaski, Gandaki Province",Matched with school name of B
26308,33991,Maidana Pravi,मैदान प्रावि नुवाकोट,Maidan Avi,"Maidan, Shivapuri Rural Municipality, Nuwakot, Bagamati Province",Matched with old school name1 of B
27504,53569,Maidanadevi Pravi,मैदानदेवी प्रावि पाल्पा,Maidan Devi Pravi,"Lumbas, Ribdikot Rural Municipality, Palpa, Lumbini Province",Matched with school name of B
11057,42540,Maidana Mavi,मैदान मावि फेदिखोला गा पा स्याङ्जा,Maidan Mavi,"Naupooja, Phedikhola Rural Municipality, Syangja, Gandaki Province",Matched with school name of B
9063,53571,Maikasthana Pravi,माइकास्थान प्रावि रेसुङ्गा सिमिचौर गुल्मी,Maikasthan Pravi,"Purkhe, Gulmidarbar Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
28637,53572,Mairkasthana Pravi,माइर्कास्थान प्रावि गौंडाकोट गुल्मी,Maikasthan Pravi,"Resunga Municipality, Resunga Municipality, Gulmi, Lumbini Province",Matched with school name of B
1061,53573,Mainada.Nda Mavi,मैनडाँडा मावि हर्दिनेटा गुल्मी,Main Danda Mavi,"Chhatrkot, Chhatrakot Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
16419,42541,Maina Pravi,मैना प्रावि पांचखुवा देउराली गोर्खा,Maina Pravi,"Gyaji, Barpak Sulikot Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
1456,13783,Mainachari Pravi,मैनाचरी प्रावि झापा,Mainachari Pravi,"Shivasatakshi, Shivasatakshi Municipality, Jhapa, Koshi Province",Matched with school name of B
23865,53575,Mainahiya Mavi,मैनहिया मावि मैनहिया रुपन्देही,Mainahiya Mavi,"mainahiya, Siyari Rural Municipality, Rupandehi, Lumbini Province",Matched with school name of B
552,13784,Maipokhari Samskrrita Mavi,माईपोखरी संस्कृत मावि सन्दकपुर इलाम,Maipokhari Saskrit Mavi,"Dandakharka, Sandakpur Rural Municipality, Ilam, Koshi Province",Matched with school name of B
12701,42542,Maisthana Pravi,माइस्थान प्रावि बाग्लुङ,Maisthan Pravi,"Bhimgithe, Badigad Rural Municipality, Baglung, Gandaki Province",Matched with school name of B
6480,53577,Maitahava Mavi,मैटहवा मावि चन्द्रनगर बाँके,Maitahawa Mavi Chandranagar,"Chandra Nagar, Khajura Rural Municipality, Banke, Lumbini Province",Matched with old school name1 of B
17468,42544,Maithuma Pravi,मैथुम प्रावि तान्द्राङ्ग गोरखा,Maithum Pravi,"Bhimsen Thapa Rural Municipality ,Ward 3 , Tandrang , Gorkha, Bhimsen Thapa Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
1165,13786,Maiva Khola Mavi,मैवा खोला मावि ढुंगेसाघु ताप्लेजुङ,Maiwakhola Mavi,"Tembe, Maiwakhola Rural Municipality, Taplejung, Koshi Province",Matched with school name of B
6867,53578,Majadura Pravi,मजदुर प्रावि बारबर्दिया न पा बर्दिया,Majdur Pravi,"Barbardiya 10 Lamkiphata, Barbardiya Municipality, Bardiya, Lumbini Province",Matched with school name of B
3082,42547,Majhakota Mavi,माझकोट मावि स्याङजा,Majhakot Mavi,"Waling-3 syangja, Waling Municipality, Syangja, Gandaki Province",Matched with school name of B
21567,42548,Majhathara Mavi,माझथर मावि स्वाँरा गोरखा,Majhathar Mavi,"Barpak Sulikot, Barpak Sulikot Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
25007,34000,Majhagau.N Mavi,माझगाउँ मावि माझगाउँ चितवन,Majhgaun Mavi,"Majhagaun, Ichchhakamana Rural Municipality, Chitwan, Bagamati Province",Matched with school name of B
29542,53579,Majhi Pravi,माझी प्रावि गुल्मीदरवार गुल्मी,Majhi Pravi,"Gulmi, Gulmidarbar Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
28178,42549,Majhigau.N Avi,माझीगाउँ आवि पर्वत,Majhigaun Avi,"Bhusalchaur, Phalewas Municipality, Parbat, Gandaki Province",Matched with school name of B
1278,72562,Majakhori Mavi,मजखोरी मावि लेकगाउँ बझाङ,Majkhori Mavi,"Majhkhori, Chhabispathivera Rural Municipality, Bajhang, Sudurpashchim Province",Matched with school name of B
20043,34001,Majuva Avi,मजुवा आवि काठमाडौं,Majuwa Avi,"Majuwa, Nagarjun Municipality, Kathmandu, Bagamati Province",Matched with school name of B
17095,34003,Majuva Pravi,मजुवा प्रावि दोलखा,Majuwa Pravi,"Majuwa, Kalinchok Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
16258,42552,Makaipura Pravi,मकैपुर प्रावि वुङबमेट गोर्खा,Makaipur Avi,"Bungkot, Shahid Lakhan Rural Municipality, Gorkha, Gandaki Province",Matched with old school name1 of B
18971,13791,Makalu Avi,मकालु आवि जरायोटार भोजपुर,Makalu Avi,"Radhun, Aamchowk Rural Municipality, Bhojpur, Koshi Province",Matched with school name of B
644,13800,Makpa Mavi,माक्पा मावि माक्पा खोटाङ,Makpa Mavi,"Makpa, Ainselukharka Rural Municipality, Khotang, Koshi Province",Matched with school name of B
22291,13801,Makpalu~Na Pravi,माक्पालुङ प्रावि संखुवासभा,Makpalung Pravi,"Rukuma, Bhotkhola Rural Municipality, Sankhuwasabha, Koshi Province",Matched with school name of B
3097,53583,Malarani Avi,मालारानी आवि बागी अर्घाखाँची,Malarani Avi,"Malarani-5, Malarani Rural Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
15982,42554,Malarani Avi,मालारानी आवि ताराखोला बाग्लुङ,Malarani Avi,"Tarakhola, Tarakhola Rural Municipality, Baglung, Gandaki Province",Matched with school name of B
2501,53584,Mala Rani Pravi,माला रानी प्रावि गुल्मी,Malarani Pravi,"Musikot, Musikot Municipality, Gulmi, Lumbini Province",Matched with school name of B
15168,53585,Malavara Devi Mavi,मलावर देवी मावि रुपन्देही,Malawardevi Mavi,"Jhargaira, Kanchan Rural Municipality, Rupandehi, Lumbini Province",Matched with school name of B
5158,72566,Malikarjuna Avi,मालिकार्जुन आवि गराडी दार्चुला,Malika Arjun Avi,"Malikarjun, Lekam Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
17038,72567,Malikarjuna Avi,मालिकार्जुन आवि पाती दार्चुला,Malika Arjun Avi,"Malikarjun, Lekam Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
5949,72569,Malikarjuna Pravi,मालिकार्जुन प्रावि कालापारी दार्चुला,Malika Arjun Pravi,"Malikarjun, Lekam Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
18277,72570,Malikarjuna Pravi,मालिकार्जुन प्रावि धाप दार्चुला,Malika Arjun Pravi,"Lekam, Lekam Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
5214,72568,Malikarjuna Pravi,मालिकार्जुन प्रावि दार्चुला,Malika Arjun Pravi,"Malika, Byans Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
20289,72571,Malikarjuna Pravi,मालिकार्जुन प्रावि पौनेखोल दार्चुला,Malika Arjun Pravi Parivan,"Pariwan, Marma Rural Municipality, Darchula, Sudurpashchim Province",Matched with old school name1 of B
6147,72581,Mallika Pravi,मल्लीका प्रावि टीकापुर कैलाली,Malika Avi,"Ghodaghodi-2, Thumki, Ghodaghodi Municipality, Kailali, Sudurpashchim Province",Matched with old school name1 of B
6166,42556,Malika Avi,मालिका आवि मालिका गा पा म्याग्दी,Malika Avi,"Raghuganga 6, Raghuganga Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
21065,42557,Malika Avi,मालिका आवि पर्वत,Malika Avi,"Lopre, Jaljala Rural Municipality, Parbat, Gandaki Province",Matched with school name of B
29688,42560,Kalika Avi,कालिका आवि म्याग्दी,Malika Avi,"Malika 7, Malika Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
23621,61935,Kalika Avi,कालिका आवि गोराँ सिँजा गा पा जुम्ला,Malika Avi,"kanaka sundari  rurai municipality, Kanakasundari Rural Municipality, Jumla, Karnali Province",Matched with school name of B
9467,61936,Malika Avi,मालिका आवि सिपखाना कालिकोट,Malika Avi,"Ujalgaun, Sanni Tribeni Rural Municipality, Kalikot, Karnali Province",Matched with school name of B
16871,61929,Kalika Avi,कालिका आवि कनकासुन्दरी जुम्ला,Malika Avi,"Acharya Bada, Chandannath Municipality, Jumla, Karnali Province",Matched with school name of B
2345,34010,Malika Pravi,मालिका प्रावि धादिङ,Malika Avi,"Vedabari, Siddhalek Rural Municipality, Dhading, Bagamati Province",Matched with old school name1 of B
24287,53589,Malika Pravi,मालिका प्रावि सिमलपानी अर्घाखाँची,Malika Avi,"Malika, Panini Rural Municipality, Arghakhanchi, Lumbini Province",Matched with old school name1 of B
27374,61938,Malika Pravi,मालिका प्रावि रुगा मुगु,Malika Avi Jawaldhara Mugu,"Jawaldhara, Soru Rural Municipality, Mugu, Karnali Province",Matched with old school name2 of B
16874,61928,Malika Pravi,मालीका प्रावि जुम्ला,Malika Avi Khopri,"Tallo Khopri, Tila Rural Municipality, Jumla, Karnali Province",Matched with old school name1 of B
24610,53592,Malika Vidyamandira Pravi,मालिका विद्यामन्दिर प्रावि गुल्मी,Malika Bidya Mandir Pravi,"Musikot, Musikot Municipality, Gulmi, Lumbini Province",Matched with school name of B
23573,13812,Malikadevi Mavi,मालिकादेवी मावि खोटाङ,Malika Devi Mavi,"Halesi Tuwachung Municipality, Halesi Tuwachung Municipality, Khotang, Koshi Province",Matched with school name of B
9862,34011,Malika Devi Pravi,मालिका देवी प्रावि रसुवा,Malika Devi Pravi,"Kuwapani, Uttargaya Rural Municipality, Rasuwa, Bagamati Province",Matched with school name of B
26073,34013,Kalika Mavi,कालिका मावि नुवाकोट,Malika Mavi,"Belkotgadhi, Belkotgadhi Municipality, Nuwakot, Bagamati Province",Matched with school name of B
10381,53600,Malika Mavi,मालिका मावि गुल्मी,Malika Mavi,"Malika, Malika Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
14008,61947,Kalika Mavi,कालिका मावि डोल्पा,Malika Mavi,"Narku, Mudkechula Rural Municipality, Dolpa, Karnali Province",Matched with school name of B
10324,61950,Kalika Mavi,कालिका मावि सुर्खेत,Malika Mavi,"Matela, Chingad Rural Municipality, Surkhet, Karnali Province",Matched with school name of B
25028,42565,Malika Mavi,मालिका मावि महलाडाँडा बागलुङ,Malika Mavi,"Baglung Municipality-5, Malika, Baglung Municipality, Baglung, Gandaki Province",Matched with school name of B
7602,61951,Malika Mavi,मालिका मावि जुम्ला,Malika Mavi,"chhumchur lotchur, Patrasi Rural Municipality, Jumla, Karnali Province",Matched with school name of B
17319,72590,Malika Mavi,मालीका मावि अछाम,Malika Mavi,"Tikhapatal, Panchadewal Binayak Municipality, Achham, Sudurpashchim Province",Matched with school name of B
6914,72606,Kalika Mavi,कालिका मावि कैलाली,Malika Mavi,"Chaumala, Gauriganga Municipality, Kailali, Sudurpashchim Province",Matched with school name of B
1264,72603,Malika Mavi,मालिका मावि मार्तडी बाजुरा,Malika Mavi,"Gajra, Khaptad Chhededaha Rural Municipality, Bajura, Sudurpashchim Province",Matched with school name of B
18165,72607,Malika Mavi,मालिका मावि भट्ना बैतडी,Malika Mavi Bhatana,"Bhatana, Purchaudi Municipality, Baitadi, Sudurpashchim Province",Matched with old school name1 of B
16876,61979,Malika Mavi,मालिका मावि धापा जुम्ला,Malika Mavi Dhapa,"Dhapa, Sinja Rural Municipality, Jumla, Karnali Province",Matched with old school name1 of B
22341,61948,Malika Mavi,मालिका मावि हुम्ला,Malika Mavi Lali,"Lali, Kharpunath Rural Municipality, Humla, Karnali Province",Matched with old school name1 of B
28645,72592,Kalika Pravi,कालिका प्रावि थलारा बझाङ,Malika Pravi,"Jhogini, Jaya Prithvi Municipality, Bajhang, Sudurpashchim Province",Matched with school name of B
17350,34012,Kalika Pravi,कालिका प्रावि गेलु रामेछाप,Malika Pravi,"Bhalukhop, Likhu Tamakoshi Rural Municipality, Ramechhap, Bagamati Province",Matched with school name of B
26521,72594,Kalika Pravi,कालिका प्रावि खिरिचैका मुली अछाम,Malika Pravi,"Debisthan, Dhakari Rural Municipality, Achham, Sudurpashchim Province",Matched with school name of B
3225,61961,Kalika Pravi,कालिका प्रावि श्रीकोट मुगु,Malika Pravi,"Bhamwada, Chhayanath Rara Municipality, Mugu, Karnali Province",Matched with school name of B
7343,72599,Malika Pravi,मालिका प्रावि कञ्चनपुर,Malika Pravi,"dodhara chandani, Dodhara Chandani Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
11703,42563,Malika Pravi,मालिका प्रावि डाँडाखानी म्याग्दी,Malika Pravi,"Devisthan,Jugja, Malika Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
26522,53595,Kalika Pravi,कालिका प्रावि नयाँगाउँ कुनाखर्क गुल्मी,Malika Pravi,"Madane 2 Bajhakateri, Madane Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
26932,72600,Malika Pravi,मालिका प्रावि कैलाली,Malika Pravi Chure Gajari,"Gajari, Chure Rural Municipality, Kailali, Sudurpashchim Province",Matched with old school name1 of B
29234,72615,Malikarjuna Avi,मालिकार्जुन आवि झुस्कु दार्चुला,Malikarjun Avi,"Mallaraichu, Naugad Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
29222,72614,Malikarjuna Avi,मालिकार्जुन आवि भीड नौगाड दार्चुला,Malikarjun Avi,"Salyad, Naugad Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
