school_id,location,district,modified_name_transliterated
44272,putalibazar 7,syangja,sitala A vi
44273,arjunchaupari,syangja,sitala devi ebs
44274,byas,tanahun,sitala prA vi
44275,madi- yagjakot,kaski,sitaram mA vi
44276,gaindakot,nawalpur,small heart academy
44277,nayabazzar,kaski,small wonder montessori and child care centre
44278,gaindakot,nawalpur,smile kids montessori A vi
44279,lekhnath,kaski,smile small heaven academy
44280,hemja,kaski,snow view ebs
44281,gauri marga,kaski,social public vi
44282,"barlanchi,tanahun",tanahun,somajan A vi
44283,rangkhola,syangja,sopan english boarding vi
44284,dhorpatan,baglung,sorbang prA vi
44285,chhorepatan,kaski,sos hermann gmeiner vi pokhara
44286,ram bazaar,kaski,sos hermann gmeiner mA vi gandaki
44287,simpani,kaski,spiral galaxy academy mA vi
44288,gaindakot,nawalpur,spm college
44289,bagmara,kaski,sri sathya sai vidhyashram
44290,birgha,syangja,srijana A vi
44291,pankhu,myagdi,srijana A vi
44292,ghiring,tanahun,srijana A vi
44293,srijanachock,kaski,srijana ebs
44294,bajung,parbat,srijana english boarding vi
44295,chhinkhola,lamjung,srijana prA vi
44296,sarangkot lamagaun,kaski,srijana prA vi
44297,bulingtar,nawalpur,srijana prA vi
44298,nachne danda,syangja,srijanshil ccdc community bal bikash kendra
44299,rogdi,syangja,srijanshil ecd
44300,darling,baglung,srijansil prA vi
44301,jagat,gorkha,sringa himali prA vi
44302,nagpani,gorkha,st marys vi
44303,chhinedanda,kaski,st francis vi
44304,egharakilo,gorkha,st josephs mA vi
44305,pokhara,kaski,st mary's mA vi
44306,seratar,tanahun,star english boarding vi
44307,pokhara masbar,kaski,step by step ebs
44308,"madi 1,parche",kaski,sthanapati A vi
44309,gandaki rm- darbung,gorkha,sthaneshwor prA vi
44310,chhange gaderi,tanahun,sthani devi A vi
44311,barchyange,tanahun,sthani devi A vi
44312,satdobato,gorkha,sthanika A vi
44313,sthanthok,tanahun,sthanthok prA vi
44314,swara,gorkha,stul A vi
44315,kyamthali,gorkha,stul prA vi
44316,pokhara,kaski,stuti montessori
44317,pokhara 6 baidam,kaski,subhakamana vi
44318,dahuliya dada,lamjung,subhodaya prA vi
44319,ratnachowk,kaski,sublime english boarding vi
44320,"malati gaira, palungtar",gorkha,sudarshan A vi
44321,aamale danda,lamjung,sudarshan prA vi
44322,bhat thar,kaski,sudin A vi
44323,bahundanda,baglung,sukhaura prA vi
44324,pokhara,kaski,sukla gandaki A vi
44325,ghachok,kaski,sukla gandaki mA vi
44326,chintutar,tanahun,sukra A vi
44327,sallaboat,lamjung,sukra prA vi
44328,chhinedanda,kaski,sukraraj balabhadra mA vi
44329,kawasoti,nawalpur,sun shine mA boarding vi
44330,"annapurna-1, doba",myagdi,sunari prA vi
44331,bhanu,tanahun,sundar A vi
44332,simaltarn,gorkha,sundar prA vi
44333,raghuganga 8,myagdi,sundar prA vi
44334,bagedanda,lamjung,sundari devi prA vi
44335,baireni,tanahun,sunflower ebs
44336,archalbot,kaski,sunflower ebs
44337,biruwa 1,syangja,sunflower english boarding vi
44338,kawasoti,nawalpur,sungava montessori
44339,chisapani,tanahun,sunita A vi
44340,madhyabindu,nawalpur,sunrise boarding vi
44341,baglung,baglung,sunrise boarding mA vi
44342,nauther,lamjung,sunrise ebs
44343,,kaski,sunrise ebs
44344,"lauruk, pokhara metro city",kaski,sunrise preparatory ebs
44345,barangja,myagdi,sunshine english boarding vi
44346,manakamana dhadbari,gorkha,suntalabari prA vi
44347,damek,baglung,suntalachaur mA vi
44348,archalbot,kaski,surabhi pathshala
44349,pokhara lekhnath,kaski,suravi pathsala
44350,bhimad,tanahun,surendra jyoti A vi
44351,kwholasothar,lamjung,surendra prA vi
44352,bhimgithe,baglung,surkudi prA vi
44353,lokaditar,tanahun,surya A vi
44354,tallo rumsi,nawalpur,surya binayak prA vi rumsi
44355,putalibazaar14,syangja,surya chandrama A vii
44356,yarsa,gorkha,surya devi A vi
44357,srinathkot,gorkha,surya jyoti A vi
44358,kaligandaki  syangja,syangja,surya jyoti A vi
44359,dhaulagirigaupalika,myagdi,surya jyoti A vi
44360,bhoje,lamjung,surya jyoti prA vi
44361,tabai,lamjung,surya jyoti prA vi
44362,,kaski,surya jyoti prA vi
44363,benikhola,gorkha,surya jyoti prA vi
44364,kawasoti,nawalpur,surya kiran A vi
44365,deurali,nawalpur,surya kiran prA vi
44366,biruwatar,gorkha,surya memorial ebs
44367,bohoragaun,baglung,surya prA vi
44368,kushma,parbat,surya prakash mA vi
44369,gaindakot,nawalpur,suryabinayak ebs
44370,chhebetar,gorkha,suryadaya bbkdra
44371,tadi,nawalpur,suryajyoti mA vi
44372,jugepani,nawalpur,suryajyoti mA vi jugepani
44373,chhebetar,gorkha,suryamukhi english boarding vi
44374,diguwa,syangja,suryamukhi prA vi
44375,painyu,parbat,suryodaya babike
44376,yanchok,tanahun,suryodaya A vi
44377,rupa  rm,kaski,suryodaya A vi
44378,binayi tribeni,nawalpur,suryodaya A vi
44379,khairenitar,tanahun,suryodaya english boarding vi
44380,"deep, pokhara",kaski,suryodaya english boarding vi
44381,hansapur,gorkha,suryodaya prA vi
44382,siranchok,gorkha,suryodaya prA vi
44383,badal bisauna,lamjung,suryodaya prA vi
44384,madhyanepal,lamjung,suryodaya prA vi
44385,arjunchaupari,syangja,suryodaya prA vi
44386,kushma municipality 2 regmi thok bhattakheth parbat,parbat,suryodaya prA vi
44387,,parbat,suryodaya prA vi
44388,limithana,parbat,suryodaya prA vi
44389,kawasoti,nawalpur,suryodaya prA vi
44390,aamdanda,gorkha,suryodaya prA vi
44391,"vyas-11 , ramche",tanahun,suryodaya prA vi
44392,dharche-5 gumda,gorkha,suryodaya mA vi
44393,janamilan bhanjayang,lamjung,suryodaya mA vi dordi bharte lamjung
44394,gaindakot,nawalpur,suryodaya vidya mandir
44395,hupsekot,nawalpur,suva arpan ebs
44396,bazar,baglung,suvalav acacdemy
44397,annapurna rm suwa,myagdi,suwa A vi
44398,phedikhola,syangja,swabhiman english boarding vi
44399,barbhanjyang,tanahun,swastha A vi
44400,bhauvaka,syangja,sworek kalika A vi
44401,gaindakot,nawalpur,swornim montessori
44402,ghatan,myagdi,syalikhate prA vi
44403,putalibazaar,syangja,syangja mA vi
44404,chapakot,syangja,syangja shiddhababa english boarding vi
44405,"syani pokhar,mandanda",parbat,syani pokhari prA vi
44406,"syartan, kharibot",gorkha,syartan A vi
44407,kushma pang parbat,parbat,t r ebs
44408,thasang,mustang,taglung A vi
44409,dhawalagiri r m,myagdi,takam mA vi
44410,taklak,parbat,taklak mA vi
44411,melache,kaski,tal barahi A vi
44412,baidam,kaski,tal barahi mA vi
44413,waling,syangja,tallo kumerdung A vi
44414,talvesi,tanahun,talvesi mA vi
44415,madhyabindu,nawalpur,tamsariya english boarding vi
44416,tamu,lamjung,tamu prA vi
44417,tamung,tanahun,tamung A vi
44418,byas,tanahun,tanahun dreamland boarding vi
44419,tanahun,tanahun,tanahun gyanganga english boarding vi
44420,panchanagar,tanahun,tanahun manakamana boarding vi
44421,beltar,tanahun,tanahun prA vi
44422,majhgaun,kaski,tanchok prA vi
44423,patiswara,gorkha,tanglichowk mA vi
44424,tangwe,mustang,tangwe prA vi
44425,tanki,manang,tanki prA vi
44426,sworek tapu,syangja,tapu bhyangyang rastriya m v
44427,muchchowk,gorkha,tara chandra mA vi
44428,galyang,syangja,tara devi prA vi
44429,dhusha,baglung,tara jyoti prA vi
44430,chhebetar,gorkha,tara mA vi
44431,jaljala,parbat,tara prvi
44432,jaljala,parbat,tara prA vi
44433,tarkudanda,tanahun,tara prA vi
44434,patanbensi,kaski,tarakunj ebs
44435,tare,parbat,taramandal prA vi
44436,adhikari marga,kaski,tarapunja educational academy
44437,lumre,kaski,tarebaraha A vi
44438,paiyunthanthap,baglung,tarebhir A vi
44439,tilahar,kaski,tarun prA vi
44440,beni municipality,myagdi,tatopani ebs
44441,vyas,tanahun,tatopani praimary vi
44442,bulingtar rural municipality,nawalpur,teen kanya A vi
44443,waling municipality,syangja,tej pragati A vi
44444,mangala,myagdi,thaibang A vi
44445,thakanpokhari,myagdi,thakanpokhari A vi
44446,uchaka,baglung,thale pokhara prA vi
44447,sworek,syangja,thalekharka prA vi
44448,pandrung,gorkha,thali bari aA vi
44449,gilung,lamjung,thalju kanya prA vi
44450,harinas gaupalika1 syangja,syangja,thanapati A vi
44451,deurali,tanahun,thani bal bikas kendra
44452,shahid lakhan rm,gorkha,thani A vi
44453,tukrang,gorkha,thani A vi
44454,ghiring,tanahun,thani A vi
44455,ghiring,tanahun,thaniban prA vi
44456,"palungtar-5,gorkha",gorkha,thantipokhari bal jyoti english boarding vi
44457,phalewas municipality,parbat,thapathana mA vi
44458,chhapa,syangja,thati pokhari A vi
44459,haramtari,gorkha,the annapurna boarding A vi
44460,waling bazar,syangja,the excellent boarding vi
44461,kudhauli,nawalpur,the great alpha montessori
44462,raniban,gorkha,the old capital mA vi
44463,"jarebar, pokhara-6,",kaski,the wisdom kebs
44464,thuli barahi,syangja,thuli barahi community bal bikash kendra
44465,thumka,gorkha,thumka pravi
44466,phedikhola,syangja,thumki bal bikas center
44467,hupsekot,nawalpur,thumki devi bright future english boarding vi
44468,thumki,kaski,thumki ebs
44469,kawasoti,nawalpur,tiger top swiss air previ
44470,"annapurna-7 , histan,tikot",myagdi,tikot mA vi
44471,baglung,baglung,tilachan mA vi
44472,tilaharneta,syangja,tilahar neta A vi
44473,khangsar,manang,tilicho A vi
44474,dhullubaskot,baglung,timure ghat prA vi
44475,ransinghkiteni,baglung,tinchule prA vi
44476,bobang,baglung,tirtha jyoti prA vi
44477,titapani,syangja,titapani A vi
44478,"banapa-7,baglung",baglung,titaure mA vi
44479,baglung municipality,baglung,tityang mA vi
44480,baglung,baglung,tityang prA vi
44481,tomandanda,gorkha,toman danda mA vi
44482,ramghat,kaski,tops english boarding vi
44483,toren,gorkha,toren prA vi
44484,tekre,tanahun,tr balkalyan academy
44485,panchamool,syangja,tri shaheed model mA vi
44486,bhakimle,syangja,"tribeni dattalotte community bal bikash kendra"""
44487,sera,gorkha,tribeni mA vi
44488,syangja bazaar,syangja,tribhuvan aadarsha multiple campus
44489,pangre,nawalpur,tribhuwan A vi
44490,"kushma napa 12, lampata, parbat",parbat,tribhuwan A vi
44491,kawasoti,nawalpur,tribhuwan bal mA vi
44492,"bandipur - 5, bahunbhanjyang",tanahun,tribhuwan A vi
44493,bhujung,lamjung,tribhuwan bidyashram mA vi
44494,ganpokhara,lamjung,tribhuwan mA vi
44495,paiyunpata,baglung,tribhuwan mA vi
44496,shankarpokhari,parbat,tribhuwan mA vi
44497,mangala,myagdi,tribhuwan mangala mA vi
44498,"hosrangdi, purnagaun",parbat,tribhuwan prA vi
44499,palungtar municipality,gorkha,tribhuwan prA vi
44500,jaspur,tanahun,tribhuwan prA vi
44501,byagan,tanahun,tribhuwan prA vi
44502,bulingtar rural municipality,nawalpur,tribhuwan mA vi
44503,khudi,kaski,tribhuwan shanti secodnary vi
44504,swarathok,gorkha,trikala A vi
44505,shitalnagar,nawalpur,trimurti vidya mandir
44506,sipa tarakhola,baglung,trisuli basic
44507,gaindakot,nawalpur,trisuli prA vi
44508,shahid lakhan,gorkha,triveni prA vi
44509,arghaun,kaski,triveny public mA vi
44510,dhorpatan municipality,baglung,tula A vi
44511,biruwa 4,syangja,tulashi chaur prA vi
44512,bhurtelthok,parbat,tulasi bal bikas kendra
44513,"tilahar, gijyan",parbat,tulodaya mA vi
44514,bagthal,tanahun,udaya A vi
44515,babak,nawalpur,udaya mA vi babak
44516,"puranonaram,naram",nawalpur,udaya prA vi naram
44517,machhapuchchhre,kaski,udaya mA vi
44518,bulingtar rural municipality,nawalpur,udaya mA vi
44519,raninagar,nawalpur,ujjwal shishu eng boarding mA vi
44520,lahare pipal,baglung,ujjwol tara ebs
44521,beni municipality,myagdi,ujyalo alternative vi
44522,thotneri,gorkha,ulajung prA vi
44523,ulleri,kaski,ulleri A vi
44524,gunjara,tanahun,uma devi prA vi
44525,sirandanda,gorkha,uma maheshwor prA vi
44526,dangsing mohoriya,kaski,uma mA vi
44527,devisthan,parbat,unik academy
44528,"dhamja, baglung",baglung,unique A vi
44529,gaindakot,nawalpur,unique ebs
44530,"palungtar-5, thantipokhari",gorkha,united english boarding vi
44531,besishahar,lamjung,universal academy
44532,rajakochutara,kaski,universal ebs
44533,kawasoti,nawalpur,universal scholars academy
44534,baglung bazar,baglung,universal sublime academy
44535,baglung bazar,baglung,upallachaur A vi
44536,waling municipality,syangja,upallo pekhu mA vi
44537,beni mun,myagdi,upplachaur basic schoo;
44538,thulakot,kaski,usha kiran prA vi
44539,"bojadi,babak",nawalpur,uttam balhit A vi bojhadi
44540,baglung,baglung,uttar ganga mA vi
44541,gaindakot,nawalpur,vagyodaya A vi
44542,devchuli 2 nawalpur,nawalpur,vaidik karmakanda gurukul
44543,"devghat, tanahu",tanahun,ved vedanga vi
44544,ram bazzar laxmitole,kaski,vibhuti shiksha sadan
44545,phedikhola-1,syangja,vidhya bikash ebs
44546,besishahar,lamjung,vidhya bikash mA vi
44547,baglung,baglung,vidhya mandir open vi
44548,baglung bazar,baglung,vidhya mandir mA vi
44549,birauta,kaski,vidhya niketan mA vi
44550,khahare,lamjung,vidya jyoti mA vi
44551,tutunga,kaski,viewpoint ebs
44552,gaindakot,nawalpur,vijaya jyoti A vi
44553,"gaindakot-5, nawalpur",nawalpur,vijaya samudayik siksha sadan
44554,hemja,kaski,vikramshila buddhist bidya sasthan basic level
44555,sankhe,tanahun,village garden english boarding vi
44556,batulechour,kaski,vindhya vasini mA vi
44557,nareshwor,gorkha,vindhyabasinee mA vi
44558,bindyabasini,kaski,vindhyaswori adarsha boarding vi
44559,pragatinagar,nawalpur,vishwa jyoti english boarding vi
44560,pokhara lekhnath,kaski,vision boarding vi
44561,madhyabindu-15,nawalpur,viuran small heaven english boarding vi
44562,"damauli, tanahun",tanahun,vyas divya jyoti boarding vi
44563,tanahun,tanahun,vyas manakamana english boarding vi
44564,vyas,tanahun,vyas nagar samata vi
44565,waling-09,syangja,waling bahumukhi campus uchha mA vi
44566,waling bazar,syangja,waling scholars education academy
44567,chhisti,baglung,wangling A vi
44568,beni mun,myagdi,warnath prA vi
44569,"gwalichaur, baglung",baglung,welfare english boarding vi
44570,"galeshwor chowk, pokhara",kaski,well known academy
44571,rupa,kaski,western village academy
44572,pokhara,kaski,westpoint children academy
44573,rajahar,nawalpur,wise vision english boarding vi
44574,kawasoti,nawalpur,wise vision english vi
44575,jarebar,kaski,wonderland A vi
44576,"madhyabindu-11,dwardha",nawalpur,world light english boarding vi
44577,madhyabindu,nawalpur,yadav mA vi
44578,kahun,parbat,yagyeshwor A vi
44579,waling,syangja,yamuna devi A vi
44580,yara,mustang,yara A vi
44581,"bahunbesi,gaunshahar",lamjung,yasho brahma mA vi
44582,simalghau,lamjung,yasodhara prA vi
44583,gaindakot,nawalpur,yogi narharinath adhyatma bigyan gita pathshala
44584,kamere,kaski,yuba barsha A vi
44585,tarakhola,baglung,yuba barsha prA vi
44586,bhulbhule,kaski,yuba jyoti prA vi
44587,barbot,syangja,yugjyoti A vi
44588,bhagirathi bhanjyang,lamjung,yuwa barsa prA vi
44589,kushma napa parbat,parbat,yuwa barsa prA vi
44590,besishahar,lamjung,yuwa jyoti prA vi
44591,salija,parbat,yuwa prA vi
44592,beni mun,myagdi,yuwabarsa A vi
44593,siurenitar,gorkha,chitrAdevI AdhArabhUta vidyAlaya
50,madane gaunpalika,gulmi,a g bright future academy
51,siddharthanagar,rupandehi,a r d model english mA vi
52,guruwa gaun,banke,A vi guruwagaun
53,kothari,dang,A vi kothari
54,ranagaun,dang,aavi ranagaun
55,barahakhuti,dang,aabi barahakhuti
56,"mayadevi-01, pakadi,kapilvastu",kapilbastu,aadarsh vidhya mandir english boarding vi kapilvastu
57,khanchi maidan,arghakhanchi,aadarsha mA vi
58,kasipur,dang,aadarsha mA vi kasipur
59,"dumrigaun, palpa",palpa,aadharbhoot mA vi
510,fulbang,rukum purba,aA bidhyala phulbang
511,sundawori,dang,aA vi sundawari
512,padami,rukum purba,aA vi padami
513,jharlunga,rukum purba,aA vi jharlunga
514,sawarikot,dang,aA vi sawarikot
515,"ghorahi 2, chaklighat",dang,aA vi chaklighat
516,banglachuli 3,dang,aA vi dangbang
517,khausapur,dang,aAa vi lohadabara
518,bharthapur,rupandehi,aakash ravi A vi
519,aama,rupandehi,aama mA vi
520,aamari,rupandehi,aamari A vi
521,dobata,gulmi,aanandapur mA vi
522,tinau gaunpalika,palpa,aankha kholun ebs
523,narsahi,nawalparasi,aasutosh shiksha sadan
524,butwal milanchowk,rupandehi,aaviskar public ebs
525,duduwa,banke,aayat paradise petals
526,ghartitol,pyuthan,abacus ackdami ebs
527,"ghorahi 15, bharatpur",dang,abc academy
528,ganeshpur,banke,abc residential mA vi
529,mayadevi,kapilbastu,abhi global english boarding vi
530,shugapa,kapilbastu,abu harera kamrul hoda islamik madarasa
531,yashodhara,kapilbastu,abubakar al siddiki madrassa
532,krishnanagar -12 narainapur,kapilbastu,acharaj nath prA vi
533,butwal,rupandehi,achievers academy
534,kapilvastu,kapilbastu,achievers english boarding vi
535,ram nepalgunj,banke,adara misbahiya gulshane danish madrassa
536,"tulsipur 06, golaura dang",dang,adarsh academy english medium vi
537,khajurarm,banke,adarsh A vi dgaun
538,"pratappur-2, semari",nawalparasi,adarsh english boarding mA vi
539,jailroad,banke,adarsh madhaymik vidhayalaya
540,"pratappur, semari",nawalparasi,adarsh public english boarding vi
541,"nawalparasi, parasi",nawalparasi,adarsh mA vi
542,laxmanpur,banke,adarsh mA vi
543,puthauttarganga,rukum purba,adarsha A viidhalaya
544,changhat,kapilbastu,adarsha A vi changhat
545,mathagadhi gaunpalika,palpa,adarsha A vi
546,jyamire,palpa,adarsha A vi
547,tinau,palpa,adarsha A vi
548,suddhodhan,kapilbastu,adarsha A vi
549,khaprengkhola,pyuthan,adarsha A vi khaprengakhola
550,"duduwa- 6, banke",banke,adarsha balbikas kendra liharpurwa
551,chhatrkot,gulmi,adarsha A vi
552,dambak,palpa,adarsha A vi
553,mathagadhi gaunpalika,palpa,adarsha A vi
554,banganga municipaltiy,kapilbastu,adarsha A vi
555,buddhi,kapilbastu,adarsha A vi bhairampur
556,snp,rupandehi,adarsha bidya mandir ebs
557,buddhabhumi  municipality,kapilbastu,adarsha english boarding vi
558,barakhutti,dang,adarsha mA vi lalmatiya
559,deupur,dang,adarsha mA vi
560,aadarsha tole,banke,adarsha mA vi
561,deurali,palpa,adarsha mA vi deurali
562,laghuwa,palpa,adarsha mA vi laghuwa
563,gadhawa 1 badahara,dang,adarsha prA vi badahara
564,kandrakhola,pyuthan,adarsha prA vi
565,gadhawa 3 gobardiha,dang,adarsha ratri A vi gobardiya
566,chhatrakot,gulmi,adarsha mA vi
567,"malarani-3 , khanadaha",arghakhanchi,adarsha mA vi
568,motipur,bardiya,adarsha mA vi
569,kharabang,rukum purba,adarsha mA vi kharabang
570,"pratappur-02, nawalparasi",nawalparasi,adarsha mA vi semari
571,khokharpura,nawalparasi,adarsha mA vi khokharpura
572,ranjha,banke,adarsha mA vi ranjha banke
573,resunga municipality,gulmi,adarsha vidya ashram english boarding vi
574,adguri,arghakhanchi,adguri education and sole development ebs
575,deurali,arghakhanchi,adguri nawa jyoti ebs
576,jhankripole,rukum purba,A vi jhakripole
577,naya dhaka,rukum purba,A vi naya dhaka
578,puthauttarganga 14 nakha,rukum purba,A viidhalaya nakha
579,arjal,rukum purba,A vi arjal
580,dudha,bardiya,A vi dudha
581,gar,rukum purba,A viidhalaya gara
582,bastikhola,dang,A vi bastikhola
583,bakdariya,kapilbastu,A vi bakdariya
584,banghushree,dang,A vi banghushree
585,"ghorahi 17, bhaisahi dang",dang,A vi bhaisahi
586,bhattarkunda,dang,A vi bhattarkunda
587,sisne 8,rukum purba,A vi bhurunga
588,rolpa municipality-6 dhabang,rolpa,A vi dhawang
589,ghorahi 12 gurje,dang,A vi gurje
590,khopichar,rukum purba,A vi khopichar
591,ramgram,nawalparasi,A vi lohashada
592,sisne 7,rukum purba,A vi nathigar
593,"ghorahi 1, simaltara",dang,A vi simaltara
594,sunpur,dang,A vi sunpur
595,sisne,rukum purba,A vi syalapakha
596,kataha,dang,A vin kataha
597,krishnanagar -11  patana,kapilbastu,adhishakti prA vi patana ramnagar
598,adhiyari,rupandehi,adhiyari mA vi
599,rajapur municipality,bardiya,advance academy bardiya
5100,"runtigadhi-4, surpal bazar",rolpa,advance child care ebs surpal bazar
5101,46,gulmi,aglung gaumukhi bright future academy
5102,madane 1 aglung,gulmi,aglung mA vi
5103,yashodhara,kapilbastu,ahalesunnat faijalulum chistiya prA vi sultanawapur
5104,pipara,kapilbastu,ahalesunnat garib nawas madrassa
5105,"buddhabhumi 10, dhankauli",kapilbastu,ahile hadish islamik A vi
5106,hirminiyaa,banke,ahirapur praramvik baabike
5107,butwal-09,rupandehi,aims english mA vi
5108,remuwa,gulmi,ainstine academy ebs
5109,darvan,pyuthan,airawati english boarding vi
5110,airawati,pyuthan,airawati prA vi
5111,magara kahireni,arghakhanchi,airawot A vi
5112,d s p road nepalgunj,banke,aisha madarastul banat mA vi
5113,bhingrikhola,pyuthan,aishworya nepal rastriya prathamik vi
5114,bangalachuli 6,dang,aishworya prA vi amare
5115,nisdi gaunpalika,palpa,akala A vi
5116,tamakhani,palpa,akala A vi
5117,nisdi gaunpalika,palpa,akala devi prA vi
5118,rampur nagarpalika,palpa,akala prA vi
5119,banganga,kapilbastu,akash english boarding vi
5120,bardaghat,nawalparasi,akhanda A vi
5121,butwal,rupandehi,akshar academy
5122,lcm,rupandehi,al ehasan model academy
5123,abirawa,kapilbastu,al farooque english boarding vi
5124,krishnanagar,kapilbastu,al huda public vi
5125,lumbini sanskritik,rupandehi,al iman girals islamic college
5126,kotahimai,rupandehi,al madrassa arabia babul tauhid
5127,mayadevi 4 pipra,kapilbastu,al qalam english academy
5128,"krishnanagar mun-8, bahadurganj",kapilbastu,al qalam public vi
5129,semrauti,kapilbastu,al sufiya madrasa
5130,krishnanagar municipality -,kapilbastu,al helal public vi
5131,lcm,rupandehi,al madarsatul arabiya baharul olum al salfia tarkulaha
5132,chhatrakot,gulmi,alam A vi
5133,ishma 3,gulmi,alam deurali basic prA vi
5134,panini-3 khidim,arghakhanchi,alam devi A vi
5135,bebaripokhara,palpa,alam prA vi
5136,duduwa,banke,alhafsa girls vi
5137,roinihawa,rupandehi,aliza green english boarding vi
5138,puraina,banke,aljaiyatul islamiya rajaul uloom madrassa
5139,57,banke,aljamiya atul islamiya madinatul banat babike
5140,idgah chauk,banke,aljamiyatul islamiya madintul banat
5141,khajurarm,banke,aljemetul islamiya gulsane raja baharul uloom madr
5142,begdi,palpa,alka devi prA vi
5143,baluhawa,kapilbastu,almahadul islami asalfi madrassa
5144,ramgram,nawalparasi,almahdul eslamiya shalfi madrassa ramgram ghodpali nawalparasi
5145,dohani,kapilbastu,almani prA vi madarasa dohani
5146,sammarimai,rupandehi,almdarastul islamiya najmulhoda
5147,ghorahi-14 dang,dang,alpha english boarding vi
5148,rajapur,bardiya,alpine academy
5149,sitapur,banke,amar mA vi gautambasti khajura banke
5150,rambha,palpa,amar A vi
5151,panini-6 dhatibang,arghakhanchi,amar A vi
5152,panini-5 maidan,arghakhanchi,amar A vi
5153,phoshran,palpa,amar bhagawati A vi
5154,basantapokhari,gulmi,amar deep A vi
5155,tulsipur,dang,amar ebs
5156,bairagnath,nawalparasi,amar jyoti A vi
5157,khajana,rupandehi,amar jyoti boarding vi
5158,mahat tola,gulmi,amar jyoti ebs
5159,gaidahawa-2,rupandehi,amar jyoti ebs
5160,nankaupur,banke,amar jyoti mA vi nankaupur
5161,jamuni,bardiya,amar jyoti mA vi sitapur
5162,krishnanagar,kapilbastu,amar jyoti prA vi
5163,girichaur,pyuthan,amar jyoti prA vi
5164,dhabachaur,pyuthan,amar jyoti prA vi
5165,rangbhang,pyuthan,amar jyoti prA vi rangbang
5166,rainadevi chhahara gaunpalika,palpa,amar kalika prA vi
5167,urahari,dang,amar mA vi urahari
5168,tansen municipality,palpa,amar prA vi
5169,tinau gaunpalika,palpa,amar prA vi
5170,amarpokhri,arghakhanchi,amar prA vi chhatradev
5171,baluwa,pyuthan,amar prA vi
5172,materiya,bardiya,amar sahid dasharath chand A vi
5173,jhulhunetakura,rolpa,amar satya prA vi
5174,malika,gulmi,amar mA vi
5175,butwal-19 manoharapur,rupandehi,amar mA vi
5176,upalla bhingri,pyuthan,amar mA vi
5177,chuja,pyuthan,amar mA vi chunja pyuthan
5178,rajapur,bardiya,amar shahid shree dasharath chand vi rajapur
5179,khaireni,bardiya,amar shahid shree dasharath chand mA vi
5180,jhimruk rm,pyuthan,amar singh mA vi
5181,amarai,arghakhanchi,amarawoti A vi
5182,nuifutwa,kapilbastu,amarjyoti english boarding vi
5183,rambha gaunpalika,palpa,amarjyoti english vi
5184,baijanath,banke,amarjyoti prA vi
5185,amarpur,gulmi,amarpur omprasad gautam mA vi
5186,"bardaghat-02,aambas",nawalparasi,ambas prA vi
5187,khajurarm,banke,ambemata prA vi buddhapur
5188,ambapur,dang,ambeshori mA vi ambapur
5189,swargadwari municipality 1rum  kochibang (ruma),pyuthan,ambeswari prA vi ruma
5190,lalitpur,nawalparasi,ambika english boarding vi
5191,phopli,pyuthan,ambika mA vi
5192,harnok,dang,ambika mA vi harnok
5193,kaligandaki rural municipality chhap,gulmi,ambika prA vi
5194,belghari,dang,ambikeshwori A vi belghari
5195,amuwa,dang,ambikeshwori A vi amuwa
5196,sarra,dang,ambikeshwori sikshya sadan
5197,arjun chautara,arghakhanchi,ambot prA vi
5198,mahuwa,kapilbastu,amitabh aA viidyalay
5199,tulsipur,dang,amrit academy vi
5200,shantinagar,dang,amrit bidhya mandir mA vi prA li
5201,janaipunge,pyuthan,amrit jeevan mA vi
5202,kalahansa,banke,amrit prA vi kalahansa
5203,rambha gaunpalika,palpa,amrit public mA vi
5204,jahadi,kapilbastu,anabarul ulum madrassa
5205,bhalawari,kapilbastu,anabarululum surahaniya madrassa
5206,bardaghat,nawalparasi,anand A vi
5207,madhuwan,bardiya,ananda A vi ratamate
5208,chhoamauli,kapilbastu,ananda babike
5209,krishnabari,palpa,ananda niketan vidyashram
5210,ghositole,banke,anathalaya gausiya ebs
5211,janaki,banke,anaware mustafa sahadatpur
5212,daunne devi-1,nawalparasi,anawarul olum madarasa
5213,yasodhara,kapilbastu,anbaru olum madrassa
5214,ligha,pyuthan,andhanasak mA vi
5215,gharbaritole,banke,angels vi gharbari tole
5216,yashodhara,kapilbastu,aniruddha public mA vi
5217,"baluwatar-18, ghorahi, dang",dang,annapurna aawasiya mA vidhayalaya
5218,"naubahini rural municipality -4,jhundi pyuthan",pyuthan,annapurna balu prA vi
5219,sunwal,nawalparasi,annapurna english medium mA vi
5220,butwal,rupandehi,annapurna mA vi
5221,bhumikasthan ratamata,arghakhanchi,annapurna mA vi
5222,h gaun,banke,annapurna vidhya niketan
5223,nisdi gaunpalika,palpa,anshu barma mA vi
5224,jayanagar,bardiya,anshubarma mA vi
5225,badhidamar,arghakhanchi,ansubarma adha vi
5226,ghorahi tosh,dang,antarastriya yuba barsha mA vi
5227,banganga,kapilbastu,antarastriya yuwa barsa A vi
5228,suddhodhan,kapilbastu,anup A vi belbhariya
5229,"pratappur, kathahwa",nawalparasi,apex ebs kathahwa
5230,kapilvastu municipality,kapilbastu,apex english boarding vi
5231,tilottama,rupandehi,apex mA vi
5232,suryapura,rupandehi,apolo public vi
5233,khajura,banke,apostal academy
5234,sammarimai,rupandehi,arabia darusslam safiya mudila madrassa
