school_id,Potential_School_Name,Potential_School_Name_transliterated,Potential_District_Name,Potential_District_Name_transliterated,Matched_District_Name,Assigned_District_Name
19088,गोर्खे प्रा वि,gorkhe prA vi,इलाम,ilama,ilama,ilama
19089,सप्तकाली प्रा वि,saptakAlI prA vi,इलाम,ilama,ilama,ilama
19090,बौद्धधाम मा वि,bauddhadhAma mA vi,इलाम,ilama,ilama,ilama
19091,ज्योती नि मा विा वि,jyotI ni mA viA vi,इलाम,ilama,ilama,ilama
19092,बालमन्दिर आ वि,bAlamandira A vi,इलाम,ilama,ilama,ilama
19093,रत्नमाई प्रा वि,ratnamAI prA vi,इलाम,ilama,ilama,ilama
19094,भानुभक्त मा वि,bhAnubhakta mA vi,इलाम,ilama,ilama,ilama
19095,गम्भिर पोखरी आ वि,gambhira pokharI A vi,इलाम,ilama,ilama,ilama
19096,युवावर्ष मा वि,yuvAvarSha mA vi,इलाम,ilama,ilama,ilama
19097,गंगादेवी प्रा वि,gaMgAdevI prA vi,इलाम,ilama,ilama,ilama
19098,राष्टि्रय नि मा विा वि,rAShTiraya ni mA viA vi,इलाम,ilama,ilama,ilama
19099,शान्त आ वि,shAnta A vi,इलाम,ilama,ilama,ilama
19100,सागर आ वि,sAgara A vi,इलाम,ilama,ilama,ilama
19101,छाँया देवी मा वि,ChA.NyA devI mA vi,इलाम,ilama,ilama,ilama
19102,भानु मा वि,bhAnu mA vi,इलाम,ilama,ilama,ilama
19103,रत्न सुधार आ वि,ratna sudhAra A vi,इलाम,ilama,ilama,ilama
19104,वरबोटे आ वि,varaboTe A vi,इलाम,ilama,ilama,ilama
19105,सिंह बसन्तदेवी आ वि,siMha basantadevI A vi,इलामा,ilama,ilama,ilama
19106,चन्द्रोदय प्रा वि,chandrodaya prA vi,इलाम,ilama,ilama,ilama
19107,शिशुसेवा आ वि,shishusevA A vi,इलाम,ilama,ilama,ilama
19108,शशी मा वि,shashI mA vi,इलाम,ilama,ilama,ilama
19109,गुफा आ वि,guphA A vi,इलाम,ilama,ilama,ilama
19110,त्रिभुवन आ वि,tribhuvana A vi,इलाम,ilama,ilama,ilama
19111,धार्नेखोप आ वि,dhArnekhopa A vi,इलाम,ilama,ilama,ilama
19112,पूर्वक्षितिज प्रा वि,pUrvakShitija prA vi,इलाम,ilama,ilama,ilama
19113,चन्द्रकला आ वि,chandrakalA A vi,इलाम,ilama,ilama,ilama
19114,जनकल्याण्ा प्रा वि,janakalyANA prA vi,इलाम,ilama,ilama,ilama
19115,पंचकन्या नि मा विा वि,paMchakanyA ni mA viA vi,इलाम,ilama,ilama,ilama
19116,जनकल्याण आ वि,janakalyANa A vi,इलाम,ilama,ilama,ilama
19117,जनकल्याण्ा प्रा वि,janakalyANA prA vi,इलाम,ilama,ilama,ilama
19118,अम्लिसे भन्ज्याङ्ग आ वि,amlise bhanjyA~Nga A vi,इलाम,ilama,ilama,ilama
19119,दशनीमाई राष्ट्रिय प्रा वि,dashanImAI rAShTriya prA vi,सप्तरी,saptari,saptari,saptari
19120,देउराली आ वि,deurAlI A vi,इलाम,ilama,ilama,ilama
19121,पद्म प्रा वि,padma prA vi,इलाम,ilama,ilama,ilama
19122,सरस्वती मा वि,sarasvatI mA vi,इलाम,ilama,ilama,ilama
19123,मौजे जनता प्रा वि,mauje janatA prA vi,सिरहा,siraha,siraha,siraha
19124,चन्द्रोदय आ वि,chandrodaya A vi,इलाम,ilama,ilama,ilama
19125,राष्ट्रिय आ वि,rAShTriya A vi,इलाम,ilama,ilama,ilama
19126,महेन्द्र प्रा वि,mahendra prA vi,इलाम,ilama,ilama,ilama
19127,भानुदय प्रा विमंगलबारे इलाम,bhAnudaya prA vimaMgalabAre ilAma,इलाम,ilama,ilama,ilama
19128,विद्योदय प्रा वि,vidyodaya prA vi,इलाम,ilama,ilama,ilama
19129,सरस्वती नि मा विा वि,sarasvatI ni mA viA vi,इलाम,ilama,ilama,ilama
19130,लक्ष्मी आदर्श नि मा विा वि,lakShmI Adarsha ni mA viA vi,इलाम,ilama,ilama,ilama
19131,सहवीर प्रा वि,sahavIra prA vi,इलाम,ilama,ilama,ilama
19132,राष्ट्रिय आ वि,rAShTriya A vi,इलाम,ilama,ilama,ilama
19133,किसान जनहित आ वि,kisAna janahita A vi,इलाम,ilama,ilama,ilama
19134,लक्ष्मीभवन प्रा विदानावारी इलाम,lakShmIbhavana prA vidAnAvArI ilAma,इलाम,ilama,ilama,ilama
19135,सिंहदेवी प्रा वि,siMhadevI prA vi,इलाम,ilama,ilama,ilama
19136,सरस्वती मा वि,sarasvatI mA vi,इलाम,ilama,ilama,ilama
19137,श्री सिंहदेवी मा वि,shrI siMhadevI mA vi,इलाम,ilama,ilama,ilama
19138,सार्वजानिक प्रा वि,sArvajAnika prA vi,इलाम,ilama,ilama,ilama
19139,महेन्द्ररत्न प्रा वि,mahendraratna prA vi,इलाम,ilama,ilama,ilama
19140,शारदा आ वि,shAradA A vi,इलाम,ilama,ilama,ilama
19141,सरस्वती निवास नि मा विा वि,sarasvatI nivAsa ni mA viA vi,इलाम,ilama,ilama,ilama
19142,साम्बु प्रा वि,sAmbu prA vi,साम्बु,sambu,solukhumbu,solukhumbu
19143,विद्या आ वि,vidyA A vi,इलाम,ilama,ilama,ilama
19144,जनता नि मा विा वि,janatA ni mA viA vi,इलाम,ilama,ilama,ilama
19145,दियालो प्रा वि,diyAlo prA vi,इलाम,ilama,ilama,ilama
19146,सिंहदेवी प्रा वि,siMhadevI prA vi,इलाम,ilama,ilama,ilama
19147,विजुवा डांडा प्रा वि,vijuvA DAMDA prA vi,इलाम,ilama,ilama,ilama
19148,सिंहदेवी प्रा वि,siMhadevI prA vi,इलाम,ilama,ilama,ilama
19149,बालविकास आ वि,bAlavikAsa A vi,इलाम,ilama,ilama,ilama
19150,राष्ट्रिय आ वि,rAShTriya A vi,इलाम,ilama,ilama,ilama
19151,सावित्रादेवी प्रा वि,sAvitrAdevI prA vi,इलाम,ilama,ilama,ilama
19152,चन्द्रसूर्य प्रा वि,chandrasUrya prA vi,इलाम,ilama,ilama,ilama
19153,कालिका आ वि,kAlikA A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
19154,जलेश्वरी आ वि,jaleshvarI A vi,इलाम,ilama,ilama,ilama
19155,जन्ज्योती प्रा वि,janjyotI prA vi,इलाम,ilama,ilama,ilama
19156,शिरिसे मा वि,shirise mA vi,ईलाम,ilama,ilama,ilama
19157,फाकफोक आ वि,phAkaphoka A vi,इलाम,ilama,ilama,ilama
19158,भानुदय आ वि,bhAnudaya A vi,इलाम,ilama,ilama,ilama
19159,भगवती प्रा वि,bhagavatI prA vi,इलाम,ilama,ilama,ilama
19160,राष्ट्रिय आ वि,rAShTriya A vi,इलाम,ilama,ilama,ilama
19161,कालीका प्रा वि,kAlIkA prA vi,इलाम,ilama,ilama,ilama
19162,विजय आ वि,vijaya A vi,इलाम,ilama,ilama,ilama
19163,कालिका देवी आ वि,kAlikA devI A vi,इलाम,ilama,ilama,ilama
19164,पदम आ वि,padama A vi,इलाम,ilama,ilama,ilama
19165,जनचेतना प्रा वि,janachetanA prA vi,मोरङ,mora~na,mora~na,mora~na
19166,मैनावरी प्रा वि,mainAvarI prA vi,मोरङ,mora~na,mora~na,mora~na
19167,चुलीवन प्रा वि,chulIvana prA vi,धनकुटा,dhanakuta,dhanakuta,dhanakuta
19168,रानी आ वि,rAnI A vi,मोरङ,mora~na,mora~na,mora~na
19169,दुर्गा प्रा वि,durgA prA vi,मोरङ,mora~na,mora~na,mora~na
19170,झिलझिले नि मा विा वि,jhilajhile ni mA viA vi,गोरखा,gorakha,gorakha,gorakha
19171,विधोदय प्रा वि,vidhodaya prA vi,झापा,jhapa,jhapa,jhapa
19172,बालकल्याण्ा नि मा विा वि,bAlakalyANA ni mA viA vi,झापा,jhapa,jhapa,jhapa
19173,झरना प्रा वि,jharanA prA vi,झापा,jhapa,jhapa,jhapa
19174,बाल सेवा आ वि,bAla sevA A vi,झापा,jhapa,jhapa,jhapa
19175,महमाई आ वि,mahamAI A vi,ईलाम,ilama,ilama,ilama
19176,विद्या प्रा वि,vidyA prA vi,इलाम,ilama,ilama,ilama
19177,नि मा विा वि,ni mA viA vi,धनुषा,dhanusha,dhanusha,dhanusha
19178,धनुवास कालिका आ वि,dhanuvAsa kAlikA A vi,कास्की,kaski,kaski,kaski
19179,मा वि,mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19180,आ वि,A vi,सिरहा,siraha,siraha,siraha
19181,श्री मा वि,shrI mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19182,मा वि,mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19183,आ वि,A vi,सिरहा,siraha,siraha,siraha
19184,विराट आ वि,virATa A vi,मोरङ,mora~na,mora~na,mora~na
19185,तुलसीराम सत्यभामा डोटेल मा वि,tulasIrAma satyabhAmA DoTela mA vi,सिरहा,siraha,siraha,siraha
19186,वर्रे मा वि,varre mA vi,उदयपुर,udayapura,udayapura,udayapura
19187,ज्ञान ज्योती मा वि,j~nAna jyotI mA vi,नुवाकोट,nuvakota,nuvakota,nuvakota
19188,सरस्वती मा वि,sarasvatI mA vi,सिरहा,siraha,siraha,siraha
19189,सरस्वती नि मा विा वि,sarasvatI ni mA viA vi,उदयपुर,udayapura,udayapura,udayapura
19190,कल्याण्ापुर नि मा विा वि,kalyANApura ni mA viA vi,उदयपुर,udayapura,udayapura,udayapura
19191,श्री प्रा वि,shrI prA vi,उदयपुर,udayapura,udayapura,udayapura
19192,रसुवा मा वि,rasuvA mA vi,उदयपुर,udayapura,udayapura,udayapura
19193,पंचावती मा वि,paMchAvatI mA vi,उदयपुर,udayapura,udayapura,udayapura
19194,जनता मा वि,janatA mA vi,उदयपुर,udayapura,udayapura,udayapura
19195,जनता आर्दश नि मा विा वि,janatA Ardasha ni mA viA vi,उदयपुर,udayapura,udayapura,udayapura
19196,कालिका प्रा वि,kAlikA prA vi,उदयपुर,udayapura,udayapura,udayapura
19197,जनता राष्टिय आ वि,janatA rAShTiya A vi,धनुषा,dhanusha,dhanusha,dhanusha
19198,क्या पर्शुराम पद्मा राई मा वि,kyA parshurAma padmA rAI mA vi,उदयपुर,udayapura,udayapura,udayapura
19199,नि मा विा वि,ni mA viA vi,फत्तेपुर,phattepura,bhaktapura,bhaktapura
19200,राष्ट्रिय प्रा वि,rAShTriya prA vi,सप्तरी,saptari,saptari,saptari
19201,रा आ वि,rA A vi,धनुषा,dhanusha,dhanusha,dhanusha
19202,प्रा वि,prA vi,धनुषा,dhanusha,dhanusha,dhanusha
19203,सिताराम मा वि,sitArAma mA vi,काठमाडौ,kathamadau,kathamadaum,kathamadaum
19204,मिथिला विहारी रा प्रा वि,mithilA vihArI rA prA vi,धनुषा,dhanusha,dhanusha,dhanusha
19205,राम जनकी मा वि,rAma janakI mA vi,वर्दिया,vardiya,bardiya,bardiya
19206,धारीपाटा मा वि,dhArIpATA mA vi,दार्चुला,darchula,darchula,darchula
19207,भुमिराज प्रा वि,bhumirAja prA vi,दार्चुला,darchula,darchula,darchula
19208,वागेशवरी प्रा वि,vAgeshavarI prA vi,दार्चुला,darchula,darchula,darchula
19209,गौरीलमाण्डौ मा वि,gaurIlamANDau mA vi,दार्चुला,darchula,darchula,darchula
19210,लाम्वगर नि मा विा वि,lAmvagara ni mA viA vi,दार्चुला,darchula,darchula,darchula
19211,मा वि,mA vi,दाङ,da~na,da~nga,da~nga
19212,जानकी उ मा वि,jAnakI u mA vi,कपिलबस्तु,kapilabastu,kapilavastu,kapilavastu
19213,जनता मा वि,janatA mA vi,दाङ,da~na,da~nga,da~nga
19214,सरस्वती नि मा विा वि,sarasvatI ni mA viA vi,दाङ,da~na,da~nga,da~nga
19215,मा वि,mA vi,दाङ,da~na,da~nga,da~nga
19216,सरस्वती आ वि,sarasvatI A vi,इलाम,ilama,ilama,ilama
19217,बराह प्रा वि,barAha prA vi,दाङ,da~na,da~nga,da~nga
19218,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19219,नि मा विाव तुपु धनौरी दाङ,ni mA viAva tupu dhanaurI dA~Na,दाङ,da~na,da~nga,da~nga
19220,सोमई प्रा वि,somaI prA vi,दाङ,da~na,da~nga,da~nga
19221,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19222,नेरा प्रा वि,nerA prA vi,दाङ,da~na,da~nga,da~nga
19223,नि मा विा वि,ni mA viA vi,दाङ,da~na,da~nga,da~nga
19224,शुधा शाह आ वि,shudhA shAha A vi,दाङ,da~na,da~nga,da~nga
19225,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19226,चन्द्रदीपक मा वि,chandradIpaka mA vi,जाजरकोट,jajarakota,jajarakota,jajarakota
19227,हिमालय नबदेव प्रा वि,himAlaya nabadeva prA vi,जाजरकोट,jajarakota,jajarakota,jajarakota
19228,जनता प्रा वि,janatA prA vi,पाल्पा,palpa,palpa,palpa
19229,जनज्योति प्रा वि,janajyoti prA vi,गुल्मी,gulmi,gulmi,gulmi
19230,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19231,प्रा विहारिचार दाङ,prA vihArichAra dA~Na,दाङ,da~na,da~nga,da~nga
19232,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19233,मंयलेश्वर आ वि,maMyaleshvara A vi,डोटी,doti,doti,doti
19234,जनप्रभात नि मा विा वि,janaprabhAta ni mA viA vi,कैलाली,kailali,kailali,kailali
19235,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19236,नमुना प्रा वि,namunA prA vi,दाङ,da~na,da~nga,da~nga
19237,पातुवन प्रा वि,pAtuvana prA vi,दाङ,da~na,da~nga,da~nga
19238,मा वि,mA vi,दाङ,da~na,da~nga,da~nga
19239,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
19240,गिठेपानी प्रा वि,giThepAnI prA vi,दाङ,da~na,da~nga,da~nga
19241,फौदसिहं जनता मा वि,phaudasihaM janatA mA vi,सर्लाही,sarlahi,sarlahi,sarlahi
19242,राम प्रसाद मा वि,rAma prasAda mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19243,माता पबित्रा देबी सांगवेद संस्कृत आ वि,mAtA pabitrA debI sAMgaveda saMskRRita A vi,दाङ,da~na,da~nga,da~nga
19244,पभेरा प्रा वि,pabherA prA vi,रोल्पा,rolpa,rolpa,rolpa
19245,नेपाल राष्ट्रिय आ वि,nepAla rAShTriya A vi,दाङ,da~na,da~nga,da~nga
19246,बागेश्वरी मा वि,bAgeshvarI mA vi,रोल्पा,rolpa,rolpa,rolpa
19247,मदन आश्रित नि मा विा विसबैल धनुषा,madana Ashrita ni mA viA visabaila dhanuShA,धनुषा,dhanusha,dhanusha,dhanusha
19248,प्रा वि,prA vi,रौतहट,rautahata,rautahata,rautahata
19249,बालकल्याण्ा प्रा वि,bAlakalyANA prA vi,रोल्पा,rolpa,rolpa,rolpa
19250,शिव मा वि,shiva mA vi,रोल्पा,rolpa,rolpa,rolpa
19251,सरयू रात्री प्रा वि,sarayU rAtrI prA vi,दाङ,da~na,da~nga,da~nga
19252,शिवालय प्रा वि,shivAlaya prA vi,रोल्पा,rolpa,rolpa,rolpa
19253,ज्योति प्रा वि,jyoti prA vi,रोल्पा,rolpa,rolpa,rolpa
19254,मा वि,mA vi,दाङ,da~na,da~nga,da~nga
19255,विध्यामन्दिर प्रा वि,vidhyAmandira prA vi,रोल्पा,rolpa,rolpa,rolpa
19256,पित्तराज नि मा विा वि,pittarAja ni mA viA vi,रोल्पा,rolpa,rolpa,rolpa
19257,सरस्वती प्रा वि,sarasvatI prA vi,रोल्पा,rolpa,rolpa,rolpa
19258,महेन्द्र सरस्वती सेेवा आ वि,mahendra sarasvatI seevA A vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
19259,राष्टिय नि मा विा वि,rAShTiya ni mA viA vi,रोल्पा,rolpa,rolpa,rolpa
19260,सरस्वती प्रा वि,sarasvatI prA vi,रोल्पा,rolpa,rolpa,rolpa
19261,वुद्धिविकास प्रा वि,vuddhivikAsa prA vi,रोल्पा,rolpa,rolpa,rolpa
19262,त्रिवेणी मा वि,triveNI mA vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
19263,जनचेतना प्रा वि,janachetanA prA vi,रोल्पा,rolpa,rolpa,rolpa
19264,सल्लाहधारी प्रा वि,sallAhadhArI prA vi,रोल्पा,rolpa,rolpa,rolpa
19265,सरस्वती मा वि,sarasvatI mA vi,रोल्पा,rolpa,rolpa,rolpa
19266,भानु नि मा विा वि,bhAnu ni mA viA vi,रोल्पा,rolpa,rolpa,rolpa
19267,वाधेश्वरी प्रा वि,vAdheshvarI prA vi,रोल्पा,rolpa,rolpa,rolpa
19268,विश्वामित्र प्रा वि,vishvAmitra prA vi,रोल्पा,rolpa,rolpa,rolpa
19269,चतुर्भज प्रा वि,chaturbhaja prA vi,रोल्पा,rolpa,rolpa,rolpa
19270,वालज्योती प्रा वि,vAlajyotI prA vi,रोल्पा,rolpa,rolpa,rolpa
19271,जनजागृति मा वि,janajAgRRiti mA vi,दोलखा,dolakha,dolakha,dolakha
19272,बालबोध आ वि,bAlabodha A vi,रोल्पा,rolpa,rolpa,rolpa
19273,जनसेवक प्रा वि,janasevaka prA vi,रोल्पा,rolpa,rolpa,rolpa
19274,जीबन ज्योति प्रा वि,jIbana jyoti prA vi,रोल्पा,rolpa,rolpa,rolpa
19275,जनता प्रा वि,janatA prA vi,रोल्पा,rolpa,rolpa,rolpa
19276,जनजागृती प्रा वि,janajAgRRitI prA vi,रोल्पा,rolpa,rolpa,rolpa
19277,घण्टेश्वर उ मा वि,ghaNTeshvara u mA vi,डोटी,doti,doti,doti
19278,सवडी आ वि,savaDI A vi,डोटी,doti,doti,doti
19279,कालिका आ वि,kAlikA A vi,कैलाली,kailali,kailali,kailali
19280,धान्याचल महायज्ञ मा वि,dhAnyAchala mahAyaj~na mA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
19281,गिरिचौका नि मा विा वि,girichaukA ni mA viA vi,डोटी,doti,doti,doti
19282,नृभूश्वरी आ वि,nRRibhUshvarI A vi,डोटी,doti,doti,doti
19283,गंगोरि प्रा वि,gaMgori prA vi,डोटी,doti,doti,doti
19284,कलापतेश्वर आ वि,kalApateshvara A vi,डोटी,doti,doti,doti
19285,शंकर आ वि,shaMkara A vi,कैलाली,kailali,kailali,kailali
19286,बेलघारी प्रा वि,belaghArI prA vi,पाल्पा,palpa,palpa,palpa
19287,हिमालय नि मा विा वि,himAlaya ni mA viA vi,पाल्पा,palpa,palpa,palpa
19288,श्री कमलादेवी प्रा वि,shrI kamalAdevI prA vi,पाल्पा,palpa,palpa,palpa
19289,जनकल्याण प्रा वि,janakalyANa prA vi,पाल्पा,palpa,palpa,palpa
19290,सुनपाल नि मा विा वि,sunapAla ni mA viA vi,कैलाली,kailali,kailali,kailali
19291,महाकाली मा वि,mahAkAlI mA vi,डोटी,doti,doti,doti
19292,साउटीमाण्डौ प्रा वि,sAuTImANDau prA vi,डोटी,doti,doti,doti
19293,बालज्योति मा वि,bAlajyoti mA vi,कैलाली,kailali,kailali,kailali
19294,जनता नमूना मा वि,janatA namUnA mA vi,कैलाली,kailali,kailali,kailali
19295,भुमिशाला आ वि,bhumishAlA A vi,पाल्पा,palpa,palpa,palpa
19296,कझानमा वि,kajhAnamA vi,धनुषा,dhanusha,dhanusha,dhanusha
19297,श्री ताल्तुङ् नि मा विा वि,shrI tAltu~N ni mA viA vi,पाल्पा,palpa,palpa,palpa
19298,दुर्गा आ वि,durgA A vi,डोटी,doti,doti,doti
19299,दुर्गा मा वि,durgA mA vi,डोटी,doti,doti,doti
19300,सिद्धार्थ प्रा वि,siddhArtha prA vi,रुपन्देही,rupandehi,rupandehi,rupandehi
19301,कालिका बालबिकास मा वि,kAlikA bAlabikAsa mA vi,खोटाङ,khota~na,khota~na,khota~na
19302,रा प्रा वि,rA prA vi,धनुषा,dhanusha,dhanusha,dhanusha
19303,सरस्वती मा वि,sarasvatI mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19304,श्री राजापानी आ वि,shrI rAjApAnI A vi,पाल्पा,palpa,palpa,palpa
19305,जनता मा वि,janatA mA vi,पाल्पा,palpa,palpa,palpa
19306,भाङबारी प्रा वि,bhA~NabArI prA vi,पाल्पा,palpa,palpa,palpa
19307,श्री जल्पा प्रा वि,shrI jalpA prA vi,पाल्पा,palpa,palpa,palpa
19308,साहारा देवी नमूना प्रा वि,sAhArA devI namUnA prA vi,पाल्पा,palpa,palpa,palpa
19309,राधाकृष्ण प्रा वि,rAdhAkRRiShNa prA vi,पाल्पा,palpa,palpa,palpa
19310,श्री झिरुवास प्रा वि,shrI jhiruvAsa prA vi,पाल्पा,palpa,palpa,palpa
19311,लक्ष्मी मा वि,lakShmI mA vi,पाल्पा,palpa,palpa,palpa
19312,नेपाल राष्टि्रय प्रा वि,nepAla rAShTiraya prA vi,बारा,bara,bara,bara
19313,नेपाल राष्टिय प्रा वि,nepAla rAShTiya prA vi,पर्सा,parsa,parsa,parsa
19314,प्रा वि,prA vi,रौतहट,rautahata,rautahata,rautahata
19315,टङगाल मा वि,Ta~NagAla mA vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
19316,कृष्णा प्रा वि,kRRiShNA prA vi,पाल्पा,palpa,palpa,palpa
19317,मा वि,mA vi,रौतहट,rautahata,rautahata,rautahata
19318,बालज्योति प्रा वि,bAlajyoti prA vi,पाल्पा,palpa,palpa,palpa
19319,सीताराम मा वि,sItArAma mA vi,पाल्पा,palpa,palpa,palpa
19320,शान्ति प्रा वि,shAnti prA vi,पाल्पा,palpa,palpa,palpa
19321,शंकर आ वि,shaMkara A vi,पाल्पा,palpa,palpa,palpa
19322,बालहित प्रा वि,bAlahita prA vi,पाल्पा,palpa,palpa,palpa
19323,बाईसीदेवी प्रा वि,bAIsIdevI prA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
19324,भगवती प्रा वि,bhagavatI prA vi,पाल्पा,palpa,palpa,palpa
19325,नेर्पा प्रा वि,nerpA prA vi,खोटाङ,khota~na,khota~na,khota~na
19326,श्री मा वि,shrI mA vi,रौतहट,rautahata,rautahata,rautahata
19327,नेरा आ वि,nerA A vi,पर्सा,parsa,parsa,parsa
19328,नेरामा वि,nerAmA vi,पर्सा,parsa,parsa,parsa
19329,शारदा मा वि,shAradA mA vi,डोटी,doti,doti,doti
19330,बालबिकाश नि मा विा वि,bAlabikAsha ni mA viA vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
19331,रुद्रमाण्िा प्रा वि,rudramANiA prA vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
19332,रोमाल प्रा वि,romAla prA vi,मुगु,mugu,mugu,mugu
19333,दिपेन्द्र मा वि,dipendra mA vi,जाजरकोट,jajarakota,jajarakota,jajarakota
19334,शिवदुर्गा नि मा विा वि,shivadurgA ni mA viA vi,बर्दिया,bardiya,bardiya,bardiya
19335,प्रा वि,prA vi,बर्दिया,bardiya,bardiya,bardiya
19336,शंकर आ वि,shaMkara A vi,रुपन्देही,rupandehi,rupandehi,rupandehi
19337,कालिका नि मा विा वि,kAlikA ni mA viA vi,कालिकोट,kalikota,kalikota,kalikota
19338,भिमहरी आ वि,bhimaharI A vi,कालिकोट,kalikota,kalikota,kalikota
19339,मोतीराम मा वि,motIrAma mA vi,कालिकोट,kalikota,kalikota,kalikota
19340,हिमालय प्रा वि,himAlaya prA vi,कालिकोट,kalikota,kalikota,kalikota
19341,सुन्दर आ वि,sundara A vi,कालिकोट,kalikota,kalikota,kalikota
19342,डापर्ऽे नि मा विा वि,DApar.ae ni mA viA vi,कालिकोट,kalikota,kalikota,kalikota
19343,मा वि,mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19344,बडिमालिका उ मा वि,baDimAlikA u mA vi,कालीकोट,kalikota,kalikota,kalikota
19345,माडुगडा प्रा वि,mADugaDA prA vi,कालिकोट,kalikota,kalikota,kalikota
19346,नेपाल राष्टि्रय नि मा विा वि,nepAla rAShTiraya ni mA viA vi,बारा,bara,bara,bara
19347,जनता आ वि,janatA A vi,धनुषा,dhanusha,dhanusha,dhanusha
19348,ल च उ मा वि,la cha u mA vi,महोत्तरी,mahottari,mahottari,mahottari
19349,जनसुधार आ वि,janasudhAra A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19350,जनशिक्षा प्रा वि,janashikShA prA vi,गुल्मी,gulmi,gulmi,gulmi
19351,जन जागृति आ वि,jana jAgRRiti A vi,रुपन्देही,rupandehi,rupandehi,rupandehi
19352,मा वि,mA vi,धनुषा,dhanusha,dhanusha,dhanusha
19353,ढढल्को नि मा विा वि,DhaDhalko ni mA viA vi,गुल्मी,gulmi,gulmi,gulmi
19354,रानीपाेखरी आ वि,rAnIpAekharI A vi,गुल्मी,gulmi,gulmi,gulmi
19355,हेराभवन प्रा वि,herAbhavana prA vi,गुल्मी,gulmi,gulmi,gulmi
19356,आनन्दपुर मा वि,Anandapura mA vi,गुल्मी,gulmi,gulmi,gulmi
19357,ठाडढुुङ्गा मा वि,ThADaDhuu~NgA mA vi,गुल्मी,gulmi,gulmi,gulmi
19358,साधाना महिला मा वि,sAdhAnA mahilA mA vi,बुटवल,butavala,bagalu~na,bagalu~na
19359,कूपकन्या मा वि,kUpakanyA mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19360,घुम्ति आ वि,ghumti A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19361,हैवुङ महादेवस्थान मा वि,haivu~Na mahAdevasthAna mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19362,गणेश आ वि,gaNesha A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19363,टिमुर खर्क मा वि,Timura kharka mA vi,वि,vi,doti,doti
19364,प्रगति नि मा विा वि,pragati ni mA viA vi,रुपन्देही,rupandehi,rupandehi,rupandehi
19365,जनदीप मा वि,janadIpa mA vi,पाल्पा,palpa,palpa,palpa
19366,भीमा प्रा वि,bhImA prA vi,गुल्मी,gulmi,gulmi,gulmi
19367,कालिदेवी आ वि,kAlidevI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19368,सम्पदा मा वि,sampadA mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19369,पृथ्वी प्रा वि,pRRithvI prA vi,गुल्मी,gulmi,gulmi,gulmi
19370,सिन्धुपुरानागाउँ मा वि,sindhupurAnAgAu.N mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19371,चिलाउने समा वि,chilAune samA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19372,बाघभैरव प्रा वितौथली सिन्धुपाल्चोक,bAghabhairava prA vitauthalI sindhupAlchoka,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19373,जनता मा वि,janatA mA vi,सप्तरी,saptari,saptari,saptari
19374,मंगलामाई मा वि,maMgalAmAI mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
19375,नन्दा देवी आ वि,nandA devI A vi,कालिकोट,kalikota,kalikota,kalikota
19376,अमर आ वि,amara A vi,मानङ,mana~na,mana~na,mana~na
19377,लक्ष्मी मा वि,lakShmI mA vi,दाङ,da~na,da~nga,da~nga
19378,नि मा विा वि,ni mA viA vi,रोल्पा,rolpa,rolpa,rolpa
