school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
1270,15027,rashtriya a vi,rastriya a vi,sunsari,mahottari,2.5,"District: no match, School level: complete, Root name: complete"
1269,12811,jasakhani ma vi,jantarkhani ma vi,okhaldhunga,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1089,14972,rama ma vi,ram ma vi,dhankuta,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1219,15391,sarasvati pra vi,saraswati pra vi,dhankuta,rasuwa,2.5,"District: no match, School level: complete, Root name: complete"
1088,1718,bhanu pra vi,bhanu pra vi,ilam,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1492,72551,maheshvara pra vi,maheshwar a vi,bajhang,bajhang,2.5,"District: complete, School level: no match, Root name: complete"
1505,14909,radha krrishna ma vi,radha krishna ma vi,khotang,doti,2.5,"District: no match, School level: complete, Root name: complete"
1504,15851,shivaji pra vi,shiva pra vi,dhankuta,doti,2.5,"District: no match, School level: complete, Root name: complete"
1503,11511,durgamakshetra pra vi,durgamkshetra a vi,taplejung,taplejung,2.5,"District: complete, School level: no match, Root name: complete"
1046,17148,suryodaya ma vi,suryodaya ma vi,bhojpur,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1500,15388,sarasvati ma vi,saraswati ma vi,panchthar,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1048,1993,buddha ma vi,buddha ma vi,panchthar,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1498,14275,nepala ma vi,nepaltar ma vi,ilam,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1497,1368,balakalyana a vi,bal kalyan a vi,ilam,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1049,16536,shrrrijana pra vi,shrijanga pra vi,taplejung,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1491,15388,sarasvati ma vi,saraswati ma vi,panchthar,bajhang,2.5,"District: no match, School level: complete, Root name: complete"
1461,14606,pashupati a vi,pashupati a vi,dhankuta,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
1484,15025,rashtiya pra vi,rastriya ma vi,sunsari,sunsari,2.5,"District: complete, School level: no match, Root name: complete"
1483,15726,shamkara ma vi,shankar ma vi,tehrathum,dhanusha,2.5,"District: no match, School level: complete, Root name: complete"
1055,5984,buddhi vinoda pra vi,buddhi binod a vi,gulmi,gulmi,2.5,"District: complete, School level: no match, Root name: complete"
1480,72715,mashtamadaum a vi,mastamandu a vi,achham,doti,2.5,"District: no match, School level: complete, Root name: complete"
1059,13093,ka~nchanaja~nga pra vi,kanchanjangha a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
1060,1439,valabhadra pra vi,bala bhadra a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
1065,11065,chandeshvari ma vi,chandeshwori ma vi,bhojpur,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
1066,15245,salle pra vi,salleri pra vi,dhankuta,udayapur,2.5,"District: no match, School level: complete, Root name: complete"
1468,13673,mahakali pra vi,mahakal pra vi,khotang,taplejung,2.5,"District: no match, School level: complete, Root name: complete"
1510,21119,hanumana pra vi,hanuman pra vi,bara,doti,2.5,"District: no match, School level: complete, Root name: complete"
1511,71060,dumrakota pra vi,dumrakot a vi,doti,doti,2.5,"District: complete, School level: no match, Root name: complete"
1513,37105,sitarama ma vi,sitaram ma vi,kathmandu,bajhang,2.5,"District: no match, School level: complete, Root name: complete"
1032,14948,ra pra vi,ram pra vi,dhankuta,kailali,2.5,"District: no match, School level: complete, Root name: complete"
1552,1622,bhagavati pra vi,bhagawati a vi,taplejung,taplejung,2.5,"District: complete, School level: no match, Root name: complete"
1008,14132,namuna pra vi,namuna pra vi,solukhumbu,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
1549,13268,krrishna pra vi,krishna pra vi,panchthar,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
1009,12347,janajagrriti pra vi,jana jagriti pra vi,sunsari,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
1011,14782,namche pra vi,pra vi ramche,udayapur,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
1012,32759,janasahayoga pra vi,jana sahayog pra vi,kavrepalanchok,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1538,73314,rashtabhasha pra vi,rastra bhasha a vi,bajhang,bajhang,2.5,"District: complete, School level: no match, Root name: complete"
1536,72222,khapapradeva pra vi,khapar dev a vi,bajhang,bajhang,2.5,"District: complete, School level: no match, Root name: complete"
1534,62654,shahida gharmabhakta ma vi,sahid dharma bhakta ni ma vi,dailekh,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
1017,11494,durgadebi pra vi,durga devi pra vi,jhapa,doti,2.5,"District: no match, School level: complete, Root name: complete"
1532,51428,gagana pra vi,gagan pra vi,arghakhanchi,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
1531,72529,mahalakshmi pra vi,mahalaxmi pra vi,achham,doti,2.5,"District: no match, School level: complete, Root name: complete"
1529,72214,vairani pra vi,khairani pra vi,kailali,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
1025,179,a vi,a vi,sunsari,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1027,23344,pipalapokhara pra vi,pra vi pipara pokhariya,rautahat,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1525,12306,janata a vi,jana a vi,morang,saptari,2.5,"District: no match, School level: complete, Root name: complete"
1522,3600,balmiki a vi,balmiki a vi,bhaktapur,doti,2.5,"District: no match, School level: complete, Root name: complete"
1514,13169,kedara ma vi,kedar ma vi,solukhumbu,kalikot,2.5,"District: no match, School level: complete, Root name: complete"
1031,17298,tribhuvana pra vi,tribhuwan pra vi,ilam,kailali,2.5,"District: no match, School level: complete, Root name: complete"
1067,11890,harideva a vi,hari dev pra vi,morang,morang,2.5,"District: complete, School level: no match, Root name: complete"
1495,1363,balakalyana pra vi,bal kalyan pra vi,dhankuta,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
1449,15283,suyaudaya pra vi,samudaya pra vi,dhankuta,sankhuwasabha,2.5,"District: no match, School level: complete, Root name: complete"
1440,52827,lala a vi,lal a vi,arghakhanchi,morang,2.5,"District: no match, School level: complete, Root name: complete"
1434,14948,ra pra vi,ram pra vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1084,22761,nera a vi,ne ra a vi,parsa,mahottari,2.5,"District: no match, School level: complete, Root name: complete"
1073,44161,siddhababa pra vi,siddha baba pra vi,nawalpur,kailali,2.5,"District: no match, School level: complete, Root name: complete"
1458,72185,kedareshvara ma vi,kedareshwar a vi,doti,doti,2.5,"District: complete, School level: no match, Root name: complete"
1430,33241,kalikasthana ma vi,kalika sharan ma vi,kathmandu,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
1081,15808,kodari pokhari pra vi,shikari pokhari pra vi,bhojpur,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
1459,14183,najadurga pra vi,navadurga pra vi,okhaldhunga,doti,2.5,"District: no match, School level: complete, Root name: complete"
1445,3779,bhadrakali ma vi,bhadrakali ma vi,chitwan,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
1450,14952,ramajanaki pra vi,ram janaki a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
1435,15041,rashtriya pra vi,rastriya pra vi,ilam,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1077,34103,manikhela pra vi,manikhel a vi,lalitpur,lalitpur,2.5,"District: complete, School level: no match, Root name: complete"
1433,14948,ra pra vi,ram pra vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
1438,1326,balabalika pra vi,bal balika pra vi,sankhuwasabha,doti,2.5,"District: no match, School level: complete, Root name: complete"
1194,72069,kumalikota ma vi,kalikasthan ma vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1196,11403,digena pra vi,digen jana jyoti pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1930,56406,yuva svayam sevaka pra vi,yuwa swayamsewi pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1850,73281,sarashvati ni ma via vi,rajhupati pravi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1851,13918,mechi vidyodaya pra vi,mechi pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1991,33105,khadudebi pra vi,kali devi pra vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1853,13918,mechi vidyodaya pra vi,mechi pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1192,2238,rashtriya ni ma via vi,aditya english boarding vi,dhanusha,dhanusha,2.0,"District: complete, School level: complete, Root name: partial"
1190,7808,chapali ni ma via vi,chandeshwori basic level vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1021,12256,sa.njhapura pra vi,jalpa pra vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1929,22751,ne ra darli ma vi,ne ra a vi beldari,bara,gulmi,2.0,"District: no match, School level: no match, Root name: complete"
1030,5761,nerani ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1100,7561,bhashyamandau ma vi,bhawani sthan ma vi saingaun,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1101,122,sarasvati ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1102,122,janajyoti ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1986,2310,asarphi saha a vi,asarfi sah a vi janakpur,dhanusha,dhanusha,2.0,"District: complete, School level: complete, Root name: partial"
1182,1181,mamgalamaya ni ma via vi,anarmani a via,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1103,11108,phundruva a vi,chandrodaya a vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1181,72465,mahendrodaya ni ma via vi,maha laxmi aa bi,achham,achham,2.0,"District: complete, School level: complete, Root name: partial"
1931,31448,chyuri bhanjya~na pra vi,chiuri bhanjyang a vi,dhading,doti,2.0,"District: no match, School level: no match, Root name: complete"
1905,3430,pipalatara ni ma via vi,bal batika english boarding vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1200,15325,siddhakumari ni ma via vi,santi a via,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1845,12532,maivakhola ma vi,janakalyan ma vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1828,333,rama ni ma via vi,aastha mahila vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1086,3150,balamanorama ni ma via vi,amar kanti english boarding vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1213,52204,janajyoti pra viuju~na gulmi,janajyoti babike,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1090,5761,bhareka ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1095,13775,mahadeshvara pra vi,maheshwara a vi,ilam,doti,2.0,"District: no match, School level: no match, Root name: complete"
2006,3846,bhimamadeya ma vi,bhandara ma vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
2005,3230,rashtiya ni ma via vi,antyodaya janajati awasiya vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1943,3224,mohana ra pra vichitavana,annapurna shishu niketan,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1833,32609,vikasa ni ma via vi,jalpa devi a via,nuwakot,nuwakot,2.0,"District: complete, School level: complete, Root name: partial"
1834,33218,kevalapura pra vi,kalika pra vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1010,1868,virendrodaya ma vi,birendra jyoti ma vi,solukhumbu,solukhumbu,2.0,"District: complete, School level: complete, Root name: partial"
1936,333,nerani ma via vi,aastha mahila vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1085,51430,ranipokhari pra viarje gulmi,gahatera basic pra vil,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1013,5193,amaradipa pra vi,ambika pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1837,15049,ramasita shira vidda mandira pra vi,rastriya sarada pra vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1097,1181,tribhuvana ni ma via vi,anarmani a via,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1933,3230,pa~nchakanaya ni ma via vi,antyodaya janajati awasiya vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1016,55815,upallotamghasa ma vi,shree upallo tamghas ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1839,120,jvalamukhi ni ma via vi,aarambha vidya mandir,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1932,3418,bhairavapura ni ma via vi,baken bal batika vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1998,3662,samskrrita ma vi,baseri ma vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1842,11322,shridevi pra vi,devi pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1946,366,namuna rashtiya pra vi,adarsha pra vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1202,12909,shri jyaeti ma vi,jyoti ma vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1020,5609,bhairavapura pra vi,baraha pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1180,13269,shri sichai pra vi,krishna pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1980,35509,sahida bharata dhumgana smrriti a vi,sahid bharat dhungana memorial a vi,nuwakot,nuwakot,2.0,"District: complete, School level: complete, Root name: partial"
1034,7104,sarasvati ni ma via vi,araniko english medium boarding vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1137,166,sarashvati u ma vi,adarsha ma vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1951,333,vavasevaka ni ma via vi,aastha mahila vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1146,736,dhanagadhi namuna pra vidhika ma vi,adarsha namuna ma vi vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1050,5761,khadha ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1145,74010,jhime malika ma vi,shree jhime malika ma vi wayal,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1892,314,mahakaleshvari pra ni ma via vi,aadharshila pathshala english boarding vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1144,3418,ni ma via vi,baken bal batika vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1051,5761,sharada ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1142,76,adarsha ni ma via vi,aadarsh bal bikash academy,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1054,566,jivanoddhara ma vi,adarsha ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1076,3135,vala a vi,alphabet a vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1138,11781,yuva a vi,gufa a vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
1912,14398,pathariya u ma vi,pabitra ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1038,6965,chulimalika ma vi,himalaya ma vi,kalikot,kalikot,2.0,"District: complete, School level: complete, Root name: partial"
1135,11422,dipaka pra vi,dipendra pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1132,122,bamsabari ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1965,3641,dattatraya a vi,baradayani a vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1121,16208,lakshmi prasada devakota ma vi,shree laxmi prasad devkota ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1062,35433,ri~ngina pra vi,ringin a vi,lalitpur,dailekh,2.0,"District: no match, School level: no match, Root name: complete"
1072,5761,ne ra ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1907,31355,ni ma viarchoka ni ma via vi,chandra devia vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1955,387,chandi rashtiya a vi,a vi kanchan basti,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1906,31355,mahendrodaya kalika ni ma via vi,chandra devia vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1904,333,nabina ni ma via vi,aastha mahila vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1068,32,saradashiksha sadana ni ma via vi,aadarsh vidhya sadan,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1887,31675,doleshvara a vi,dhyola a vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1150,13245,shri pra vi,koshi pra vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1152,1181,simhadevi ni ma via vi,anarmani a via,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1883,13517,madananagara pra vi,madan nagar a vi,morang,rautahat,2.0,"District: no match, School level: no match, Root name: complete"
1178,7424,bhavani ekavathara pra vi,bhagawatisthan pra vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1039,51191,sitapura ni ma via vi,deurali ba bi k,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1070,52204,janajyoti pra vihadahade gulmi,janajyoti babike,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1979,37255,suryakunda pra vi,sundari pra vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1105,11422,dipaka pra vi,dipendra pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1868,70,shibaji ni ma via vi,shree brain light boarding vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1168,7408,bhageshvara pra vi,bhagawati pra vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1040,52204,janajyoti ni ma via viareva gulmi,janajyoti babike,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1166,7808,ganesha ni ma via vi,chandeshwori basic level vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1873,74010,phime malika ma vi,shree jhime malika ma vi wayal,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1165,13066,maiva khola u ma vi,kalikhola ni ma vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1041,55428,gvadi ma vi,shree gwadi ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1042,54228,pa~nchayana samskrrita ma vi,panchayan ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1877,15325,simhaddhakali ni ma via vi,santi a via,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1044,5761,thanapati ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1079,52603,kalika pra viarje gulmi,kalika bal bikas kendra,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1973,7308,lakshmi pra vi,bansghari pra vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1919,3230,shishu kalyana ni ma via vi,antyodaya janajati awasiya vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1827,1579,basu ma vi,basuki a vi,solukhumbu,bhaktapur,2.0,"District: no match, School level: no match, Root name: complete"
1881,11089,valama.nndira pra vi,chandra pra vi,dhankuta,dhankuta,2.0,"District: complete, School level: complete, Root name: partial"
1153,71279,joraghacha ma vi,ghatal ma vi,kanchanpur,kanchanpur,2.0,"District: complete, School level: complete, Root name: partial"
1940,33634,navalapura pra vi,laligurans pra vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1971,3682,shubhashanti a vi,a vi bairahani,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1917,31355,kalleri pra ni ma via vi,chandra devia vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1556,11192,skulachauna ma vi,chulachuli ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1825,15325,khejenima ni ma via vi,santi a via,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1647,51430,bamvateri pra vibamvateri gulmi,gahatera basic pra vil,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1662,12547,va.njhakateri ma vi,janaki ma vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
1418,3678,vindeshvari a vi,a vi devisthan,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1421,1114,lakshmi ni ma via vi,akshara english vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1422,3122,shrirama ni ma via vi,aksharaa vi,kathmandu,kathmandu,2.0,"District: complete, School level: complete, Root name: partial"
1423,7363,vetala a vi,betal a vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1425,13245,lakshmi pra vi,koshi pra vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1427,15780,pharaphoka u ma vi,sharada ma vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
1432,7712,banedumgra ma vi,birendra ma vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1444,1181,shukra ni ma via vi,anarmani a via,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1469,13786,mahakali ni ma via vi,maiwakhola ma bi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1446,72118,kapuleshvara pra vi,kapilas pra vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1451,122,amrrita ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1639,5558,lakshminarayana pra vi,balkalyan pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1636,3254,someshvara u ma vi,aroma english ma vi bharatpur,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1460,37448,thakuraji ma vi,thakur pra vi,sindhuli,saptari,2.0,"District: no match, School level: no match, Root name: complete"
1465,13091,pamchakanya ni ma via vi,kanchanjanga english boarding vi,bhojpur,bhojpur,2.0,"District: complete, School level: complete, Root name: partial"
1466,11321,vipi pra vi,devi pra vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
1630,3124,lalitavikasa ni ma via vi,akshaya batika vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1663,5931,riyale ni ma via vi,brighter english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1664,7204,ammara ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1416,12944,lekali pra vi,kali ma vi,morang,makwanpur,2.0,"District: no match, School level: no match, Root name: complete"
1667,7168,vidha~nchala pra vi,bahachale pra vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1693,362,adarsha saula yuvaka ma vi,adarsha kanya niketan ma vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1692,7935,khaptadi ni ma via vi,datary english boarding vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1220,1157,sarasvati ni ma via vi,ambassador english boarding vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1689,7490,ghanteshvara ma vi,bhanu ma vi pathari,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1390,21762,vaidyanatha devanarayana janata namuna ma vi,kantir jha namuna ma vi,dhanusha,dhanusha,2.0,"District: complete, School level: complete, Root name: partial"
1393,51067,chapahile ma vi,chidipani ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1395,122,bhagavati ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1683,4166,manakota pra vi,arnakot ma vi,baglung,bajhang,2.0,"District: no match, School level: no match, Root name: complete"
1401,2113,ripure pra vi,a vi sripur,siraha,gulmi,2.0,"District: no match, School level: no match, Root name: complete"
1680,51442,myalapokhari ni ma via vi,gandaki english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1679,33507,shri jalapa pra vi,kirshi udaya pra vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1402,54657,ruvenai pra vi,renadi pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1675,5244,sarvahita pra vi,araniko pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1405,73449,sarasvati vidyamandira ni ma via vi,samaiji bal bikash vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1412,7363,vetala a vi,betal a vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1413,72493,ni ma viadeba pra vi,mahadev pra vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1415,3754,te~nacheta pra vi,belinetar pra vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1628,3394,vagishvari ma vi,bagiswori ma vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1475,14574,siheshavari ma vi,pancheshwari ma vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1696,5761,bhadkuva ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1573,32357,ghusela ni ma via vi,heritage english boarding vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1588,5698,dabhaukhani ma vi,bhagawati ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1587,31440,chitavana ma vi,chitrawan ma vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1516,1302,shri pra vi,bageshwori pra vi,dhankuta,dhankuta,2.0,"District: complete, School level: complete, Root name: partial"
1524,1266,phakta~nalu~na a vi,asanglung a vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1527,133,amarasimha ma vi,adarsha ma vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1578,51430,mahen adarsha uma vi,gahatera basic pra vil,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1577,5761,sharada ni ma via vi,bhanu ma english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1574,31376,jhamgalakota pra vi,chapakharka pra vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1571,7281,sa.njhapura pra vi,balnamuna pra vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1477,122,janajyoti ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1568,3124,krrishna ni ma via vi,akshaya batika vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1541,7204,bhaja khori ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1566,14968,ramauji pra vi,ram pra vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
