	Unnamed: 0.1	Unnamed: 0	School_level_transliterated	School_name_transliterated	Potential_district_transliterated	Location_1_transliterated	Matched_District	district_id_x	district_id_y	root_school_name
11640	11640	11640	0	praja jagrriti	makavanapura		makwanpur	28	28	shree rastriya  bardibas bardada
11641	11641	11641	1	janata	makavanapura		makwanpur	28	28	shree sonara aa vi
11642	11642	11642	1	rashtriya rotari	makavanapura		makwanpur	28	28	shree mahendra
11643	11643	11643	1	shiva	kailali		kailali	76	76	shree mahendra chunni  manraja
11644	11644	11644	2	siddha	kailali	sahajapura	kailali	76	76	shree mahendra janata
11645	11645	11645	1	ardasha	kailali	khagauli	kailali	76	76	shree mahendra  inawaphulwadiya
11646	11646	11646	1	karmeshvara	kailali		kailali	76	76	shree  makhanaha mungraha
11647	11647	11647	1	shiva	kailali	nigali	kailali	76	76	shree  ardha bikrampur modha
11648	11648	11648	0	bhasurakheta	kailali		kailali	76	76	shree a vinauwakhor prasahi
11649	11649	11649	1	vaijanatha	ka~nchanapura	bhimadatta na pa	kanchanpur	77	77	shree aavi suga madhukarhi
11650	11650	11650	0	shahidayaj~na	dhanakuta	muga	dhankuta	2	2	shree aadarsh aa vi rampur
11651	11651	11651	1	trivenai	kailali		kailali	76	76	shree aa vi tintale
11652	11652	11652	1	matsyanarayana	makavanapura		makwanpur	28	28	shree  rajbiraj
11653	11653	11653	3	bhavana	makavanapura		makwanpur	28	28	shree aa viidhyalay tribhuwannagar shekhtol
11654	11654	11654	1	rashtriya	kailali	tikapura	kailali	76	76	shree aa viidyalay barahi birpur
11655	11655	11655	1	pa~ncholaya	kailali	dhanagadhi	kailali	76	76	shree aa vi sonama tarhari
11656	11656	11656	1	pa~nchodaya	kailali	dhanagadhi	kailali	76	76	shree aa vi rajbiraj nawatol deuri bharuwa saptri
11657	11657	11657	0	balakalyana	dhanakuta	chauvise	dhankuta	2	2	shree abdahsiya a viidhyalay belba jabdi
11658	11658	11658	1	sarasvati balabodha	makavanapura		makwanpur	28	28	shree adarsha ebs
11659	11659	11659	0	mahabira	rautahata	auraiya ishanatha na pa	rautahat	17	17	shree a via laxminiya jatahara
11660	11660	11660	3	bhagavati	rautahata	gaura na pa	rautahat	17	17	shree  banauli badgoriya
11661	11661	11661	1	chandraedaya	kailali	dhanagadhi u ma na pa	kailali	76	76	shree
11662	11662	11662	1	arunodaya	kailali	patharaiya	kailali	76	76	shree a viikabilasi raniya
11663	11663	11663	0	prajapati	makavanapura		makwanpur	28	28	shree a viidyalay portaha
11664	11664	11664	1	shamkara gudara	rautahata	samanapura	rautahat	17	17	shree ajij miya secondray vi
11665	11665	11665	0	jana jyoti	makavanapura		makwanpur	28	28	shree akbar
11666	11666	11666	1	mavi	mahottari	pipara	mahottari	22	22	shree anhoti lal
11667	11667	11667	1	pa~nchakanya	makavanapura		makwanpur	28	28	shree bsrjma vi
11668	11668	11668	0	kakara si	kailali		kailali	76	76	shree baby future enlish ebs
11669	11669	11669	1	aruneadaya	dhanakuta	salaghari	dhankuta	2	2	shree bahira tatha sushta srawan a vii basatpur
11670	11670	11670	0	shanti	makavanapura		makwanpur	28	28	shree baijnath  gaur rautahat
11671	11671	11671	0	kalidevi	makavanapura	makavanapuragadhi	makwanpur	28	28	shree bajrangi
11672	11672	11672	1	mavi	chitavana	gavai	chitwan	29	29	shree bal bikash ebs
11673	11673	11673	2	mahendra	gulmi		gulmi	51	51	shree bal kalyan
11674	11674	11674	3	janata	rupandehi	materiya	rupandehi	49	49	shree barham  nagardaha badaha katti bahudarmai npa
11675	11675	11675	0	ghimanda	kailali		kailali	76	76	shree basant khushilal ja ra  katabi bishnupur saptari
11676	11676	11676	1	ja	bajha~na	alohada	bajhang	71	71	shree basanta panchami
11677	11677	11677	0	yara	surakha~na		siraha	19	19	shree basic level vi kusumbichhauna
11678	11678	11678	1	amarajyoti gau.npharka	kaski	pokhara	kaski	38	38	shree basic level vi mothiyahi
11679	11679	11679	2	bhulke pani	navalaparasi	dumkibasa	nawalparasi	48	48	shree
11680	11680	11680	0	uttama balahita	navalaparasi		nawalparasi	48	48	shree
11681	11681	11681	1	mavi	kapilavastu	maharajagamja	kapilbastu	47	47	shree
11682	11682	11682	1	janata	jhapa	kohabara	jhapa	4	4	shree  asanawa
11683	11683	11683	1	mani	bara	thaskaula	bara	16	16	shree  badharwa
11684	11684	11684	3	kyaulethana	sindhupalchoka	jyamire	sindhupalchok	27	27	shree  bairiya chhotaul
11685	11685	11685	1	suryodaya	gulmi		gulmi	51	51	shree  balmandir
11686	11686	11686	0	va~navabhairavi	sindhupalchoka	syaule	sindhupalchok	27	27	shree  bhelhi
11687	11687	11687	1	chandeshvari	sindhupalchoka		sindhupalchok	27	27	shree  dipahi
11688	11688	11688	1	bamkateri	gulmi		gulmi	51	51	shree  gamhariya prawaha
11689	11689	11689	0	chandeshvari	sindhupalchoka		sindhupalchok	27	27	shree  hajminiya patahi
11690	11690	11690	1	setidevi	sindhupalchoka	vi syaule	sindhupalchok	27	27	shree  jingadawa
11691	11691	11691	1	krrishna ratnagamga	sindhupalchoka	chautara	sindhupalchok	27	27	shree  kanakpatti
11692	11692	11692	1	lakshmi	navalaparasi	amarapuri	nawalparasi	48	48	shree  laxmipur dostiya
11693	11693	11693	1	mahen	gulmi		gulmi	51	51	shree  leuri balwa
11694	11694	11694	3	padameshvari	sindhupalchoka	helambu ga pa	sindhupalchok	27	27	shree  mahinathpur dhankaul rural municipality
11695	11695	11695	2	bachaladevi	sindhupalchoka		sindhupalchok	27	27	shree  parsa
11696	11696	11696	1	siddhartha	arghakha.nchi	malarani	arghakhanchi	50	50	shree  pipara
11697	11697	11697	0	tribhuvana	navalaparasi	dhovadi	nawalparasi	48	48	shree  purenawa
11698	11698	11698	2	shri gamga	navalaparasi	gamgavari	nawalparasi	48	48	shree  rajokhair
11699	11699	11699	3	rohini vidyashrama	rupandehi	loharauli	rupandehi	49	49	shree  sapgadha
11700	11700	11700	1	janata	mahottari	bardivasa	mahottari	22	22	shree  sekhauna
11701	11701	11701	1	sharada	bagalu~na	kisimakota	baglung	36	36	shree  simari
11702	11702	11702	0	urleni	sindhupalchoka		sindhupalchok	27	27	shree baudhi devi
11703	11703	11703	2	jvala	navalaparasi	deurali	nawalparasi	48	48	shree bhagawati aa vi
11704	11704	11704	1	mahendra janata	navalaparasi	gadauri	nawalparasi	48	48	shree bhagawati nerabamaina yadav  gardawal
11705	11705	11705	1	ruavati	gulmi		gulmi	51	51	shree bhagawati rapra vi
11706	11706	11706	1	kali devi	sindhupalchoka		sindhupalchok	27	27	shree bhagwan
11707	11707	11707	1	balavinoda	lalitapura		lalitpur	25	25	shree bhangi sah nerama vi
11708	11708	11708	1	shrrri~ngajanata	gulmi		gulmi	51	51	shree bhawani radha
11709	11709	11709	0	kalidevi	sindhupalchoka	marmi~na	sindhupalchok	27	27	shree bhoj bhagat
11710	11710	11710	3	dorika janata	mahottari	gothabanauli	mahottari	22	22	shree bhrikuti
11711	11711	11711	1	durga bhavana	gulmi	kaligandaki	gulmi	51	51	shree bibek aadarsh ebs
11712	11712	11712	3	adarsha	chitavana	ichchakamana	chitwan	29	29	shree bidhya mandir jogindar sa  kalaiya bidhyanagar bara
11713	11713	11713	3	mamgaladevi janajagrriti	sindhupalchoka	bahrabise na pa	sindhupalchok	27	27	shree bijaypur educational residence ebs
11714	11714	11714	1	dhichcheta usiduma	sindhupalchoka		sindhupalchok	27	27	shree bilat sah sarbodaya
11715	11715	11715	0	mahadevasthana	sindhupalchoka		sindhupalchok	27	27	shree binda basini nera  kehuniya
11716	11716	11716	0	nandala	sindhupalchoka	chokati	sindhupalchok	27	27	shree birendra
11717	11717	11717	1	navajagarana	navalaparasi		nawalparasi	48	48	shree birendra  parasawa
11718	11718	11718	1	durga	spandehi	tilottama	rupandehi	49	49	shree bishweshwar prasad koirala adarsh
11719	11719	11719	1	j~nanajyoti	rupandehi	devadaha vishalanagara	rupandehi	49	49	shree bp koirala  sapahi
11720	11720	11720	1	jana jyoti	rupandehi		rupandehi	49	49	shree bramhajyoti
11721	11721	11721	1	gvadi	gulmi		gulmi	51	51	shree buddha pathashala dharapani
11722	11722	11722	0	golmaraja	sindhupalchoka		sindhupalchok	27	27	shree buddha shiv vidya mandir rajgadh
11723	11723	11723	0	vi pi adarsha	sindhupalchoka		sindhupalchok	27	27	shree buddhabhumi academy rupani
11724	11724	11724	1	jana jyoti namuna	navalaparasi	pragatinagara	nawalparasi	48	48	shree chhaya apangta aawasiya a vii
11725	11725	11725	1	nara vahadura thapa janata	saptari		saptari	21	21	shree chhireshwar janata
11726	11726	11726	3	palhi	navalaparasi	harapura amanigamja	nawalparasi	48	48	shree dalit janata
11727	11727	11727	0	narayani	navalaparasi	va su purva	nawalparasi	48	48	shree dalit mukti  chhota tole solakhpur sakhuwa prasauni parsa
11728	11728	11728	3	mamgala devi	navalaparasi	va su pashchima	nawalparasi	48	48	shree dalit pra vimahuwan shakuwa prasauni
11729	11729	11729	1	tha~napaladhapa	sindhupalchoka	pa.nchapokhari	sindhupalchok	27	27	shree dalit  sarmujawa
11730	11730	11730	0	ramgadipa	okhaladhuga		okhaldhunga	7	7	shree dalit  pratappur paltuwa
11731	11731	11731	1	ratnarajya	sindhupalchoka		sindhupalchok	27	27	shree dalit uthan a bidyalay madhuri jabdi
11732	11732	11732	1	shri ja	siraha	pokharabhinda	siraha	19	19	shree dashnimai ra  silhat prasahi
11733	11733	11733	1	bhimasenasthana	okhaladhumga	manebha~njya~na	okhaldhunga	7	7	shree deodhari  sundarpur bazar'kaudena
11734	11734	11734	1	janaki parikshana	mahottari	parikauli	mahottari	22	22	shree devi asthan ne ra  baghmari
11735	11735	11735	3	janahita	aeakhaladhumga		okhaldhunga	7	7	shree devi
11736	11736	11736	2	janachetana	okhaladhuga		okhaldhunga	7	7	shree dewanandan devraj  ramnagari parsa
11737	11737	11737	1	sarasvati	lalitapura	shamkhu	lalitpur	25	25	shree dhanush janata
11738	11738	11738	0	kotahi devi	navalaparasi	pratapapura madhavapura	nawalparasi	48	48	shree dim janta
11739	11739	11739	1	phulamati	okhaladhuga		okhaldhunga	7	7	shree dindayal
11740	11740	11740	1	kodari	sindhupalchoka		sindhupalchok	27	27	shree dudheshwari
11741	11741	11741	0	kumaravarti	navalaparasi	rahajara	nawalparasi	48	48	shree dudhmati ra  mahendranagar
11742	11742	11742	0	idapajvati	navalaparasi		nawalparasi	48	48	shree durga
11743	11743	11743	1	janaseva	navalaparasi		nawalparasi	48	48	shree durga janta  dhankaul rm
11744	11744	11744	1	ganesha	okhaladhu~nga	dhuske	okhaldhunga	7	7	shree durga  pashupatinagar pathalaiya bazar
11745	11745	11745	1	ganosha	okhaladhuga		okhaldhunga	7	7	shree durga tulasi a vidhyalay durgatol
11746	11746	11746	1	chandeshvari	navalaparasi	godara	nawalparasi	48	48	shree dwarika shreelal satni yadav
11747	11747	11747	1	thokarpa	sindhupalchoka	sunakoshi ga pa	sindhupalchok	27	27	shree gadesman nabadurga  gamhariya
11748	11748	11748	1	pravuddha	okhaladhu~naga	chyanama	okhaldhunga	7	7	shree gadhimai public
11749	11749	11749	0	shanti	navalaparasi	setopani	nawalparasi	48	48	shree gadimai a bidhyaly kabilasi jamuniya
11750	11750	11750	1	sarasvati	okhaladhumga	khanibha~njya~na	okhaldhunga	7	7	shree gambhira brajkishor
11751	11751	11751	2	janavikasa	sindhupalchoka		sindhupalchok	27	27	shree ganga prasad technical & vocational
11752	11752	11752	1	rashddhiya	navalaparasi		nawalparasi	48	48	shree gangotri english boarding sec vi
11753	11753	11753	1	mahendra janata	pashchima	va su	rukum paschim	68	68	shree girja
11754	11754	11754	0	lagachai	sindhupalchoka		sindhupalchok	27	27	shree girja
11755	11755	11755	1	navalapura	sindhupalchoka		sindhupalchok	27	27	shree godej bright future ebs
11756	11756	11756	0	kalamsa	sindhupalchoka		sindhupalchok	27	27	shree gramdevta
11757	11757	11757	1	sitadebi sharada	sindhupalchoka		sindhupalchok	27	27	shree grishma a via ramnagar
11758	11758	11758	0	bhagavanapura	rupandehi		rupandehi	49	49	shree guddar naieem
11759	11759	11759	1	himalaya	okhaladhuga	nisam	okhaldhunga	7	7	shree gyan batika  subarnapur
11760	11760	11760	1	punyamata	okhaladhu~nga	betini	okhaldhunga	7	7	shree gyanjyoti secondry vi
11761	11761	11761	0	janakalyana	sindhupalchoka	lisamkhu	sindhupalchok	27	27	shree gyankunj pathashala
11762	11762	11762	3	balashiksha	sindhupalchoka	sunakoshi	sindhupalchok	27	27	shree hanuman rapra vi nabtoli
11763	11763	11763	1	palchoka	sindhupalchoka	palchoka	sindhupalchok	27	27	shree harimaya ayodhya devi kanya
11764	11764	11764	2	siddhi vidyashrama	purva	va su	parsa	15	15	shree himali janata
11765	11765	11765	1	sarasvati	sindhupalchoka	mamkha	sindhupalchok	27	27	shree hirawati
11766	11766	11766	0	pamchakanya	sindhupalchoka		sindhupalchok	27	27	shree hiyalal
11767	11767	11767	1	pravuddha	okhaladhuga		okhaldhunga	7	7	shree ichchheshwar
11768	11768	11768	1	balauddhara	kathamandau.n	kapana	kathmandu	23	23	shree indradev  aamwa
11769	11769	11769	1	vi pi koirala	dhanusha	sapahi	dhanusha	20	20	shree ishwari hiya surat jilebi janata  sarshwar dhangadhi bode barsain saptari
11770	11770	11770	1	setidevi sharada	sindhupalchoka		sindhupalchok	27	27	shree jaaavi motipur rajbiraj
11771	11771	11771	0	kalika	sindhupalchoka	vadegamu	sindhupalchok	27	27	shree jagdamba aa vi jethrahiya
11772	11772	11772	1	valeshvari	latitapura		lalitpur	25	25	shree jagdamba public academy
11773	11773	11773	0	vagadevi	sindhupalchoka		sindhupalchok	27	27	shree jageshwar garhai janta  sehara rautahat
11774	11774	11774	1	terse	sindhupalchoka		sindhupalchok	27	27	shree jagrup sah rampukar sah  parshuram talau
11775	11775	11775	1	janajagrriti	da~na	patu vanagau.n	dang	53	53	shree jaldhar kamaldev model
11776	11776	11776	3	janahita	okhaladhumga	lukuvapani u.nvu	okhaldhunga	7	7	shree jan jagrit
11777	11777	11777	1	mavi	saptari	lalapatti	saptari	21	21	shree jan jyoti ebs
11778	11778	11778	0	gaurishamkara	humla	mathillo pali	humla	61	61	shree jana ekta
11779	11779	11779	0	pravi	okhaladhuga	cheruva	okhaldhunga	7	7	shree jana jagriti
11780	11780	11780	1	gra	okhaladhuga	kasa pravi	okhaldhunga	7	7	shree jana jagriti
11781	11781	11781	0	katika	okhaladhuga		okhaldhunga	7	7	shree jana jagriti  patu
11782	11782	11782	2	golmadevi	sindhupalchoka		sindhupalchok	27	27	shree jana jyoti  manaharipur
11783	11783	11783	1	shiddha	sindhuli	kotagau.n ramite sanukoshi	sindhuli	35	35	shree jana kalyan
11784	11784	11784	3	avi	sindhuli	parevada.nda	sindhuli	35	35	shree jana shakti  gaindatar
11785	11785	11785	2	manadhara	humla		humla	61	61	shree janaastha
11786	11786	11786	1	pragatishila	sindhuli	dhamidumariya ka na pa	sindhuli	35	35	shree janamukhi
11787	11787	11787	1	nabhajibhana	okhaladhuga	phedigutha	okhaldhunga	7	7	shree janapriya  harinagar maidha
11788	11788	11788	1	kunta	okhaladhumga	siddhicharana	okhaldhunga	7	7	shree janata
11789	11789	11789	1	ananda	sindhupalchoka		sindhupalchok	27	27	shree janata aa biddyalay sahpur dumariya
11790	11790	11790	3	mahakali	ramechapa		ramechhap	33	33	shree janata aa viidhayalay
11791	11791	11791	1	mandhara	humla		humla	61	61	shree janata aa vi rajkhor
11792	11792	11792	0	sita	humla		humla	61	61	shree janata aadharbut vidhalay khushnagari
11793	11793	11793	1	himashikhara	jumla	tatopani	jumla	63	63	shree janata a vidhyalay
11794	11794	11794	1	chandranatha	jumla		jumla	63	63	shree janata  judi bazar
11795	11795	11795	1	chandananatha	jumla	khala~nga	jumla	63	63	shree janata
11796	11796	11796	1	setidevi pa~nchakanya	sindhupalchoka		sindhupalchok	27	27	shree janata  dhirapur
11797	11797	11797	3	valajyoti	humla		humla	61	61	shree janata
11798	11798	11798	3	janata	saptari	ramapura	saptari	21	21	shree janata
11799	11799	11799	3	gupteshvara	ramechapa	bhalayakharka sunapati ga pa	ramechhap	33	33	shree janata  bhagawanpur
11800	11800	11800	0	devi	ramechapa		ramechhap	33	33	shree janata  khutta
11801	11801	11801	3	bhumethana	ramechapa	nagthali svaha.nra	ramechhap	33	33	shree janata  basatpur
11802	11802	11802	0	panchakanya	ramechapa		ramechhap	33	33	shree janata  bhalani
11803	11803	11803	3	tri devi	ramechapa	bhalayakharka lapka	ramechhap	33	33	shree janata  bhramarpura
11804	11804	11804	0	ruvadevi	ramechapa		ramechhap	33	33	shree janata  bhuchakrapur bhangaha rajpur
11805	11805	11805	0	mahendra	humla		humla	61	61	shree janata  dhamaura banauta
11806	11806	11806	0	jalakanya	dhanakuta	chanuva	dhankuta	2	2	shree janata  kabirgama
11807	11807	11807	0	jalakanya	dhanakuta	mahalakshmi na pa	dhankuta	2	2	shree janata  kataiya
11808	11808	11808	0	sarasvati	dhanakuta		dhankuta	2	2	shree janata  paraul
11809	11809	11809	0	pashupati	ramechapa		ramechhap	33	33	shree janata  tapanpur
11810	11810	11810	3	svayambhu	humla		humla	61	61	shree janata  tuteshwar khayarmara
11811	11811	11811	1	mavi	dhanakuta	parikhapra~na	dhankuta	2	2	shree janata jaysawal tec & voc
11812	11812	11812	1	shiksha niketana	sunasari	dharana	sunsari	11	11	shree janata ma bi gauridada
11813	11813	11813	0	jaheshvari	ramechapa		ramechhap	33	33	shree janata  harkathwa
11814	11814	11814	3	deurali	dhanakuta		dhankuta	2	2	shree janata  haraiya
11815	11815	11815	2	buddhajanaprriya	ramechapa		ramechhap	33	33	shree janata  itahari bishnupur hatti
11816	11816	11816	0	mahakali	gunsi		sunsari	11	11	shree janata  baniniya gopalpur
11817	11817	11817	0	pravi	sindhuli	vachiutara	sindhuli	35	35	shree janata  rajghatta
11818	11818	11818	1	ganesha	sindhuli	sunakoshi ga pa majhuva	sindhuli	35	35	shree janata model sec vi rajpur farahadwa
11819	11819	11819	1	jaladevi	ramechapa	khaniyapani	ramechhap	33	33	shree janata  garaiyatol
11820	11820	11820	3	dharapani	dhanakuta	sindhasara	dhankuta	2	2	shree janata  basantpur
11821	11821	11821	0	atharasaya	dhanakuta		dhankuta	2	2	shree janata ra
11822	11822	11822	1	nara bahadura thapa janata	saptari		saptari	21	21	shree janata ra  utimapur
11823	11823	11823	2	vishnaujanajyoti pra	ramechapa		ramechhap	33	33	shree janata ra
11824	11824	11824	3	janmabhumi	ramechapa		ramechhap	33	33	shree janata rashtriya aavi ittataar gaushala
11825	11825	11825	0	janabikasa	vanachare	pipalamadhi	panchthar	8	8	shree janata rastriya  bardahi
11826	11826	11826	0	krrishaka samuha	rautahata		rautahat	17	17	shree janata rastriya
11827	11827	11827	3	nilakantha	humla	rodikota	humla	61	61	shree janata
11828	11828	11828	3	janakalyana	ramechapa		ramechhap	33	33	shree janata
11829	11829	11829	3	dudheshvari	ramechapa	gumarichaura	ramechhap	33	33	shree janata
11830	11830	11830	3	sarasvati	ramechapa	nigalapani kha.ndadevi ga pa	ramechhap	33	33	shree janata
11831	11831	11831	1	siddha	sindhuli		sindhuli	35	35	shree janata  chandrnagar kishanpur
11832	11832	11832	1	pragatishila	sindhuli	sunakoshi ga pa	sindhuli	35	35	shree janata  dumariya
11833	11833	11833	0	lakshmi	dhanakuta		dhankuta	2	2	shree janata  kakadi parasauna
11834	11834	11834	0	surke ghorani	ramechapa		ramechhap	33	33	shree janata  mahadaiya
11835	11835	11835	0	nishanadevi	dhanakuta	tamkhuva	dhankuta	2	2	shree janata  bharatpurkhor
11836	11836	11836	2	chamchaladevi	dhanakuta		dhankuta	2	2	shree janata sukumbasi  hathilet
11837	11837	11837	1	vudhuka	dhanakuta		dhankuta	2	2	shree janchhetana ra
11838	11838	11838	1	mahodrodraya	ramechapa		ramechhap	33	33	shree janjati  majhariya dharampur
11839	11839	11839	2	paravodada.n	sindhuli		sindhuli	35	35	shree janki das janta
11840	11840	11840	1	mahendra	gulmi	resu~nga tamghasa	gulmi	51	51	shree janki rajesh pandit
11841	11841	11841	3	sharada	mora~na	khuvamai	morang	6	6	shree janpriya  karuniya laxminiya
11842	11842	11842	0	rajaji ra	saptari	bhimapura	saptari	21	21	shree janta aa vi
11843	11843	11843	0	khuvaphoka	dhanakuta		dhankuta	2	2	shree janta aa vi latiyahi
11844	11844	11844	1	rama navami	dhanakuta		dhankuta	2	2	shree janta aa vi musharniya
11845	11845	11845	3	janata sahida bechana yadava	siraha		siraha	19	19	shree janta aa viidhyalay mushrniya
11846	11846	11846	0	pravi	sindhuli	satavise shaktepokhari	sindhuli	35	35	shree janta  kanakpur bishaharpur
11847	11847	11847	3	sarasvati	dhanakuta	pakhrivasa na pa	dhankuta	2	2	shree janta
11848	11848	11848	0	maneda.nda	ramechapa		ramechhap	33	33	shree janta  kabilasi sarlahi
11849	11849	11849	1	sarvodaya	dhanusha	paudeshvara	dhanusha	20	20	shree janta
11850	11850	11850	0	jaumini	baglu~na		baglung	36	36	shree janta  belhi
11851	11851	11851	2	janata	ramechapa	lakhanapura	ramechhap	33	33	shree janta  deuri
11852	11852	11852	3	avi	dhanusha	balamandira	dhanusha	20	20	shree janta  pipra
11853	11853	11853	1	sarasvati	ramechapa		ramechhap	33	33	shree janta ekai
11854	11854	11854	1	sharada	dhanakuta	mulakharka	dhankuta	2	2	shree janta ma bi kawahi jabdi
11855	11855	11855	0	rashtiya	saptari		saptari	21	21	shree janta ma bi pansera
11856	11856	11856	1	atharasaya	dhanakuta		dhankuta	2	2	shree janta ma vidayalay khudibakhari kupahi
11857	11857	11857	1	kalika	ramechapa	lakhanapura	ramechhap	33	33	shree janta  rajkhor
11858	11858	11858	1	madanapura jamuniya viranagara	sarlahi	madanapura	sarlahi	18	18	shree janta
11859	11859	11859	1	janajyoti	jumla		jumla	63	63	shree janta ra
11860	11860	11860	1	budhuka	dhanakuta		dhankuta	2	2	shree janta rashtriya a viidyalay lalbahadur tol
11861	11861	11861	0	ramavati jagadeva janata	mahottari	dhika namuna mavi loharapatti	mahottari	22	22	shree janta rastriya
11862	11862	11862	1	shri pra	ramechapa		ramechhap	33	33	shree janta
11863	11863	11863	1	mavi	mahottari	hattileta	mahottari	22	22	shree janta
11864	11864	11864	1	tileshvara	dhanakuta		dhankuta	2	2	shree janta
11865	11865	11865	1	ganesha	lalitapura	dukuchapa	lalitpur	25	25	shree janta  ramnagar kodarkatti
11866	11866	11866	1	mavi	dhanusha	baghachaura ha.nsapura	dhanusha	20	20	shree janta  samsi prawaha
11867	11867	11867	1	bharati pra	ramechapa		ramechhap	33	33	shree jawahar sah a vii pataura
11868	11868	11868	1	shitala devi	ramechapa		ramechhap	33	33	shree jayrajpur samudayik
11869	11869	11869	1	shri	mahottari	sahodava	mahottari	22	22	shree juddha model
11870	11870	11870	1	bhanu	dhanakuta	da.ndabajara	dhankuta	2	2	shree jyoti ebs
11871	11871	11871	1	narayanasthana	okhaladhumga	siddhicharana	okhaldhunga	7	7	shree kali prasad lakhe
11872	11872	11872	1	mahendra	mora~na		morang	6	6	shree kamalamai aa vi dholbaja
11873	11873	11873	1	surkedhaurali	dadhuva		dadeldhura	73	73	shree kamleshwari kisun jhaulai  banarjhula
11874	11874	11874	0	dughakoshi	okhaladhuga		okhaldhunga	7	7	shree kanya  bhediwarba
11875	11875	11875	0	punyamata	solukhumbu		solukhumbu	10	10	shree keshwor gariv janata
11876	11876	11876	1	ra	ramechapa		ramechhap	33	33	shree khublal jagranath shakti
11877	11877	11877	2	jivana pradipa	okhaladhu~nga		okhaldhunga	7	7	shree khusilal uchitlal public
11878	11878	11878	1	gramodaya yugakavi siddhicharana	okhaladhu~nga		okhaldhunga	7	7	shree kishori janata  hariharpur harinmari
11879	11879	11879	1	vigutara	okhaladhuga		okhaldhunga	7	7	shree krishnanepal rastriya  thori tinghare
11880	11880	11880	1	vigutara	okhaladhu~nga		okhaldhunga	7	7	shree ls ebs
11881	11881	11881	1	varuneshvara	okhaladhu~nga	ramapura	okhaldhunga	7	7	shree lakshan mandal janta  baniniya arnama
11882	11882	11882	1	janata	sarlahi	agarva kavilasi	sarlahi	18	18	shree laligurash a bidyalay kawahi jabdi mgmm
11883	11883	11883	0	kalika	okhaladhuga	mata	okhaldhunga	7	7	shree lav kush ebs rupani
11884	11884	11884	1	sunakaeshi	okhaladhu~nga	balakhu sunakoshi	okhaldhunga	7	7	shree laxmi  laxmipur
11885	11885	11885	1	janajivana	okhaladhumga	vachpu	okhaldhunga	7	7	shree laxmi narayan janata  khayarmara
11886	11886	11886	0	pamchakanya	dhanakuta	ramite	dhankuta	2	2	shree laxmi nepal rastriya
11887	11887	11887	0	pa~nchakanya	dhanakuta	ramite sanne pakhrivasa	dhankuta	2	2	shree laxmi
11888	11888	11888	0	shiva	dhanakuta		dhankuta	2	2	shree laxmibas  bhangre jhyaure
11889	11889	11889	1	tapudevi	dhanakuta		dhankuta	2	2	shree laxminarayan
11890	11890	11890	1	phutu~nga	kathamadaum		kathmandu	23	23	shree laxminiya
11891	11891	11891	1	maithili vallabha	mahottari	padaula	mahottari	22	22	shree life light ebs dhanusha
11892	11892	11892	1	bala	ramechapa	bhirakota	ramechhap	33	33	shree ms academy eng ebs
11893	11893	11893	0	budhimora~na	dhanakuta		dhankuta	2	2	shree ma janaki janata a vidhyalay kumharaul
11894	11894	11894	3	pa~ncha	khota~na	khoteha~na	khotang	5	5	shree  pathara budharam
11895	11895	11895	0	panchakanya	khota~na		khotang	5	5	shree  hattilet
11896	11896	11896	1	siddheshvari	khota~na	sakela ga pa	khotang	5	5	shree  kamidada
11897	11897	11897	2	mahendra	nuvakota		nuwakot	30	30	shree  laliya
11898	11898	11898	2	bhagavati	palpa	somadi	palpa	52	52	shree  mulabari bhiman
11899	11899	11899	3	adarsha	palpa		palpa	52	52	shree  dumariya m
11900	11900	11900	0	shri balahita	palpa	salavasa	palpa	52	52	shree maa saraswati bidya mandir
11901	11901	11901	0	siddhartha	gejha		jhapa	4	4	shree madan aashrit  bengadawar
11902	11902	11902	0	shri samyukta	palpa		palpa	52	52	shree madhur kunti maya  padariya
11903	11903	11903	0	shri balajyoti	palpa	badahare	palpa	52	52	shree  sirsiya
11904	11904	11904	0	janaprabhata	khota~na	batase	khotang	5	5	shree ma vidhyalay digambarpur
11905	11905	11905	1	shiksha niketana autari	khota~na		khotang	5	5	shree ma vidhyalay ichchhapur
11906	11906	11906	2	shri sarasvati	palpa	charaghare	palpa	52	52	shree ma vidhyalay ku ramdaiya bhawadi
11907	11907	11907	3	borla~ngabhume	nuvakota		nuwakot	30	30	shree  bairiya
11908	11908	11908	1	gaurishamkara	palpa	mityala	palpa	52	52	shree  kataiya hardiya
11909	11909	11909	1	divya jyoti	palpa	mathagadhi	palpa	52	52	shree  vediyahi
11910	11910	11910	1	kshetrapala	nuvakota		nuwakot	30	30	shree  nigaul
11911	11911	11911	1	kalika	nuvakota	gerkhu	nuwakot	30	30	shree  ramnagar
11912	11912	11912	0	muna	palpa		palpa	52	52	shree ma vidhalaya thadhi
11913	11913	11913	0	janauddhara	palpa	kaseni	palpa	52	52	shree mahabir nerama vi kalaiya brahampuri
11914	11914	11914	3	avi	saptari	kendra nam rajaviraja	saptari	21	21	shree mahadev
11915	11915	11915	1	pa~nchali~nage	nuvakota		nuwakot	30	30	shree mahavir shah  nagardaha parsa
11916	11916	11916	1	tapi	bara	bhodaha	bara	16	16	shree mahendra
11917	11917	11917	1	chandeshvari	nuvakota	tupche	nuwakot	30	30	shree mahendra  raiyatol
