school_id	school_transliterated	school_1_transliterated	School_level_transliterated	School_name_transliterated	Location_transliterated	Potential_district_transliterated	Location_1_transliterated
14480	rpra॰vi॰sisuvadharamapura, sunasari	rpravi sisuvadharamapura sunasari	pravi	r	sisuvadharamapura sunasari	sunasari	sisuvadharamapura
14481	shri ra ja ma vi, siraha	shri ra ja mavi siraha	mavi	shri ra ja	siraha	siraha	
14482	ra pra vi lakshmipura daulatapu, saptari	ra pravi lakshmipura daulatapu saptari	pravi	ra	lakshmipura daulatapu saptari	saptari	lakshmipura daulatapu
14483	kumbhara prathamika vidyalaya, bardiya	kumbhara pravi bardiya	pravi	kumbhara	bardiya	bardiya	
14484	bhavani madhyamika vidyalaya badhaiyatala ga॰pa॰, bardiya	bhavani mavi badhaiyatala ga pa bardiya	mavi	bhavani	badhaiyatala ga pa bardiya	bardiya	badhaiyatala ga pa
14485	ramadhuni madhyamika vidyalaya, sunasari	ramadhuni mavi sunasari	mavi	ramadhuni	sunasari	sunasari	
14486	pablika madhyamika vidyalaya, sunasari	pablika mavi sunasari	mavi	pablika	sunasari	sunasari	
14487	sarasvati madhyamika vidyalaya auravani, sunasari	sarasvati mavi auravani sunasari	mavi	sarasvati	auravani sunasari	sunasari	auravani
14488	shiva durga madhyamika vidyalaya bardiya	shiva durga mavi bardiya	mavi	shiva durga	bardiya	bardiya	
14489	sarasvati madhyamika vidyalaya shivashaktipura vardiya	sarasvati mavi shivashaktipura vardiya	mavi	sarasvati	shivashaktipura vardiya	vardiya	shivashaktipura
14490	gura.nsa namuna madhyamika vidyalaya, sanoshri, bardiya	gura.nsa namuna mavi sanoshri bardiya	mavi	gura.nsa namuna	sanoshri bardiya	bardiya	sanoshri
14491	munala pra bi, bardiya	munala pravi bardiya	pravi	munala	bardiya	bardiya	
14492	kalika prathamika vidyalaya, daha kalikota	kalika pravi daha kalikota	pravi	kalika	daha kalikota	kalikota	daha
14493	jana jyoti ma vi, bardiya	jana jyoti mavi bardiya	mavi	jana jyoti	bardiya	bardiya	
14494	rashtiya uchcha madhyamika vidhalaya ha.nsaposa, sunasari	rashtiya mavi vi ha.nsaposa sunasari	mavi	rashtiya	vi ha.nsaposa sunasari	sunasari	vi ha.nsaposa
14495	rashtriya prathamika vidyalaya, rajagadha ga॰pa॰, malekapura, saptari	rashtriya pravi rajagadha ga pa malekapura saptari	pravi	rashtriya	rajagadha ga pa malekapura saptari	saptari	rajagadha ga pa malekapura
14496	amshuvarma madhyamika vidyalaya jayanagara, vardiya	amshuvarma mavi jayanagara vardiya	mavi	amshuvarma	jayanagara vardiya	vardiya	jayanagara
14497	virendra madhyamika vidyalaya, jajarakota	virendra mavi jajarakota	mavi	virendra	jajarakota	jajarakota	
14498	amara shahida shri dasharathachanda madhyamika vidyalaya, bardiya	amara shahida shri dasharathachanda mavi bardiya	mavi	amara shahida shri dasharathachanda	bardiya	bardiya	
14499	harinagara u॰ madhyamika vidyalaya, harinagara sunasari	harinagara mavi harinagara sunasari	mavi	harinagara	harinagara sunasari	sunasari	harinagara
14500	jagadambika ne ra pra॰vi, bardiya	jagadamvika ne ra pravi bardiya	pravi	jagadamvika ne ra	bardiya	bardiya	
14501	bhadagau.n sinuvari namuna u॰ madhyamika vidhalaya, sunasari	bhadagau.n sinuvari namuna mavi sunasari	mavi	bhadagau.n sinuvari namuna	sunasari	sunasari	
14502	vi॰pi smaraka pablika madhyamika vidyalaya, bharadaha, saptari	vi pi smaraka pablika mavi bharadaha saptari	mavi	vi pi smaraka pablika	bharadaha saptari	saptari	bharadaha
14503	shri 5 mahendra madhyamika vidhalaya, inarva phulavadiya saptari	shri mahendra mavi inarva phulavadiya saptari	mavi	shri mahendra	inarva phulavadiya saptari	saptari	inarva phulavadiya
14504	dharmajyoti madhyamika vidyalaya, madhuvana, bardiya	dharmajyoti mavi madhuvana bardiya	mavi	dharmajyoti	madhuvana bardiya	bardiya	madhuvana
14505	janata madhyamika vidyalaya ramadhuni na॰pa॰, sunasari	janata mavi ramadhuni na pa sunasari	mavi	janata	ramadhuni na pa sunasari	sunasari	ramadhuni na pa
14506	sitala mahila adharabhuta vidyalaya badhaiyatala, bardiya	sitala mahila avi badhaiyatala bardiya	avi	sitala mahila	badhaiyatala bardiya	bardiya	badhaiyatala
14507	bhakhajora prahvih, udayapura	bhakhajora pravi udayapura	pravi	bhakhajora	udayapura	udayapura	
14508	rashtiya prathamika vidyalaya, prasahi saptari	rashtiya pravi prasahi saptari	pravi	rashtiya	prasahi saptari	saptari	prasahi
14509	janapriya adharabhuta vidyalaya, vardiya	janapriya avi vardiya	avi	janapriya	vardiya	vardiya	
14510	vi॰pi॰janata adharabhuta vidyalaya, saptari	vi pi janata avi saptari	avi	vi pi janata	saptari	saptari	
14511	chandra madhyamika vidyalaya, bode barsaina, saptari	chandra mavi bode barsaina saptari	mavi	chandra	bode barsaina saptari	saptari	bode barsaina
14512	nepala rashtriya adharabhuta vidyalaya, pathibhara ya~nvaraka ga॰pa॰, tapleju~na	nepala rashtriya avi pathibhara ya~nvaraka ga pa tapleju~na	avi	nepala rashtriya	pathibhara ya~nvaraka ga pa tapleju~na	tapleju~na	pathibhara ya~nvaraka ga pa
14513	rajarani pra॰vi॰, tapleju~na	rajarani pravi tapleju~na	pravi	rajarani	tapleju~na	tapleju~na	
14514	shanishchare madhyamika vidhalaya, dumraha, sunasari	shanishchare mavi dumraha sunasari	mavi	shanishchare	dumraha sunasari	sunasari	dumraha
14515	kedareshvara adharabhuta vidyalaya, doti	kedareshvara avi doti	avi	kedareshvara	doti	doti	
14516	janata ra॰ nimna madhyamika vidhalaya, vasantapura, saptari	janata ra nimavi vasantapura saptari	nimavi	janata ra	vasantapura saptari	saptari	vasantapura
14517	janata madhyamika vidhalaya, kanakatta saptari	janata mavi kanakatta saptari	mavi	janata	kanakatta saptari	saptari	kanakatta
14518	janata adharabhuta vidyalaya, arnama ga॰pa॰, siraha	janata avi arnama ga pa siraha	avi	janata	arnama ga pa siraha	siraha	arnama ga pa
14519	nimna madhyamika vidyalaya vasantapura, sunasari	nimavi vasantapura sunasari	nimavi	nimavi	vasantapura sunasari	sunasari	vasantapura
14520	hari adharabhuta vidyalaya, cha.ndavela sunasari	hari avi cha.ndavela sunasari	avi	hari	cha.ndavela sunasari	sunasari	cha.ndavela
14521	nayam nepala prathamika vidyalaya thakurababa, bardiya	nayam nepala pravi thakurababa bardiya	pravi	nayam nepala	thakurababa bardiya	bardiya	thakurababa
14522	bagalamukhi radhakrrishna tharu madhyamika vidyalaya, gulariya bardiya	bagalamukhi radhakrrishna tharu mavi gulariya bardiya	mavi	bagalamukhi radhakrrishna tharu	gulariya bardiya	bardiya	gulariya
14523	ra॰ madhyamika vidhalaya laukahi, sunasari	ra mavi laukahi sunasari	mavi	ra	laukahi sunasari	sunasari	laukahi
14524	nepala rashtriya adharabhuta vidyalaya rajapura, badalapura, bardiya	nepala rashtriya avi rajapura badalapura bardiya	avi	nepala rashtriya	rajapura badalapura bardiya	bardiya	rajapura badalapura
14525	laligura.nsa nimna madhyamika vidhalaya, bardiya	laligura.nsa nimavi bardiya	nimavi	laligura.nsa	bardiya	bardiya	
14526	kisana prathamika vidyalaya khonapura bardiya	kisana pravi khonapura bardiya	pravi	kisana	khonapura bardiya	bardiya	khonapura
14527	janata nimna madhyamika vidhalaya tulasipura, shivapura, vardiya	janata nimavi tulasipura shivapura vardiya	nimavi	janata	tulasipura shivapura vardiya	vardiya	tulasipura shivapura
14528	ra pra vi, sunasari	ra pravi sunasari	pravi	ra	sunasari	sunasari	
14529	siddhartha adharabhuta vidyalaya, bardiya	siddhartha avi bardiya	avi	siddhartha	bardiya	bardiya	
14530	janata madhyamika vidyalaya itahari, sunasari	janata mavi itahari sunasari	mavi	janata	itahari sunasari	sunasari	itahari
14531	nimna madhyamika vidhalaya, pa.nchosima kaptanaga~nja -7 sunasari	nimavi pa.nchosima kaptanaga~nja sunasari	nimavi	nimavi	pa.nchosima kaptanaga~nja sunasari	sunasari	pa.nchosima kaptanaga~nja
14532	shyama rashtriya prathamika vidyalaya, saptari	shyama rashtriya pravi saptari	pravi	shyama rashtriya	saptari	saptari	
14533	pa~nchajanya madhyamika vidyalaya padanaha, bardiya	pa~nchajanya mavi padanaha bardiya	mavi	pa~nchajanya	padanaha bardiya	bardiya	padanaha
14534	jyoti adharabhuta vidyalaya gadarahi ba.nke	jyoti avi gadarahi ba.nke	avi	jyoti	gadarahi ba.nke	ba.nke	gadarahi
14535	rashtriya adharabhuta vidyalaya, bathanaha, aurahi, saptari	rashtriya avi bathanaha aurahi saptari	avi	rashtriya	bathanaha aurahi saptari	saptari	bathanaha aurahi
14536	sarasvati madhyamika vidhalaya, punma jajarakota	sarasvati mavi punma jajarakota	mavi	sarasvati	punma jajarakota	jajarakota	punma
14537	sehara pra॰vi, sunasari	sehara pravi sunasari	pravi	sehara	sunasari	sunasari	
14538	adharabhuta vidyalaya ka~nchanarupa saptari	avi ka~nchanarupa saptari	avi	avi	ka~nchanarupa saptari	saptari	ka~nchanarupa
14539	jagadamva madhyamika vidyalaya bardiya	jagadamva mavi bardiya	mavi	jagadamva	bardiya	bardiya	
14540	jana priya ma bi, jajarakota	jana priya mavi jajarakota	mavi	jana priya	jajarakota	jajarakota	
14541	janachetana madhyamika vidyalaya rajapura, bardiya	janachetana mavi rajapura bardiya	mavi	janachetana	rajapura bardiya	bardiya	rajapura
14542	janata rashtriya prathamika vidyalaya hanumananagara kamkalini, saptari	janata rashtriya pravi hanumananagara kamkalini saptari	pravi	janata rashtriya	hanumananagara kamkalini saptari	saptari	hanumananagara kamkalini
14543	rashtriya adharabhuta vidyalaya, bhusi mahuliya, saptari	rashtriya avi bhusi mahuliya saptari	avi	rashtriya	bhusi mahuliya saptari	saptari	bhusi mahuliya
14544	adarsha madhyamika vidyalaya, vardiya	adarsha mavi vardiya	mavi	adarsha	vardiya	vardiya	
14545	amara jyoti madhyamika vidyalaya, bardiya	amara jyoti mavi bardiya	mavi	amara jyoti	bardiya	bardiya	
14546	birabhadra ra॰ prathamika vidyalaya, vardiya	birabhadra ra pravi vardiya	pravi	birabhadra ra	vardiya	vardiya	
14547	sharada rashtriya prathamika vidyalaya, phakira, saptari	sharada rashtriya pravi phakira saptari	pravi	sharada rashtriya	phakira saptari	saptari	phakira
14548	janata madhyamika vidyalaya madhuvana	janata mavi madhuvana	mavi	janata	madhuvana	madhuvana	
14549	na॰me॰ja॰ madhyamika vidyalaya, voriya, saptari	na me ja mavi voriya saptari	mavi	na me ja	voriya saptari	saptari	voriya
14550	janata madhyamika vidyalaya, hariraha basantapura, saptari	janata mavi hariraha basantapura saptari	mavi	janata	hariraha basantapura saptari	saptari	hariraha basantapura
14551	kotahi nimna madhyamika vidhalaya vardiya	kotahi nimavi vardiya	nimavi	kotahi	vardiya	vardiya	
14552	kantadevi adharabhuta vidyalaya, bardiya	kantadevi avi bardiya	avi	kantadevi	bardiya	bardiya	
14553	prathamika vidhalaya, jalpapura, sunasari	pravi jalpapura sunasari	pravi	pravi	jalpapura sunasari	sunasari	jalpapura
14554	adarsha uchcha ma॰vi॰, sunasari	adarsha mavi vi sunasari	mavi	adarsha	vi sunasari	sunasari	vi
14555	nepala rashtriya madhyamika vidyalaya, sunasari	nepala rashtriya mavi sunasari	mavi	nepala rashtriya	sunasari	sunasari	
14556	bala janata adharabhuta vidyalaya, da~na	bala janata avi da~na	avi	bala janata	da~na	da~na	
14557	pra॰vi॰ velajhundi, da~na	pravi velajhundi da~na	pravi	pravi	velajhundi da~na	da~na	velajhundi
14558	krrishna madhyamika vidyalaya, devanagamja, sunasari	krrishna mavi devanagamja sunasari	mavi	krrishna	devanagamja sunasari	sunasari	devanagamja
14559	balakrrishna madhyamika vidyalaya, ramanagara, bhutaha, sunasari	balakrrishna mavi ramanagara bhutaha sunasari	mavi	balakrrishna	ramanagara bhutaha sunasari	sunasari	ramanagara bhutaha
14560	pra॰vi॰ vishnaupura, da~na	pravi vishnaupura da~na	pravi	pravi	vishnaupura da~na	da~na	vishnaupura
14561	pra॰vi॰ sitapura, da~na	pravi sitapura da~na	pravi	pravi	sitapura da~na	da~na	sitapura
14562	janapriya adharabhuta vidyalaya rajapura, da~na	janapriya avi rajapura da~na	avi	janapriya	rajapura da~na	da~na	rajapura
14563	rashtriya adharabhuta vidyalaya bhokraha narasimha ga॰pa॰, sunasari	rashtriya avi bhokraha narasimha ga pa sunasari	avi	rashtriya	bhokraha narasimha ga pa sunasari	sunasari	bhokraha narasimha ga pa
14564	sarasvati satana madhyamika vidyalaya, itahari, sunasari	sarasvati satana mavi itahari sunasari	mavi	sarasvati satana	itahari sunasari	sunasari	itahari
14565	pra॰vi॰ shrigai, da~na	pravi shrigai da~na	pravi	pravi	shrigai da~na	da~na	shrigai
14566	uchcha madhyamika vidhalaya kalakhola, da~na	mavi vi kalakhola da~na	mavi	mavi	vi kalakhola da~na	da~na	vi kalakhola
14567	janata adharabhuta vidyalaya karkida.nda, sya~naja	janata avi karkida.nda sya~naja	avi	janata	karkida.nda sya~naja	sya~naja	karkida.nda
14568	ra॰ prathamika vidhalaya, hariharapura -6 saptari	ra pravi hariharapura saptari	pravi	ra	hariharapura saptari	saptari	hariharapura
14569	lu॰la॰sa॰ja॰ u॰ madhyamika vidhalaya, terahauta saptari	lu la sa ja mavi terahauta saptari	mavi	lu la sa ja	terahauta saptari	saptari	terahauta
14570	janata u॰ madhyamika vidhalaya, simariya -7 sunasari	janata mavi simariya sunasari	mavi	janata	simariya sunasari	sunasari	simariya
14571	madhyamika vidyalaya jhurkiya, mora~na	mavi jhurkiya mora~na	mavi	mavi	jhurkiya mora~na	mora~na	jhurkiya
14572	haritara pra vi, rolpa	haritara pravi rolpa	pravi	haritara	rolpa	rolpa	
14573	ratri prathamika vidyalaya materiya, rajapura ga॰pa॰, da~na	ratri pravi materiya rajapura ga pa da~na	pravi	ratri	materiya rajapura ga pa da~na	da~na	materiya rajapura ga pa
14574	pra॰vi॰ barahakhuri, da~na	pravi barahakhuri da~na	pravi	pravi	barahakhuri da~na	da~na	barahakhuri
14575	nepala rashtiya adharabhuta vidyalaya bamgalachuli, da~na	nepala rashtiya avi bamgalachuli da~na	avi	nepala rashtiya	bamgalachuli da~na	da~na	bamgalachuli
14576	bhanubhakta madhyamika vidyalaya kaushilapura, da~na	bhanubhakta mavi kaushilapura da~na	mavi	bhanubhakta	kaushilapura da~na	da~na	kaushilapura
14577	sarasvati adharabhuta vidyalaya, ramja, dama~nga, parvata	sarasvati avi ramja dama~nga parvata	avi	sarasvati	ramja dama~nga parvata	parvata	ramja dama~nga
14578	pra॰vi॰vaiseribharatapura, da~na	pravi vaiseribharatapura da~na	pravi	pravi	vaiseribharatapura da~na	da~na	vaiseribharatapura
14579	vala mandira prathamika vidyalaya rajaviraja, saptari	vala mandira pravi rajaviraja saptari	pravi	vala mandira	rajaviraja saptari	saptari	rajaviraja
14580	janasrama pra॰vi॰, rolpa	janasrama pravi rolpa	pravi	janasrama	rolpa	rolpa	
14581	hari om prathamika vidhalaya, da~na	hari om pravi da~na	pravi	hari om	da~na	da~na	
14582	janata u॰ madhyamika vidhalaya, purandhara -4 da~na	janata mavi purandhara da~na	mavi	janata	purandhara da~na	da~na	purandhara
14583	sita madhyamika vidhalaya nayakavada, jajarakota	sita mavi nayakavada jajarakota	mavi	sita	nayakavada jajarakota	jajarakota	nayakavada
14584	bala janata ma॰vi, da~na	bala janata mavi da~na	mavi	bala janata	da~na	da~na	
14585	adharabhuta vidyalaya tilebona, lahana na॰pa॰, siraha	avi tilebona lahana na pa siraha	avi	avi	tilebona lahana na pa siraha	siraha	tilebona lahana na pa
14586	naradevi madhyamika vidyalaya, teghara, da~na	naradevi mavi teghara da~na	mavi	naradevi	teghara da~na	da~na	teghara
14587	pra॰vi॰ ghamkapura, da~na	pravi ghamkapura da~na	pravi	pravi	ghamkapura da~na	da~na	ghamkapura
14588	pra॰vi॰ tallomalai, da~na	pravi tallomalai da~na	pravi	pravi	tallomalai da~na	da~na	tallomalai
14589	shri prathamika vidhalaya, kalyanapura ka॰va॰ -9, siraha	shri pravi kalyanapura ka va siraha	pravi	shri	kalyanapura ka va siraha	siraha	kalyanapura ka va
14590	shri go॰ sa॰na॰ja॰ madhyamika vidhalaya, siraha	shri go sa na ja mavi siraha	mavi	shri go sa na ja	siraha	siraha	
14591	ni॰ma॰vi॰khillatapura, da~na	nimavi khillatapura da~na	nimavi	nimavi	khillatapura da~na	da~na	khillatapura
14592	pra॰vi॰ pedikhola, da~na	pravi pedikhola da~na	pravi	pravi	pedikhola da~na	da~na	pedikhola
14593	tribhuvana janata madhyamika vidyalaya, da~na	tribhuvana janata mavi da~na	mavi	tribhuvana janata	da~na	da~na	
14594	lalita kala kendra ni ma vi	lalita kala kendra nimavi	nimavi	lalita kala kendra			
14595	kaliseti devi adharabhuta vidyalaya, lalitapura	kaliseti devi avi lalitapura	avi	kaliseti devi	lalitapura	lalitapura	
14596	ramajanaki rashtriya prathamika vidyalaya, dalava, saptari	ramajanaki rashtriya pravi dalava saptari	pravi	ramajanaki rashtriya	dalava saptari	saptari	dalava
14597	pra॰vi॰ maniakapura, da~na	pravi maniakapura da~na	pravi	pravi	maniakapura da~na	da~na	maniakapura
14598	ma॰vi॰ dharna, da~na	mavi dharna da~na	mavi	mavi	dharna da~na	da~na	dharna
14599	janajagrriti prathamika vidyalaya manthahi, siraha	janajagrriti pravi manthahi siraha	pravi	janajagrriti	manthahi siraha	siraha	manthahi
14600	madhyamika vidyalaya, sanhaitha, siraha	mavi sanhaitha siraha	mavi	mavi	sanhaitha siraha	siraha	sanhaitha
14601	durga adharabhuta vidyalaya maniapura, da~na	durga avi maniapura da~na	avi	durga	maniapura da~na	da~na	maniapura
14602	j~nanodaya pra vi, da~na	j~nanodaya pravi da~na	pravi	j~nanodaya	da~na	da~na	
14603	shri nimna ma vi, bramhapurisiraha	shri nimavi bramhapurisiraha	nimavi	shri	bramhapurisiraha	bramhapurisiraha	
14604	si~na prrithvi ja ma vi, rolpa	si~na prrithvi ja mavi rolpa	mavi	si~na prrithvi ja	rolpa	rolpa	
14605	nepala rashtriya prathamika vidyalaya, pyuthana na॰pa॰, pyuthana	nepala rashtriya pravi pyuthana na pa pyuthana	pravi	nepala rashtriya	pyuthana na pa pyuthana	pyuthana	pyuthana na pa
14606	bala kalyana prathamika vidyalaya, tulasipura, da~na	bala kalyana pravi tulasipura da~na	pravi	bala kalyana	tulasipura da~na	da~na	tulasipura
14607	janata nimna madhyamika vidhalaya, viranagara saptari	janata nimavi viranagara saptari	nimavi	janata	viranagara saptari	saptari	viranagara
14608	shri ja na ka ma vi, siraha	shri ja na ka mavi siraha	mavi	shri ja na ka	siraha	siraha	
14609	lakshmi rashtriya adharabhuta vidyalaya, lakshminiya.n, siraha	lakshmi rashtriya avi lakshminiya.n siraha	avi	lakshmi rashtriya	lakshminiya.n siraha	siraha	lakshminiya.n
14610	ni॰ma॰vi॰ baukibetapura, da~na	nimavi baukibetapura da~na	nimavi	nimavi	baukibetapura da~na	da~na	baukibetapura
14611	lakshmi nimna madhyamika vidhalaya	lakshmi nimavi	nimavi	lakshmi			
14612	padamajyoti pra vi, jajarakota	padamajyoti pravi jajarakota	pravi	padamajyoti	jajarakota	jajarakota	
14613	sarasvati madhyamika vidhalaya, damaragau.n, da~na	sarasvati mavi damaragau.n da~na	mavi	sarasvati	damaragau.n da~na	da~na	damaragau.n
14614	ne ra phu॰ku॰ma॰u॰ madhyamika vidhalaya, siraha	ne ra phu ku ma mavi siraha	mavi	ne ra phu ku ma	siraha	siraha	
14615	shri la sa ma vi, siraha	shri la sa mavi siraha	mavi	shri la sa	siraha	siraha	
14616	ni॰ma॰vi॰ dhikapura, da~na	nimavi dhikapura da~na	nimavi	nimavi	dhikapura da~na	da~na	dhikapura
14617	shri ma vi, siraha	shri mavi siraha	mavi	shri	siraha	siraha	
14618	adharabhuta vidyalaya, khokasara, pravaha, saptari	avi khokasara pravaha saptari	avi	avi	khokasara pravaha saptari	saptari	khokasara pravaha
14619	janata nih mah vih hariraha vasantapura, saptari	janata nimavi hariraha vasantapura saptari	nimavi	janata	hariraha vasantapura saptari	saptari	hariraha vasantapura
14620	bala taposi pra vi, rolpa	bala taposi pravi rolpa	pravi	bala taposi	rolpa	rolpa	
14621	shamkara nimna madhyamika vidhalaya sisahaniya-4, da~nga	shamkara nimavi sisahaniya da~nga	nimavi	shamkara	sisahaniya da~nga	da~nga	sisahaniya
14622	janata rashtiya prathamika vidyalaya, barahi, saptari	janata rashtiya pravi barahi saptari	pravi	janata rashtiya	barahi saptari	saptari	barahi
14623	virendra adharabhuta vidyalaya, udayapura	virendra avi udayapura	avi	virendra	udayapura	udayapura	
14624	shri ra ja nimna ma vi, siraha	shri ra ja nimavi siraha	nimavi	shri ra ja	siraha	siraha	
14625	shri ja॰a॰pra॰vi, siraha	shri ja a pravi siraha	pravi	shri ja a	siraha	siraha	
14626	sarasvati ni ma bi, da~na	sarasvati nimavi da~na	nimavi	sarasvati	da~na	da~na	
14627	ni॰ma॰vi॰ vastikhola, da~na	nimavi vastikhola da~na	nimavi	nimavi	vastikhola da~na	da~na	vastikhola
14628	mahendra ni॰ma॰vi॰, saptari	mahendra nimavi saptari	nimavi	mahendra	saptari	saptari	
14629	shri ja la sa ma vi, siraha	shri ja la sa mavi siraha	mavi	shri ja la sa	siraha	siraha	
14630	ratri ma bi, da~na	ratri mavi da~na	mavi	ratri	da~na	da~na	
14631	janata adharabhuta vidyalaya badagama, saptari	janata avi badagama saptari	avi	janata	badagama saptari	saptari	badagama
14632	shivaratri ma॰vi dhanauri, da~na	shivaratri mavi dhanauri da~na	mavi	shivaratri	dhanauri da~na	da~na	dhanauri
14633	gopala sarayuga nayaka janata madhyamika vidhalaya, siraha	gopala sarayuga nayaka janata mavi siraha	mavi	gopala sarayuga nayaka janata	siraha	siraha	
14634	shri siddhadevi madhyamika vidyalaya, pa.nchathara	shri siddhadevi mavi pa.nchathara	mavi	shri siddhadevi	pa.nchathara	pa.nchathara	
14635	sarupa mukhiya adharabhuta vidyalaya, brahamapuri patari, siraha	sarupa mukhiya avi brahamapuri patari siraha	avi	sarupa mukhiya	brahamapuri patari siraha	siraha	brahamapuri patari
14636	madhyamika vidyalaya khokasara, pravaha, saptari	mavi khokasara pravaha saptari	mavi	mavi	khokasara pravaha saptari	saptari	khokasara pravaha
14637	adharabhuta vidyalaya ramapura, siraha	avi ramapura siraha	avi	avi	ramapura siraha	siraha	ramapura
14638	shri ja ma vi sonamati gadha, siraha	shri ja mavi sonamati gadha siraha	mavi	shri ja	sonamati gadha siraha	siraha	sonamati gadha
14639	valamandira madhyamika vidyalaya, siraha	valamandira mavi siraha	mavi	valamandira	siraha	siraha	
14640	madhyamika vidyalaya, dimana, saptari	mavi dimana saptari	mavi	mavi	dimana saptari	saptari	dimana
14641	bi॰pi॰ koirala madhyamika vidyalaya, shantinagara, da~na	bi pi koirala mavi shantinagara da~na	mavi	bi pi koirala	shantinagara da~na	da~na	shantinagara
14642	madhyamika vidyalaya, da.ndagau.n gogli, da~na	mavi da.ndagau.n gogli da~na	mavi	mavi	da.ndagau.n gogli da~na	da~na	da.ndagau.n gogli
14643	rama gorakha madhyamika vidyalaya bahaduragamja, kapilabastu	rama gorakha mavi bahaduragamja kapilabastu	mavi	rama gorakha	bahaduragamja kapilabastu	kapilabastu	bahaduragamja
14644	deva pratapa nimna madhyamika vidhalaya kapilavastu	deva pratapa nimavi kapilavastu	nimavi	deva pratapa	kapilavastu	kapilavastu	
14645	prathamika vidyalaya damgisharana, kauvaghari, da~na	pravi damgisharana kauvaghari da~na	pravi	pravi	damgisharana kauvaghari da~na	da~na	damgisharana kauvaghari
14646	pra॰vi॰ bhattarakunda, da~na	pravi bhattarakunda da~na	pravi	pravi	bhattarakunda da~na	da~na	bhattarakunda
14647	ra pra॰vi, kendra 4 saptari	ra pravi kendra saptari	pravi	ra	kendra saptari	saptari	kendra
14648	prathamika vidyalaya ghodadaura, ghorahi, da~na	pravi ghodadaura ghorahi da~na	pravi	pravi	ghodadaura ghorahi da~na	da~na	ghodadaura ghorahi
14649	ganesha prathamika vidyalaya da~na	ganesha pravi da~na	pravi	ganesha	da~na	da~na	
14650	adharabhuta vidyalaya, da~na	avi da~na	avi	avi	da~na	da~na	
14651	kalika pra॰vi॰ parseni, da~na	kalika pravi parseni da~na	pravi	kalika	parseni da~na	da~na	parseni
14652	prathamika vidyalaya karmakota, da~na	pravi karmakota da~na	pravi	pravi	karmakota da~na	da~na	karmakota
14653	madhyamika vidyalaya madhapura goltakuri, da~na	mavi madhapura goltakuri da~na	mavi	mavi	madhapura goltakuri da~na	da~na	madhapura goltakuri
14654	sarvodaya madhyamika vidyalaya rapti ga॰pa॰, sisahaniya.n, da~na	sarvodaya mavi rapti ga pa sisahaniya.n da~na	mavi	sarvodaya	rapti ga pa sisahaniya.n da~na	da~na	rapti ga pa sisahaniya.n
14655	sudha pra॰vi॰ ribhana, da~na	sudha pravi ribhana da~na	pravi	sudha	ribhana da~na	da~na	ribhana
14656	pra॰vi॰ lakshmipura, da~na	pravi lakshmipura da~na	pravi	pravi	lakshmipura da~na	da~na	lakshmipura
14657	ni॰ma॰vi॰ bhitrisakama, da~na	nimavi bhitrisakama da~na	nimavi	nimavi	bhitrisakama da~na	da~na	bhitrisakama
14658	shamkara madhyamika vidhalaya kharadariya, da~na	shamkara mavi kharadariya da~na	mavi	shamkara	kharadariya da~na	da~na	kharadariya
14659	pina pra bi, mugu	pina pravi mugu	pravi	pina	mugu	mugu	
14660	tallekha pra bi, mugu	tallekha pravi mugu	pravi	tallekha	mugu	mugu	
14661	pra॰vi॰ pattharagadhava, da~na	pravi pattharagadhava da~na	pravi	pravi	pattharagadhava da~na	da~na	pattharagadhava
14662	simhavahini, da~na	simhavahini da~na		simhavahini da~na			
14663	ratri pra॰vi॰ govarardiha, da~na	ratri pravi govarardiha da~na	pravi	ratri	govarardiha da~na	da~na	govarardiha
14664	dipendra madhyamika vidyalaya, da~na	dipendra mavi da~na	mavi	dipendra	da~na	da~na	
14665	janaki madhyamika vidhalaya janakapura -9, dhanusha	janaki mavi janakapura dhanusha	mavi	janaki	janakapura dhanusha	dhanusha	janakapura
14666	janata madhyamika vidhalaya, sarlahi	janata mavi sarlahi	mavi	janata	sarlahi	sarlahi	
14667	bhavani devi adharabhuta vidyalaya, achama	bhavani devi avi achama	avi	bhavani devi	achama	achama	
14668	janajagrriti prathamika vidyalaya, da~na	janajagrriti pravi da~na	pravi	janajagrriti	da~na	da~na	
14669	janajyoti ma॰vi॰ vela materiya, da~na	janajyoti mavi vela materiya da~na	mavi	janajyoti	vela materiya da~na	da~na	vela materiya
14670	shri pra॰vi॰ devapura, siraha	shri pravi devapura siraha	pravi	shri	devapura siraha	siraha	devapura
14671	shri prajatantra ni॰ma॰vi, siraha	shri prajatantra nimavi siraha	nimavi	shri prajatantra	siraha	siraha	
14672	janata madhyamika vidyalaya, kaudena ga॰pa॰, sarlahi	janata mavi kaudena ga pa sarlahi	mavi	janata	kaudena ga pa sarlahi	sarlahi	kaudena ga pa
14673	jyoti adharabhuta vidyalaya devanagara, navarajapura ga॰pa॰, siraha	jyoti avi devanagara navarajapura ga pa siraha	avi	jyoti	devanagara navarajapura ga pa siraha	siraha	devanagara navarajapura ga pa
14674	janaki pra vi sakrola, sarlahi	janaki pravi sakrola sarlahi	pravi	janaki	sakrola sarlahi	sarlahi	sakrola
14675	kalika adharabhuta vidyalaya vadhipokhara da~na	kalika avi vadhipokhara da~na	avi	kalika	vadhipokhara da~na	da~na	vadhipokhara
