school_id,name,location,ward,local_level_id,local_level,district_id,district,province_id,province,old_name1,old_name2,old_name3,modified_name,modified_location,modified_local_level,modified_district,modified_province,modified_old_name1,modified_old_name2,modified_old_name3,school_levels,root_school_name
33608,kuwapani basic school,kuwapani,5.0,152,gangjamuna rural municipality,31,dhading,3,bagamati province,kuwapani pra v,,,kuwapani avi,kuwapani,gangjamuna rural municipality,dhading,bagamati province,kuwapani pravi,,,avi,kuwapani
33646,lalit kalyan kendra ni ma v,bholdhoka,9.0,365,lalitpur metropolitan city,25,lalitpur,3,bagamati province,,,,lalit kalyan kendra nimavi,bholdhoka,lalitpur metropolitan city,lalitpur,bagamati province,,,,nimavi,lalit kalyan kendra ni
33654,lamaguru mahadev sec school,neelakantha,2.0,156,neelakantha municipality,31,dhading,3,bagamati province,lamaguru mahadev ma v,,,lamaguru mahadev sec vi,neelakantha,neelakantha municipality,dhading,bagamati province,lamaguru mahadev ma vi,,,mavi,lamaguru mahadev sec vi
33696,lekali basiphat secondary school,basiphat,9.0,393,bhimphedi rural municipality,28,makwanpur,3,bagamati province,lekali basiphat ma v,,,lekali basiphat ma vi,basiphat,bhimphedi rural municipality,makwanpur,bagamati province,lekali basiphat ma vi,,,mavi,lekali basiphat ma vi
33716,liti mahakal secondary school,"thakre-4, ratamate, dhading",4.0,159,thakre rural municipality,31,dhading,3,bagamati province,liti mahakal ma v,,,liti mahakal ma vi,thakre ratamate dhading,thakre rural municipality,dhading,bagamati province,liti mahakal ma vi,,,mavi,liti mahakal ma vi
33767,lokpa basic school,lokpafedi,3.0,345,mahabharat rural municipality,26,kavrepalanchok,3,bagamati province,lokpa pra v,,,lokpa avi,lokpafedi,mahabharat rural municipality,kavrepalanchok,bagamati province,lokpa pravi,,,avi,lokpa
33830,magaladevi pra v,likhu,6.0,475,shivapuri rural municipality,30,nuwakot,3,bagamati province,,,,magaladevi pravi,likhu,shivapuri rural municipality,nuwakot,bagamati province,,,,pravi,magaladevi pr
33835,maha bishnu adhar v,jyamire,6.0,342,chaurideurali rural municipality,26,kavrepalanchok,3,bagamati province,,,,maha bishnu avi,jyamire,chaurideurali rural municipality,kavrepalanchok,bagamati province,,,,avi,maha bishnu
33843,maha laxmi basic school,nayagun,1.0,395,indrasarowar rural municipality,28,makwanpur,3,bagamati province,maha laxmi pra v,,,maha laxmi avi,nayagun,indrasarowar rural municipality,makwanpur,bagamati province,maha laxmi pravi,,,avi,maha laxmi
33847,maha saraswati niketan,goldunga,5.0,337,tarakeshwor municipality,23,kathmandu,3,bagamati province,,,,maha saraswati niketan,goldunga,tarakeshwor municipality,kathmandu,bagamati province,,,,,maha saraswati niketan
33862,mahadev pra v,taji,7.0,471,kispang rural municipality,30,nuwakot,3,bagamati province,,,,mahadev pravi,taji,kispang rural municipality,nuwakot,bagamati province,,,,pravi,mahadev pr
33877,mahadevsthan secondary school,"dhunibeshi-5, kumaikhola,dhading",5.0,149,dhunibeshi municipality,31,dhading,3,bagamati province,mahadevsthan ma v,,,mahadevsthan ma vi,dhunibeshi kumaikhola dhading,dhunibeshi municipality,dhading,bagamati province,mahadevsthan ma vi,,,mavi,mahadevsthan ma vi
33881,mahakaleswori basic school,surasing,7.0,681,helambu rural municipality,27,sindhupalchok,3,bagamati province,mahakaleswori adhar v,,,mahakaleswori avi,surasing,helambu rural municipality,sindhupalchok,bagamati province,mahakaleswori avi,,,avi,mahakaleswori
33885,mahakali basic school,okhreni,4.0,678,barhabise municipality,27,sindhupalchok,3,bagamati province,mahakali pra v,,,mahakali avi,okhreni,barhabise municipality,sindhupalchok,bagamati province,mahakali pravi,,,avi,mahakali
33890,mahakali basic school,arukharka,1.0,159,thakre rural municipality,31,dhading,3,bagamati province,mahakali pra v,,,mahakali avi,arukharka,thakre rural municipality,dhading,bagamati province,mahakali pravi,,,avi,mahakali
33897,mahakali kisan secondary school,barabot,1.0,149,dhunibeshi municipality,31,dhading,3,bagamati province,mahakali kisan ma v,,,mahakali kisan ma vi,barabot,dhunibeshi municipality,dhading,bagamati province,mahakali kisan ma vi,,,mavi,mahakali kisan ma vi
33902,mahakali pra v,ochhara,6.0,342,chaurideurali rural municipality,26,kavrepalanchok,3,bagamati province,,,,mahakali pravi,ochhara,chaurideurali rural municipality,kavrepalanchok,bagamati province,,,,pravi,mahakali pr
33919,mahangkal basic school,tallo nallu,4.0,364,konjyosom rural municipality,25,lalitpur,3,bagamati province,mahankal pra v,,,mahangkal avi,tallo nallu,konjyosom rural municipality,lalitpur,bagamati province,mahankal pravi,,,avi,mahangkal
33923,mahankal adharbhut vidyalaya,pakuwal,6.0,351,temal rural municipality,26,kavrepalanchok,3,bagamati province,mahankal ni ma v,,,mahankal avi,pakuwal,temal rural municipality,kavrepalanchok,bagamati province,mahankal nimavi,,,avi,mahankal
33927,mahankal janajagrit secondary school,golfutar,8.0,328,budhanilkantha municipality,23,kathmandu,3,bagamati province,shree mahankal janajagrit secondary school,mahakal jana jagriti ma v,,mahankal janajagrit ma vi,golfutar,budhanilkantha municipality,kathmandu,bagamati province,shree mahankal janajagrit ma vi,mahakal jana jagriti ma vi,,mavi,mahankal janajagrit ma vi
33933,mahankal pra vi,khoicha tole,22.0,365,lalitpur metropolitan city,25,lalitpur,3,bagamati province,mahankal pra v,,,mahankal pravi,khoicha tole,lalitpur metropolitan city,lalitpur,bagamati province,mahankal pravi,,,pravi,mahankal pr
33936,mahankali devi  secondary school,mahankal kholcha,3.0,362,bagmati rural municipality,25,lalitpur,3,bagamati province,mahankal devi uchha ma v,,,mahankali devi ma vi,mahankal kholcha,bagmati rural municipality,lalitpur,bagamati province,mahankal devi uchha ma vi,,,mavi,mahankali devi ma vi
33940,mahendra adarsa secondary school,lalitpur,4.0,366,mahalaxmi municipality,25,lalitpur,3,bagamati province,"mahendra adarsa secondary school,mahalaxmi municipality",mahendra adarsa uchha ma v,,mahendra adarsa ma vi,lalitpur,mahalaxmi municipality,lalitpur,bagamati province,mahendra adarsa ma vi mahalaxmi municipality,mahendra adarsa uchha ma vi,,mavi,mahendra adarsa ma vi
33942,mahendra bal basic school,palubari,5.0,336,shankharapur municipality,23,kathmandu,3,bagamati province,mahendra bal adhar v,,,mahendra bal avi,palubari,shankharapur municipality,kathmandu,bagamati province,mahendra bal avi,,,avi,mahendra bal
33943,mahendra barahi secondary school,netrawati dabjong,5.0,155,netrawati dabjong rural municipality,31,dhading,3,bagamati province,mahendra barahi uchha ma v,,,mahendra barahi ma vi,netrawati dabjong,netrawati dabjong rural municipality,dhading,bagamati province,mahendra barahi uchha ma vi,,,mavi,mahendra barahi ma vi
33944,mahendra basic school,helambu,7.0,681,helambu rural municipality,27,sindhupalchok,3,bagamati province,mahendra pra v,,,mahendra avi,helambu,helambu rural municipality,sindhupalchok,bagamati province,mahendra pravi,,,avi,mahendra
33945,mahendra basic school,aduwabari,4.0,469,dupcheshwor rural municipality,30,nuwakot,3,bagamati province,mahendra pra v,,,mahendra avi,aduwabari,dupcheshwor rural municipality,nuwakot,bagamati province,mahendra pravi,,,avi,mahendra
33948,mahendra bhrikuti secondary school,ekantakuna,13.0,365,lalitpur metropolitan city,25,lalitpur,3,bagamati province,mahendra bhrikuti ma v,,,mahendra bhrikuti ma vi,ekantakuna,lalitpur metropolitan city,lalitpur,bagamati province,mahendra bhrikuti ma vi,,,mavi,mahendra bhrikuti ma vi
33950,mahendra gram secondary school,lalitpur,5.0,366,mahalaxmi municipality,25,lalitpur,3,bagamati province,mahendra gram ma v,,,mahendra gram ma vi,lalitpur,mahalaxmi municipality,lalitpur,bagamati province,mahendra gram ma vi,,,mavi,mahendra gram ma vi
33951,mahendra gram secondary school,changunarayan municipality,8.0,92,changunarayan municipality,24,bhaktapur,3,bagamati province,mahendra gram madhyamik vidyalaya,mahendra gram ma v,,mahendra gram ma vi,changunarayan municipality,changunarayan municipality,bhaktapur,bagamati province,mahendra gram ma vi,mahendra gram ma vi,,mavi,mahendra gram ma vi
33954,mahendra kanti secondary school,sunkoshi rm,3.0,687,sunkoshi rural municipality,27,sindhupalchok,3,bagamati province,mahendra kanti ma v,,,mahendra kanti ma vi,sunkoshi rm,sunkoshi rural municipality,sindhupalchok,bagamati province,mahendra kanti ma vi,,,mavi,mahendra kanti ma vi
33955,mahendra kiran secondary school,basamadi,3.0,394,hetauda sub metropolitan city,28,makwanpur,3,bagamati province,mahendra kiran uchha ma v,,,mahendra kiran ma vi,basamadi,hetauda sub metropolitan city,makwanpur,bagamati province,mahendra kiran uchha ma vi,,,mavi,mahendra kiran ma vi
33959,mahendra maheshdev secondary school,likhu bitalov,6.0,472,likhu rural municipality,30,nuwakot,3,bagamati province,mahendra ma v,,,mahendra maheshdev ma vi,likhu bitalov,likhu rural municipality,nuwakot,bagamati province,mahendra ma vi,,,mavi,mahendra maheshdev ma vi
33960,mahendra priya basic school,dhusenichaur,11.0,685,melamchi municipality,27,sindhupalchok,3,bagamati province,mahendra priya adhar v,,,mahendra priya avi,dhusenichaur,melamchi municipality,sindhupalchok,bagamati province,mahendra priya avi,,,avi,mahendra priya
33972,mahendra shanti ma vi,balkot,2.0,94,suryabinayak municipality,24,bhaktapur,3,bagamati province,mahendra shanti ma v,,,mahendra shanti ma vi,balkot,suryabinayak municipality,bhaktapur,bagamati province,mahendra shanti ma vi,,,mavi,mahendra shanti ma vi
33974,mahendrodaya  secondary school,maindan,1.0,149,dhunibeshi municipality,31,dhading,3,bagamati province,mahendrodaya uchha ma v,,,mahendrodaya ma vi,maindan,dhunibeshi municipality,dhading,bagamati province,mahendrodaya uchha ma vi,,,mavi,mahendrodaya ma vi
33975,mahendrodaya basic school,neelakantha,1.0,156,neelakantha municipality,31,dhading,3,bagamati province,mahendrodaya ni ma v,,,mahendrodaya avi,neelakantha,neelakantha municipality,dhading,bagamati province,mahendrodaya nimavi,,,avi,mahendrodaya
33980,mahendrodaya secondary school,bhimeshwor municipality,5.0,187,bhimeshwor municipality,32,dolakha,3,bagamati province,mahendrodaya ma v,,,mahendrodaya ma vi,bhimeshwor municipality,bhimeshwor municipality,dolakha,bagamati province,mahendrodaya ma vi,,,mavi,mahendrodaya ma vi
33989,mahilishwori basic school,todke,2.0,193,sailung rural municipality,32,dolakha,3,bagamati province,mahilishwori pra v,,,mahilishwori avi,todke,sailung rural municipality,dolakha,bagamati province,mahilishwori pravi,,,avi,mahilishwori
33991,maidan basic school,maidan,3.0,475,shivapuri rural municipality,30,nuwakot,3,bagamati province,maidan pra v,,,maidan avi,maidan,shivapuri rural municipality,nuwakot,bagamati province,maidan pravi,,,avi,maidan
34002,majuwa basic school,majuwa,4.0,474,panchakanya rural municipality,30,nuwakot,3,bagamati province,majuwa pra v,,,majuwa avi,majuwa,panchakanya rural municipality,nuwakot,bagamati province,majuwa pravi,,,avi,majuwa
34026,manakamana basic school,dhule,8.0,537,khandadevi rural municipality,33,ramechhap,3,bagamati province,manakamana pra v,,,manakamana avi,dhule,khandadevi rural municipality,ramechhap,bagamati province,manakamana pravi,,,avi,manakamana
34029,manakamana basic school,baigau,5.0,151,galchhi rural municipality,31,dhading,3,bagamati province,manakamana pra v,,,manakamana avi,baigau,galchhi rural municipality,dhading,bagamati province,manakamana pravi,,,avi,manakamana
34059,mandali basic school,jwalamukhi,4.0,153,jwalamukhi rural municipality,31,dhading,3,bagamati province,mandali ni ma v,,,mandali avi,jwalamukhi,jwalamukhi rural municipality,dhading,bagamati province,mandali nimavi,,,avi,mandali
34064,mandredhunga basic school,mandredhunga,6.0,468,bidur municipality,30,nuwakot,3,bagamati province,mandredhunga basic school,mandre dhunga pra v,,mandredhunga avi,mandredhunga,bidur municipality,nuwakot,bagamati province,mandredhunga avi,mandre dhunga pravi,,avi,mandredhunga
34067,mane danda basic school,kamigaun,6.0,188,bigu rural municipality,32,dolakha,3,bagamati province,mane danda pra v,,,mane danda avi,kamigaun,bigu rural municipality,dolakha,bagamati province,mane danda pravi,,,avi,mane danda
34081,mangala bhairab pra v,katarche,1.0,680,chautara sangachokgadhi municipality,27,sindhupalchok,3,bagamati province,,,,mangala bhairab pravi,katarche,chautara sangachokgadhi municipality,sindhupalchok,bagamati province,,,,pravi,mangala bhairab pr
34092,mangalamai basic school,chilaune,3.0,677,balefi rural municipality,27,sindhupalchok,3,bagamati province,mangala mai pra v,,,mangalamai avi,chilaune,balefi rural municipality,sindhupalchok,bagamati province,mangala mai pravi,,,avi,mangalamai
34103,manikhel basic school,manichour,2.0,367,mahankal rural municipality,25,lalitpur,3,bagamati province,manikhel ni ma v,,,manikhel avi,manichour,mahankal rural municipality,lalitpur,bagamati province,manikhel nimavi,,,avi,manikhel
34104,manilingeshwor basic school,adhikari gaun,1.0,332,kageshwori manahara municipality,23,kathmandu,3,bagamati province,manilingeshwor adharvut vidhyalaya,manilingeshwor adhar v,,manilingeshwor avi,adhikari gaun,kageshwori manahara municipality,kathmandu,bagamati province,manilingeshwor adharvut vi,manilingeshwor avi,,avi,manilingeshwor
34112,manjushree jana basic school,ghattekhola,5.0,395,indrasarowar rural municipality,28,makwanpur,3,bagamati province,shree manjushree jana basic school,manju jana pra v,,manjushree jana avi,ghattekhola,indrasarowar rural municipality,makwanpur,bagamati province,shree manjushree jana avi,manju jana pravi,,avi,manjushree jana
34118,manoram pre-school,budhanilkantha,9.0,328,budhanilkantha municipality,23,kathmandu,3,bagamati province,,,,manoram avi,budhanilkantha,budhanilkantha municipality,kathmandu,bagamati province,,,,avi,manoram
34144,matri sahayog pra v,shirkot,7.0,109,rapti municipality,29,chitwan,3,bagamati province,,,,matri sahayog pravi,shirkot,rapti municipality,chitwan,bagamati province,,,,pravi,matri sahayog pr
34148,matsya narayan ma v,soltu,2.0,400,thaha municipality,28,makwanpur,3,bagamati province,matsya narayan ma v,,,matsya narayan ma vi,soltu,thaha municipality,makwanpur,bagamati province,matsya narayan ma vi,,,mavi,matsya narayan ma vi
34157,melamchi ghyang secondary school,melamchighyang,1.0,681,helambu rural municipality,27,sindhupalchok,3,bagamati province,melamchi ghyang ma v,,,melamchi ghyang ma vi,melamchighyang,helambu rural municipality,sindhupalchok,bagamati province,melamchi ghyang ma vi,,,mavi,melamchi ghyang ma vi
34158,mendo phole basic school,mahabharat,4.0,345,mahabharat rural municipality,26,kavrepalanchok,3,bagamati province,mendo phole primary school,,,mendo phole avi,mahabharat,mahabharat rural municipality,kavrepalanchok,bagamati province,mendo phole pravi,,,avi,mendo phole
34167,mhanemandir basic school,dudhauli,6.0,668,dudhauli municipality,35,sindhuli,3,bagamati province,mhanemandir pra v,mhanemandir pra vi,manmandir pra v,mhanemandir avi,dudhauli,dudhauli municipality,sindhuli,bagamati province,mhanemandir pravi,mhanemandir pravi,manmandir pravi,avi,mhanemandir
34176,milaneshwori pra v,hopina,1.0,538,likhu tamakoshi rural municipality,33,ramechhap,3,bagamati province,,,,milaneshwori pravi,hopina,likhu tamakoshi rural municipality,ramechhap,bagamati province,,,,pravi,milaneshwori pr
34200,mitra basic school,chabahil,7.0,333,kathmandu metropolitan city,23,kathmandu,3,bagamati province,mitra adhar v,,,mitra avi,chabahil,kathmandu metropolitan city,kathmandu,bagamati province,mitra avi,,,avi,mitra
34282,nabajyoti basic school,hung,3.0,469,dupcheshwor rural municipality,30,nuwakot,3,bagamati province,nawa jyoti pra v,,,nabajyoti avi,hung,dupcheshwor rural municipality,nuwakot,bagamati province,nawa jyoti pravi,,,avi,nabajyoti
34288,nabin gram shiksha mandir secondary school,shankharapur,1.0,336,shankharapur municipality,23,kathmandu,3,bagamati province,nabin gram ma bi,nabin gram siksha mandir ma v,,nabin gram shiksha mandir ma vi,shankharapur,shankharapur municipality,kathmandu,bagamati province,nabin gram ma bi,nabin gram siksha mandir ma vi,,mavi,nabin gram shiksha mandir ma vi
34294,nabodit basic school,chainpur,7.0,153,jwalamukhi rural municipality,31,dhading,3,bagamati province,nabodit pra v,,,nabodit avi,chainpur,jwalamukhi rural municipality,dhading,bagamati province,nabodit pravi,,,avi,nabodit
34297,nagarjun thula gaun ma v,"tarakeshwor, thulagaun",3.0,337,tarakeshwor municipality,23,kathmandu,3,bagamati province,,,,nagarjun thula gaun ma vi,tarakeshwor thulagaun,tarakeshwor municipality,kathmandu,bagamati province,,,,mavi,nagarjun thula gaun ma vi
34306,nagh kanya basic school,mulpani dadagaun,9.0,160,tripura sundari rural municipality,31,dhading,3,bagamati province,nagh kanya pra v,,,nagh kanya avi,mulpani dadagaun,tripura sundari rural municipality,dhading,bagamati province,nagh kanya pravi,,,avi,nagh kanya
34325,namrundevi basic school,bayagaun,5.0,474,panchakanya rural municipality,30,nuwakot,3,bagamati province,namrun devi pra v,,,namrundevi avi,bayagaun,panchakanya rural municipality,nuwakot,bagamati province,namrun devi pravi,,,avi,namrundevi
34326,namrung basic school,dhuwakot rimaldi,14.0,156,neelakantha municipality,31,dhading,3,bagamati province,namrung pra v,,,namrung avi,dhuwakot rimaldi,neelakantha municipality,dhading,bagamati province,namrung pravi,,,avi,namrung
34340,namuna machindra secondary school,lagankhel,13.0,365,lalitpur metropolitan city,25,lalitpur,3,bagamati province,namuna machindra,,,namuna machindra ma vi,lagankhel,lalitpur metropolitan city,lalitpur,bagamati province,namuna machindra,,,mavi,namuna machindra ma vi
34351,nandadevi basic school,kakre diyatole,3.0,339,banepa municipality,26,kavrepalanchok,3,bagamati province,nanda devi basic school,nanda devi pra v,,nandadevi avi,kakre diyatole,banepa municipality,kavrepalanchok,bagamati province,nanda devi avi,nanda devi pravi,,avi,nandadevi
34358,narayan basic school,lalitpur,7.0,366,mahalaxmi municipality,25,lalitpur,3,bagamati province,narayan ni ma v,,,narayan avi,lalitpur,mahalaxmi municipality,lalitpur,bagamati province,narayan nimavi,,,avi,narayan
34359,narayan basic school,odore,2.0,469,dupcheshwor rural municipality,30,nuwakot,3,bagamati province,narayan pra v,,,narayan avi,odore,dupcheshwor rural municipality,nuwakot,bagamati province,narayan pravi,,,avi,narayan
34367,narayani basic school,maldung,4.0,188,bigu rural municipality,32,dolakha,3,bagamati province,narayani pra v,,,narayani avi,maldung,bigu rural municipality,dolakha,bagamati province,narayani pravi,,,avi,narayani
34377,narayansthan basic school,temal rural municipality gimdi kavre,5.0,351,temal rural municipality,26,kavrepalanchok,3,bagamati province,narayansthan ni ma v,,,narayansthan avi,temal rural municipality gimdi kavre,temal rural municipality,kavrepalanchok,bagamati province,narayansthan nimavi,,,avi,narayansthan
34381,narmadeshwor basic school,gaikhura,8.0,539,manthali municipality,33,ramechhap,3,bagamati province,narmadeshwor pra v,,,narmadeshwor avi,gaikhura,manthali municipality,ramechhap,bagamati province,narmadeshwor pravi,,,avi,narmadeshwor
34427,naulingeshori basic school,nagidada,8.0,686,panchpokhari thangpal rural municipality,27,sindhupalchok,3,bagamati province,naulingeshori adhar v,,,naulingeshori avi,nagidada,panchpokhari thangpal rural municipality,sindhupalchok,bagamati province,naulingeshori avi,,,avi,naulingeshori
34430,nava adarsha secondary school,basantapur,23.0,333,kathmandu metropolitan city,23,kathmandu,3,bagamati province,nava adarsha ma v,nawa adarsha ma v,,nava adarsha ma vi,basantapur,kathmandu metropolitan city,kathmandu,bagamati province,nava adarsha ma vi,nawa adarsha ma vi,,mavi,nava adarsha ma vi
34446,nava vijayee mahendra secondary school,"bhalayadada, rasuwa",4.0,547,uttargaya rural municipality,34,rasuwa,3,bagamati province,nawa bijaya mahendra ma v,,,nava vijayee mahendra ma vi,bhalayadada rasuwa,uttargaya rural municipality,rasuwa,bagamati province,nawa bijaya mahendra ma vi,,,mavi,nava vijayee mahendra ma vi
34457,navsrijanshil pra v,chauthe,3.0,470,kakani rural municipality,30,nuwakot,3,bagamati province,,,,navsrijanshil pravi,chauthe,kakani rural municipality,nuwakot,bagamati province,,,,pravi,navsrijanshil pr
34461,nawa buddha basic school,gagaltar,8.0,537,khandadevi rural municipality,33,ramechhap,3,bagamati province,nawa buddha ni ma v,,,nawa buddha avi,gagaltar,khandadevi rural municipality,ramechhap,bagamati province,nawa buddha nimavi,,,avi,nawa buddha
34464,nawa chetana pra v,mandandeupur,5.0,346,mandandeupur municipality,26,kavrepalanchok,3,bagamati province,,,,nawa chetana pravi,mandandeupur,mandandeupur municipality,kavrepalanchok,bagamati province,,,,pravi,nawa chetana pr
34492,nawa jyoti pra v,kalimati,5.0,478,tarakeshwor rural municipality,30,nuwakot,3,bagamati province,,,,nawa jyoti pravi,kalimati,tarakeshwor rural municipality,nuwakot,bagamati province,,,,pravi,nawa jyoti pr
34493,nawa jyoti pra v,sarangpur,6.0,397,makawanpurgadhi rural municipality,28,makwanpur,3,bagamati province,,,,nawa jyoti pravi,sarangpur,makawanpurgadhi rural municipality,makwanpur,bagamati province,,,,pravi,nawa jyoti pr
34515,nawajyoti basic school,dhamile,6.0,673,marin rural municipality,35,sindhuli,3,bagamati province,nawajyoti basic school dhamile,nawa jyoti pra v,,nawajyoti avi,dhamile,marin rural municipality,sindhuli,bagamati province,nawajyoti avi dhamile,nawa jyoti pravi,,avi,nawajyoti
34550,nepal ghedung pra v,tallo archele,6.0,467,belkotgadhi municipality,30,nuwakot,3,bagamati province,,,,nepal ghedung pravi,tallo archele,belkotgadhi municipality,nuwakot,bagamati province,,,,pravi,nepal ghedung pr
34561,nepal rashtriya basic school,khamging,3.0,543,gosaikunda rural municipality,34,rasuwa,3,bagamati province,nepal rastriya basic school,pra v khamging,,nepal rashtriya avi,khamging,gosaikunda rural municipality,rasuwa,bagamati province,nepal rastriya avi,pravi khamging,,avi,nepal rashtriya
34562,nepal rastriya adhar v,dhalko podetole,17.0,333,kathmandu metropolitan city,23,kathmandu,3,bagamati province,,,,nepal rastriya avi,dhalko podetole,kathmandu metropolitan city,kathmandu,bagamati province,,,,avi,nepal rastriya
34582,nepane basic school,nepane,5.0,475,shivapuri rural municipality,30,nuwakot,3,bagamati province,nepane pra v,,,nepane avi,nepane,shivapuri rural municipality,nuwakot,bagamati province,nepane pravi,,,avi,nepane
34584,nerkomo basic school,khaniyabas,2.0,154,khaniyabash rural municipality,31,dhading,3,bagamati province,nerkomo pra v,nerkoma pra v,,nerkomo avi,khaniyabas,khaniyabash rural municipality,dhading,bagamati province,nerkomo pravi,nerkoma pravi,,avi,nerkomo
34652,newarpani basic school,newarpani,6.0,156,neelakantha municipality,31,dhading,3,bagamati province,newarpani pra v,,,newarpani avi,newarpani,neelakantha municipality,dhading,bagamati province,newarpani pravi,,,avi,newarpani
34666,nigase basic school,melung,5.0,192,melung rural municipality,32,dolakha,3,bagamati province,nigase pra v,,,nigase avi,melung,melung rural municipality,dolakha,bagamati province,nigase pravi,,,avi,nigase
34680,nil barahi pra v,tigani,9.0,93,madhyapur thimi municipality,24,bhaktapur,3,bagamati province,,,,nil barahi pravi,tigani,madhyapur thimi municipality,bhaktapur,bagamati province,,,,pravi,nil barahi pr
34685,nilkantha namuna secondary school,kalika rural municipality,5.0,544,kalika rural municipality,34,rasuwa,3,bagamati province,nilkantha namuna ma vi,nil kantha namuna uchha ma v,,nilkantha namuna ma vi,kalika rural municipality,kalika rural municipality,rasuwa,bagamati province,nilkantha namuna ma vi,nil kantha namuna uchha ma vi,,mavi,nilkantha namuna ma vi
34692,niranjana basic school,katichhap,3.0,472,likhu rural municipality,30,nuwakot,3,bagamati province,niranjana pra v,,,niranjana avi,katichhap,likhu rural municipality,nuwakot,bagamati province,niranjana pravi,,,avi,niranjana
34700,nirmal bidyapith aadharbhut school,ranamukteshwor purano bhanshar,22.0,333,kathmandu metropolitan city,23,kathmandu,3,bagamati province,nirmal bidyapith adhar v,,,nirmal bidyapith avi,ranamukteshwor purano bhanshar,kathmandu metropolitan city,kathmandu,bagamati province,nirmal bidyapith avi,,,avi,nirmal bidyapith
34732,nuchet pra v,nuchet,1.0,471,kispang rural municipality,30,nuwakot,3,bagamati province,,,,nuchet pravi,nuchet,kispang rural municipality,nuwakot,bagamati province,,,,pravi,nuchet pr
34733,nurbuling manichaur secondary school,"helambu,kharka danda",2.0,681,helambu rural municipality,27,sindhupalchok,3,bagamati province,nurbuling adhar v manichaur,,,nurbuling manichaur ma vi,helambu kharka danda,helambu rural municipality,sindhupalchok,bagamati province,nurbuling avi manichaur,,,mavi,nurbuling manichaur ma vi
34746,okhar bhanjyang basic school,ghusel,1.0,362,bagmati rural municipality,25,lalitpur,3,bagamati province,okhar bhanjyang pra v,,,okhar bhanjyang avi,ghusel,bagmati rural municipality,lalitpur,bagamati province,okhar bhanjyang pravi,,,avi,okhar bhanjyang
34782,pach kanya pra v,bhaise,9.0,680,chautara sangachokgadhi municipality,27,sindhupalchok,3,bagamati province,,,,pach kanya pravi,bhaise,chautara sangachokgadhi municipality,sindhupalchok,bagamati province,,,,pravi,pach kanya pr
34783,pachakanya pra v,jhapsi,6.0,671,hariharpurgadhi rural municipality,35,sindhuli,3,bagamati province,pancha kanya pra v,,,pachakanya pravi,jhapsi,hariharpurgadhi rural municipality,sindhuli,bagamati province,pancha kanya pravi,,,pravi,pachakanya pr
34793,padma prakash ma v,bramhatole,23.0,365,lalitpur metropolitan city,25,lalitpur,3,bagamati province,,,,padma prakash ma vi,bramhatole,lalitpur metropolitan city,lalitpur,bagamati province,,,,mavi,padma prakash ma vi
34795,padmakanya vidyashram ma vi,dillibazar,29.0,333,kathmandu metropolitan city,23,kathmandu,3,bagamati province,padma kanya ma v,,,padmakanya vidyashram ma vi,dillibazar,kathmandu metropolitan city,kathmandu,bagamati province,padma kanya ma vi,,,mavi,padmakanya vidyashram ma vi
34804,pakhedanda basic school,melung,5.0,192,melung rural municipality,32,dolakha,3,bagamati province,pakhe danda basic school,pakhe danda adhar v,,pakhedanda avi,melung,melung rural municipality,dolakha,bagamati province,pakhe danda avi,pakhe danda avi,,avi,pakhedanda
34805,palanchok bhagawati ebs,panchkhal,9.0,349,panchkhal municipality,26,kavrepalanchok,3,bagamati province,,,,palanchok bhagawati ebs,panchkhal,panchkhal municipality,kavrepalanchok,bagamati province,,,,,palanchok bhagawati ebs
34817,panch pokhari basic school,jugal,1.0,683,jugal rural municipality,27,sindhupalchok,3,bagamati province,panch pokhari aav,panch pokhari pra v,,panch pokhari avi,jugal,jugal rural municipality,sindhupalchok,bagamati province,panch pokhari avi,panch pokhari pravi,,avi,panch pokhari
34819,pancha kanya  basic school,bhaise pokhari,7.0,158,siddhalek rural municipality,31,dhading,3,bagamati province,pancha kanya pra v,,,pancha kanya avi,bhaise pokhari,siddhalek rural municipality,dhading,bagamati province,pancha kanya pravi,,,avi,pancha kanya
34826,pancha kanya basic school,ganeshsthan,12.0,339,banepa municipality,26,kavrepalanchok,3,bagamati province,pancha kanya pra v,,,pancha kanya avi,ganeshsthan,banepa municipality,kavrepalanchok,bagamati province,pancha kanya pravi,,,avi,pancha kanya
34828,pancha kanya basic school,palase,9.0,94,suryabinayak municipality,24,bhaktapur,3,bagamati province,pancha kanya pra v,,,pancha kanya avi,palase,suryabinayak municipality,bhaktapur,bagamati province,pancha kanya pravi,,,avi,pancha kanya
34834,pancha kanya basic school,pachpandav,4.0,391,bagmati rural municipality,28,makwanpur,3,bagamati province,pancha kanya adhar v,,,pancha kanya avi,pachpandav,bagmati rural municipality,makwanpur,bagamati province,pancha kanya avi,,,avi,pancha kanya
34857,pancha kumari pra v,la pu offaldola,4.0,365,lalitpur metropolitan city,25,lalitpur,3,bagamati province,,,,pancha kumari pravi,la pu offaldola,lalitpur metropolitan city,lalitpur,bagamati province,,,,pravi,pancha kumari pr
34866,panchakanya basic school,jhagaredanda,11.0,346,mandandeupur municipality,26,kavrepalanchok,3,bagamati province,pancha kanya basic school,pancha kanya ni ma v,,panchakanya avi,jhagaredanda,mandandeupur municipality,kavrepalanchok,bagamati province,pancha kanya avi,pancha kanya nimavi,,avi,panchakanya
