id,school,
13409,"NERA PRIMARY SCHOOL, SHIBAWARWA",
13410,"Panchami Prof. V, Dhankuta",
13411,"Janjyoti Lower Secondary School, Surkhet",
13412,"NERA PRIMARY SCHOOL Upallo Khani, Surkhet",
13413,"Sarada Basic School, Inaruwa District, Sunsari",
13414,"Chandra Surya Primary School, Surkhet",
13415,"Nera Primary School, Dharampokhara, Surkhet",
13416,"Sri Siddhi Lower Secondary School, Palpa",
13417,"Nehra Primary School, Bishrampur, Parsa",
13418,"6th Secondary School, Myagdi",
13419,"Chomolungma Basic School Halesi, Khotang",
13420,"Adarsh Primary School, Gurvakot District, Gumi, Surkhet",
13421,"Peace Creation Basic School, Lekweshi, Surkhet",
13422,"NERA Lower Secondary School, Vishwambharpur, Mahottari",
13423,"Thanidanda Secondary School, Palpa",
13424,"Ravikirana Primary School, Palpa",
13425,"Kavilash Secondary School, Chitwan",
13426,"Anand Secondary School, Surkhet",
13427,"Panchmunidev Secondary School, Tanahun",
13428,"Sakela Basic School, Diktel Rupakot Majhuwagadhi, Khotang",
13429,"Sri Durchim Secondary School Durchim, Khotang",
13430,"Janata Ni Secondary School, Jajarkot",
13431,"Lakshmi Secondary School, Urlawari, Morang",
13432,"Shree Jaldevi Primary School, Palpa",
13433,"Amarjyoti Model Secondary School Birendranagar, Surkhet",
13434,"Malika Devi Lower Secondary School, Khotang",
13435,"Public Awareness Primary School, Hukamkot Mayang, Rukum",
13436,"Kushmavati Basic School, Shuklagandaki",
13437,"Chalnakhel Basic School, Chalnakhel, Kathmandu",
13438,"Amar Basic School, Palpa",
13439,"Bheri Secondary School, Surkhet",
13440,"Saraswati Primary School, Surkhet",
13441,"Warentung Primary School, Khotang",
13442,"Ne Ra Primary School Nayawan, Surkhet",
13443,"Gyanmala Secondary School, Palpa",
13444,"Malika Higher Secondary School Matela-3, Surkhet",
13445,"Malika Secondary School, Paisara Chapre-9 Surkhet",
13446,"Bindwasini Basic School Birganj, Parsa",
13447,"Malika Devi Primary School, Sapteshwar, Khotang",
13448,"Alila Chaur Primary School, Surkhet",
13449,"Akash Devi Primary School, Khotang",
13450,"Aishwarya Basic School Janki Village, Kailali",
13451,"Fapi Secondary School, Kathmandu",
13452,"Kalika Basic School Tarakeshwar, Kathmandu",
13453,"Sri Vikram Lower Secondary School, Palpa",
13454,"Nepal National Secondary School, Gurvakot, Surkhet",
13455,"Nepal National Primary School, Surkhet",
13456,Nera Primary School Waviachaur Surkhet,
13457,"Bhairav Basic School, Bhatteghari, Barahatal District, Surkhet",
13458,"Earth Primary School, Khotang",
13459,"Chetna Basic School, Nuwakot",
13460,"Chandra Devi Basic School, Kimtang, Nuwakot",
13461,"Chundevi Secondary School Thankot, Kathmandu",
13462,"Jan Shakti Primary School, Taple, Gorkha",
13463,"Samaj Jyoti Primary School, Palpa",
13464,"National Basic School Kattike, Khotang District, Khotang",
13465,"Jnanwatika Secondary School, Parsa",
13466,"Nehra Primary School, Valuvadih",
13467,"Nehra Primary School, Madhopur",
13468,"Nepal National Shashidhar Krishna Basic School, Parsa",
13469,"Nepal National Basic School, Parsa Garhi District, Parsa",
13470,"Bijayavasti Secondary School, Parsa",
13471,"Dalarmadanda Secondary School, Palpa",
13472,"Siddhakalika Basic School, Phidim District, Panchthar",
13473,"Chandikadevi Secondary School, Kathmandu",
13474,"Harabahini Secondary School, Tanahu",
13475,"Prithvi Rupa Secondary School, Rupa District, Kaski",
13476,"Nera Primary School, Agrigaon Surkhet",
13477,"Sri Ganga Higher Secondary School Somadi, Palpa",
13478,"Nehra Primary School Badakanda, Surkhet",
13479,"Lal Buddhist Primary School, Khotang",
13480,"World Peace Primary School, Syangja",
13481,"Ram Surat Singh Nehra Primary School, Parsa",
13482,"Balvikas Primary School, Bhuvanpokhri Palpa",
13483,Tribhuvan Sample Higher Secondary School Dailekh,
13484,"Narayana Basic School, Verupata, Dailekh",
13485,"Dibya Prakash Secondary School Viruva, Syangja",
13486,"Secondary School, Syangja",
13487,"Ne Ra Primary School Ghaulachakhachaur, Surkhet",
13488,"NERA BASIC SCHOOL Bhawanipur, Parsa",
13489,"Nepal National Primary School Parsa Garhi, Parsa",
13490,"Primary School Wasbaria, Parsa",
13491,"NRA Prof. J. P. Chaturvedi Primary School, Parsa",
13492,"Primary School Bahuravasira, Parsa",
13493,"Janata Unit Technical and Vocational Secondary School Yadukuha, Dhanusha",
13494,"Bhairab Nepal National Primary School, Panchapuri District, Surkhet",
13495,"Bhairab Higher Secondary School Naumule, Toli, Dailekh",
13496,"Amarjyoti Secondary School, Arjun Choupari, Syangja",
13497,"Bhairab Secondary School, Dailekh",
13498,"Janata Primary School, Surkhet",
13499,"Saraswati Higher Secondary School, Vardanda Khasiouli, Palpa",
13500,"Prithvi Prakash, Palpa",
13501,"Kalidevi Basic School, Ghoptebesi, Makwanpur",
13502,"Nehra Primary School, Tulsibarba, Parsa",
13503,"Kali Prasad Lakhe Secondary School, Langdi, Parsa",
13504,"Shanti Secondary School, Lalikanda Dailekh",
13505,"Janak Secondary School, Jhiruvash Palpa",
13506,"Ganesh Basic School, Tilottama, Rupandehi",
13507,"Ne Ra Secondary School Solakhpur, Parsa",
13508,"Devvani Sanskrit and General Secondary School, Tansen Palpa",
13509,Mr. Maisthan Vidhapith M.V,
13510,"Primary School Amarpit, Parsa",
13511,"Amarjyoti Secondary School, Neware, Surkhet",
13512,"Janjyoti Secondary School, Warahtal, Surkhet",
13513,"Panchdeval Secondary School, Rawatkot, Dailekh",
13514,Nera Primary School Koiralawas Gutu Surkhet,
13515,"Johang Ranjit Prasad Lalchan Rudravati Secondary School Satyavati Village, Gulmi",
13516,"Sarada Primary School, Dailekh",
13517,"Bhagyadaya Secondary School, Syangja",
13518,"Radhakrishna Primary School, Gurvakot, Surkhet",
13519,"NERA PRIMARY SCHOOL Dhobini, Parsa",
13520,"Sarada Primary School, Ganeshpur-3, Parsa",
13521,"Janprapi Secondary School, Pakhapati",
13522,"Krishna Nehra Primary School, Thori-6 Tinghare Parsa",
13523,"Walmandir Secondary School, Syangja",
13524,"Chandi Danda Secondary School, Rapakot",
13525,"Nehra Pravi Pakdia, Parsa",
13526,"Brahmasthan Nepal National Primary School, Lahavarathkari, Parsa",
13527,"Nepal State Primary School Madhubani, Parsa",
13528,"Saraswati Primary School, Surkhet",
13529,"Bhagwati Secondary School, Katti, Thuva, Dailekh",
13530,"Ne.Ra. Basic School, Gurvaket, Surkhet",
13531,"Nepal National Basic School Dandakali, Surkhet",
13532,"Sakal Bhavan Girls Secondary School, Dhanusha",
13533,"Pragati Primary School, Jamire, Palpa",
13534,"Sri Ratnashova Primary School, Palpa",
13535,Shiv Primary School Anpkholi Surkhet,
13536,"NERA PRIMARY SCHOOL Kanchanpur, Bairia, Parsa",
13537,"NERA Lower Secondary School, Kauvavan Kataiya Parsa",
13538,"NERA PRIMARY SCHOOL, Phulbaria, Parsa",
13539,"Nepal National Basic School, Barwagog, Parsa",
13540,"Himalaya Primary School, Dadargau",
13541,"Janakalyana Primary School, Surkhet",
13542,"Secondary School Jogagaon, Banke",
13543,"Taltung Basic School, Phek, Pelachour, Palpa",
13544,"Laliguras Lower Secondary School, Surkhet",
13545,"Tri Shahid Secondary School, Panchmool, Syangja",
13546,"Kisan Primary School, Syangja",
13547,"Wal Kalyan Primary School, Khurkot",
13548,"Primary School Saraswati Nagar, Parsa",
13549,"Bijay Basti Secondary School, Parsa",
13550,"District Uchhangal Ramdev Kalwar Secondary School, Pokhariyya, Parsa",
13551,"Sarada Basic School, Pokhardanda, Palpa",
13552,"Sri Prabhat Primary School, Palpa",
13553,"Radhadamodar Secondary School, Syangja",
13554,Shiddeshwari Primary School Surkhet,
13555,"Visheshwar Primary School, Surkhet",
13556,"Bankagera Chapaganga Primary School, Palpa",
13557,"Bhanubhakta Lower Secondary School, Palpa",
13558,"N. R. Gita Gajendraraj Joshi Secondary School, Sukhchain Parsa",
13559,"Public Service Basic School, Surkhet",
13560,"Janakalyan Basic School Jahde, Surkhet",
13561,"Arukharka Basic School, Todke, Sanja",
13562,"Ganapathi Secondary School, Palpa",
13563,Shankar Janata Higher Secondary School Chakker Dhanusha,
13564,Janjyoti Higher Secondary School Rakam Karnali,
13565,"Sirkot Primary School, Syangja",
13566,"Mirmi Basic School, Syangja",
13567,"Mahendra Secondary School, Dailekh",
13568,"Gangamala Basic School, Surkhet",
13569,"Saraswati Primary School Jaljala, Parvat",
13570,"Navjyoti Primary School, Kutmire, Surkhet",
13571,"Bhume Primary School, Bongdovan Baglung",
13572,"Righa Fedi Primary School, Baglung",
13573,"Nepal National Primary School, Chapre, Surkhet",
13574,"Araniko Secondary School, Dailekh",
13575,"Jeevan Primary School, Surkhet",
13576,"Nepal National Primary School Haniman, Gurvakot, Surkhet",
13577,"Dhullu Liunwa Secondary School, Bareng, Liunwa, Baglung",
13578,"Khar Primary School, Baglung",
13579,"Bhirakteratal Primary School, Baglung",
13580,"Nepane Primary School, Baglung",
13581,"Janajagruti Primary School, Baglung",
13582,"Srijanshil Primary School, Baglung",
13583,"Saraswati Primary School, Baglung",
13584,"Balbikash Primary School, Baglung",
13585,"Sarada Primary School, Vidyapur, Surkhet",
13586,"Vidyajyoti Secondary School, Babiachaur, Surkhet",
13587,"Pachkanya Primary School, Nuwakot",
13588,"Basant Secondary School, Dailekh",
13589,"Janata Basic School Bhagwatpur, Kachhari, Saptari",
13590,"Janajagrut Primary School, Nuwakot",
13591,Jan Prakash Basic School Lekweshi Surkhet,
13592,"Janak Secondary School Gamkhola, Surkhet",
13593,"Sarada Secondary School, Bareng District, Baglung",
13594,"Mangala Primary School, Baglung",
13595,"Mahavidyajan Lower Secondary School, Baglung",
13596,"Nashnurbkapas, Surkhet",
13597,"Surya Prakash Secondary School, Surkhet",
13598,"Gramseva Vidyashram Secondary School, Nuwakot",
13599,"NERA PRIMARY SCHOOL Kadapokhri, Surkhet",
13600,"Nepal National Basic School Bheriganga, Surkhet",
13601,"Suryajyoti Secondary School, Lamakhali Surkhet",
13602,"Darling Secondary School, Baglung",
13603,"Muktinath Basic School, Baglung",
13604,"Ratna Rajya Lakshmi Lower Secondary School, Nawalparasi",
13605,"Shankarpur Pvt., Niwalparasi",
13606,"Kumbaishore Lower Secondary School, Nuwakot",
13607,"Bhagwati Primary School, Surkhet",
13608,Prabhat Primary School Surkhet,
13609,"Rasanand Primary School, Baglung",
13610,"Nepal National Basic School, Dhanigad, Barahtal District, Surkhet",
13611,"Maisthan Bal Vidya Mandir Indu Lakhe Basic School, Birganj Parsa",
13612,"Nepal National Shamsher Ardash Secondary School, Nawalparasi",
13613,"Nepal Public Service Higher Secondary School, Nawalparasi",
13614,"NERA SECONDARY SCHOOL, Matela-7, Surkhet",
13615,"Malika Secondary School, Surkhet",
13616,"Nava Durga Primary School, Nawalparasi",
13617,"Mahalakshmi Basic School, Nuwakot",
13618,"Dibyajyoti Basic School, Devchuli, BC Nawalparasi",
13619,"Mahakabi Debkota Higher Secondary School, Nawalparasi",
13620,"Devchuli Primary School Rajahar, Nawalparasi",
13621,"Tribhuban Higher Secondary School, Nawalparasi",
13622,"Kaligandaki Primary School, Nawalparasi",
13623,"Janajagruti Basic School, Big Khairtarwa, Nawalparasi",
13624,"Chandra Ghans Primary School Agyouli, Kawasoti, Nawalparasi",
13625,"Kanya Devi Lower Secondary School, Nuwakot",
13626,"Mangala Devi Secondary School, Nuwakot",
13627,"R. K. Ch. Secondary School, Parsa",
13628,"Bhanudaya Lower Secondary School, Nawalparasi",
13629,"Jyoti Lower Secondary School, Wohragaon, Waglung",
13630,"Cigana Primary School, Baglung",
13631,"Nagardanda Lower Secondary School, Nawalparasi",
13632,"R. C. B. Secondary School, Parsa",
13633,"Ratna Ral Primary School, Nawalparasi",
13634,"Public Education Primary School, Baglung",
13635,"Shiv Secondary School Galkot, Baglung",
13636,"Bhimsen Adarsh Secondary School, Nawalparasi",
13637,"Janata Secondary School, Danhwa, Nawalparasi",
13638,"Bhagwati Secondary School, Bankatti, Nawalparasi",
13639,"Mahakavi Devkota Model Secondary School, West Nawalparasi",
13640,"Manakamana Primary School, Kispang, Nuwakot",
13641,"Prithvi Nav Prakash Basic School, Nuwakot",
13642,"Worlang Bhume Secondary School, Shivpuri, Nuwakot",
13643,"Nehra Primary School, Saraswati Nagar Myagdi",
13644,"NERA Primary School, Vishrampur, Parsa",
13645,"NERA Lower Secondary School, Jhavraha, Parsa",
13646,"Radhemai Primary School, Parsa",
13647,"Narasimha Secondary School, Parsa",
13648,"Shanti Vidyamandhir Primary School, Nuwakot",
13649,"Pratibha Basic School, Hetouda, Makwanpur",
13650,"NERA PRIMARY SCHOOL Velwa, Parsa",
13651,"Bhagwati Primary School Badigad, Baglung",
13652,"Navratna Secondary School, Rupandehi",
13653,"M. N. R. Primary School, Kathakuiya Vasantpur",
13654,"Brahmadev Nepal National Primary School, Parsa",
13655,"Shikhar Besi Primary School, Nuwakot",
13656,"Smt Mitra Lower Secondary School Tedha Semra, Parsa",
13657,"Mangaldevi Primary School, Nawalparasi",
13658,"Dhajjyoti Secondary School, Baglung",
13659,"Janata Siddha Secondary School, Nawalparasi",
13660,"Shankar Pvt., Niwalparasi",
13661,"Nepal National Primary School, Semarwari Varwa Parsa",
13662,"Primary School Bishrampur, Parsa",
13663,"Tarachandra Kishanlal Basic School, Parsa",
13664,"Bindrakeshar Secondary School, Nuwakot",
13665,District High School,
13666,"R. Lower Secondary School, Karmaini Nawalparasi",
13667,"Prithvi Secondary School Prithvinagar, Nawalparasi",
13668,"Pitholi Basic School, Kawasoti, Nawalparasi",
13669,"Nehra Primary School Nichura, Parsa",
13670,"Village Fark Basic School, Jaimini District, Baglung",
13671,"Sarada Lower Secondary School, Rakuwa, Otang, Nawalparasi",
13672,"Dhor Warah Primary School, Syalpakhe Wagalung",
13673,"Primary School Viswa 18, Parsa",
13674,"NERA Secondary School Siarhi, Parsa",
13675,"Walmandir Primary School, Parbat",
13676,"Sujidevi High School Sauraha, Parsa",
13677,"Okhle Primary School, Baglung",
13678,"Bhangisah Lower Secondary School, Parsa",
13679,"Aadharbhut Lower Secondary School, Narayansthan, Baglung",
13680,"Someshwar Secondary School, Madi, Baruwa, Chitwan",
13681,"Janajagruti Higher Secondary School, Wagalung",
13682,"Chitwan Secondary School, Bharatpur, Chitwan",
13683,"In , Ichitavan",
13684,"Janata Higher Secondary School, Baglung",
13685,"National Secondary School, Piple-5 Chitwan",
13686,"Annapurna Secondary School, Parvatipur, Chitwan",
13687,"Prabhat Secondary School, Narayani, Shukranagar, Chitwan",
13688,"Titya Lower Secondary School, Parbat",
13689,"Ra Primary School Lankaline, Chitwan",
13690,"Gunjnagar Secondary School, Chitwan",
13691,"Nehra Primary School, Shikariwas, Parsa",
13692,"National Basic School Rapti, Chitwan",
13693,"Yuva Secondary School, Chitrawan, Chitwan",
13694,"Sarvodaya U: Secondary School, Baglung",
13695,"Setidhu Secondary School Zaidi, Baglung",
13696,"Rajai Janaklal Secondary School, Balahi, Siraha",
13697,"Tribhuvan Secondary School, Bullingtar, Nawalparasi",
13698,"Sri Krishna Secondary School, Baglung",
13699,"Dhimi Karina Secondary School, Baglung",
13700,"Bhairav Higher Secondary School Bhakunde, Baglung",
13701,"Basandhara Primary School, Bharatpur-18, Chitwan",
13702,"Panchjyoti Lower Secondary School, Nawalparasi",
13703,"Purushodaya Secondary School Barahkot, Baglung",
13704,"Saraswati Primary School Narayanasthan, Baglung",
13705,Unique Basic School Baglung,
13706,"Nepal Secondary School, Tarakhola District, Baglung",
13707,"Pandavkhani Primary School, Baglung",
13708,"Shivalaya Basic School, Baglung",
13709,"Dadanbari Primary School, Parbat",
13710,"Araniko Primary School, Baglung",
13711,"Peace Primary School, Baglung",
13712,"Devisthan Secondary School, Devisthan, Baglung",
13713,"National Basic School Magani, Khairhani, Chitwan",
13714,Jalpa Girls Basic School Thulung Dudhkoshi Solukhumvu,
13715,"Unavajyoti Primary School, Baglung",
13716,"Chartumukhi Secondary School, Chitwan",
13717,"Public Awareness Lower Secondary School, Nawalparasi",
13718,"Jan Vikas Secondary School, Mahashila, Lamtun, Parbat",
13719,"Iron Mines Primary School, Solukhumbu",
13720,"Lakshminarayana Primary School, Baglung",
13721,"Kholesbang Basic School, Baglung",
13722,"Siddhawari Primary School, Baglung",
13723,"Saraswati Basic School Jaimini, Baglung",
13724,Adarsh Higher Secondary School Chitwan,
13725,Kathar Higher Secondary School Khairhani Chitwan,
13726,Kedar Higher Secondary School Nechawetghari,
13727,"Sinhadevi Primary School, Solukhumbu",
13728,"Popular Secondary School, Nawalparasi",
13729,"Bal Kumari Girls Higher Secondary School, Narayangadh, Chitwan",
13730,"Dhanjyoti Primary School, Batakachaur Baglung",
13731,"Ganoshasthan Secondary School, Solukhumbu",
13732,"Basic School, Baglung",
13733,"Janata Primary School Kunwa, Nawalparasi",
13734,"Mahendradaya Secondary School, Solukhumbu",
13735,"Kanchanadevi Primary School Simkhani, Baglung",
13736,"Ra Primary School Bramhasthan, Chitwan",
13737,Raj Primary School Dadrahani Chitwan,
13738,"Jana Jagriti Secondary School Ratnanagar District, Pithua Chitwan",
13739,"Basic School Sarangi Baglung, Kaligand",
13740,"Basic School Shankar Chowk Ratanpur, Chitwan",
13741,"Vijay Secondary School, Chitwan",
13742,"Bhanu Primary School, Baglung",
13743,"Bhairav Primary School, Baglung",
13744,"Buddhidatri Primary School, Amlachaur, Baglung",
13745,"Prof., Ichitwan",
13746,"Buddha Secondary School Goli Village, Solukhumbu",
13747,"Basic School Hanuman Nagar, Bharatpur Municipal, Chitwan",
13748,"Basic School Bharatpur, Chitwan",
13749,Lungkhani Primary School Kholakhark Baglung,
13750,"Bharatpure Lower Secondary School, Baglung",
13751,"Deurali National Basic School Ichchakamana, Chitwan",
13752,"Barahkot Primary School, Baglung",
13753,"Basant Secondary School, Jaimini District, Baglung",
13754,"Vishwaprakash Secondary School, Mangalpur, Chitwan",
13755,"Sharadpur Secondary School, Chitwan",
13756,"Sharadpur Secondary School, Bharatpur, Gauriganj, Chitwan",
13757,"Rambhadevi Primary School, Niwalparasi",
13758,"Somnath Prof., Niwalparasi",
13759,"Chitwan Secondary School, Chitwan",
13760,"Chandrajyoti Lower Secondary School, Solukhumbu",
13761,"Suryodaya Adarsh Basic School, Solukhumbu",
13762,"Buda Kinza Basic School Likhupike Village, Bhakanje, Solukhumbu",
13763,"Janata Basic School, Solukhumbu",
13764,"Suryodaya Basic School, Solukhumbu",
13765,"Janakalyana Ra Pvt., Ichitwan",
13766,"Bhrikuti Secondary School, Wagalung",
13767,"Janata Primary School, Nayabazar Waglung",
13768,"Shishai Secondary School, Rupandehi",
13769,"Sitaram Sanskrit Secondary School, Devghat Chitwan",
13770,"Janpray Primary School, Parbat",
13771,"Janjyoti Primary School, Parve-7 Solukhumbu",
13772,"Nepal Tara Secondary School, Baglung",
13773,"Nepal Shanti Secondary School, Nawalparasi",
13774,"Democracy Development Secondary School, Tarakhola District, Baglung",
13775,"Gyankunj Primary School, Baglung",
13776,"Narayani High School, Chitwan",
13777,"National Basic School Janakpur, Chitwan",
13778,"Nepal National Secondary School Piparpati Pacharuta, Bara",
13779,"Kunedhor Primary School, Nisikhola Village, Baglung",
13780,Popular Basic School Solukhumbu,
13781,"Buxa Primary School, Solukhumbu",
13782,"Zumi Lower Secondary School, Solukhumbu",
13783,"Saraswati Primary School Baglung District, Baglung",
13784,"Himalaya Higher Secondary School, Solukhumbu",
13785,Gorakhani Basic School Solududhakunda Solukhumvu,
13786,"Chimbu Basic School Likhupike Village, Solukhumbu",
13787,"Radhakrishna Bhupalman Singh Karki Secondary School, Morang",
13788,"Fourche Primary School, Solukhumbu",
13789,Tribhuvan Secondary School Morang,
13790,"Shishuseva Primary School, Siwani",
13791,"Dhamodaya Primary School, Parbat",
13792,"Sagarmatha Lower Secondary School, Parbat",
13793,Lungkhani Primary School Baglung,
13794,Rudra Primary School Dhankuta,
13795,Child Welfare Primary School Tarakhola Baglung,
13796,"Phulwari Primary School, Baglung",
13797,"Janata Dhan Higher Secondary School, Amlachaur Baglung",
13798,"Radhakrishna Bhupalman Singh Karki Secondary School, Biratnagar, Morang",
13799,"Shanti Bhavan Primary School, Lamjung",
13800,"Janajagruti Primary School, Solukhumbu",
13801,"Primary School, Bhaktapur",
13802,"Janamukti Primary School, Bohragaon Waglung",
13803,"Cheskam Secondary School, Mahakulung, Solukhumbu",
13804,Jhillavira Lower Secondary School Mt,
13805,"Mahendra Shikhari Secondary School Bajung, Parbat",
13806,"Juving Secondary School, Solukhumbu",
13807,"Sagarmatha Secondary School, Wahaki, Mt",
13808,"Karkineta Dhungethanti, Mountain Primary School",
13809,"Ra Primary School Charkilla, Chitwan",
13810,"Public Service Basic School, Wajthala, Dhankuta",
13811,"Sarada Secondary School, Hattikharka-3 Dhankuta",
13812,"Nav Jagruti Basic School, Chitwan",
13813,"Janpriya Primary School, Parbat",
13814,"Nava Jagrana Primary School, Baglung",
13815,"Kirtanpur Basic School Madi, Chitwan",
13816,Najakalyan Primary School Sukhora Baglung,
13817,"Machhapuchcher Primary School, Baglung",
13818,"Janata Secondary School, Paiyuthanthap, Pokharibari, Baglung",
13819,"R. Basic School, Chitwan",
13820,"Buddha Primary School, Baglung",
13821,"Lower Secondary School, Dhading",
13822,"Aishwarya Primary School, Sannetar, Dhankuta",
13823,"Rural Social Secondary School, Pakhriwas, Dhankuta",
13824,"Manchindra Devi Basic School, Choubise Village, Hamela, Dhankuta",
13825,"Gajuri Pinda Secondary School, Gajuri, Dhading",
13826,"Shibshankar Primary School, Dhading",
13827,"Kalika Primary School, Dhading",
13828,"Balarani Secondary School Myadi, Myadi",
13829,"Shankhadevi Secondary School, Dhading",
13830,"Nehra Primary School, Madhwal, Parsa",
13831,"Ma Pu U Secondary School Bagdi, Parsa",
13832,"NERA PRIMARY SCHOOL Maniyari, Parsa",
13833,"Mahendra Secondary School, Parbat",
13834,Surya Secondary School Hoshrangdi Parbat,
13835,"National Basic School, Devghat, Tanahoon",
13836,Jayanti Lower Secondary School Jahda Ghaneva Navalparasi,
13837,"Pragati Secondary School, Nawalparasi",
13838,"Secondary School Balapur, Tulsipur, Dang",
13839,"Youth Primary School, Parsa",
13840,"Nehra Lower Secondary School Bhauratar, Parsa",
13841,"NERA PRIMARY SCHOOL BIGWANIA, PARSA",
13842,"Nabaratna Primary School, Parbat",
13843,"Bagbachla Secondary School, Dhading",
13844,"Kumari Devi Secondary School, Jamarung, Dhading",
13845,"Nepal Public Service Pvt., Niwalparasi",
13846,Kumaravarti Basic School Nawalparasi,
13847,"Durga Basic School, Gaindakot, BC Nawalparasi",
13848,"Vishnu Uday Primary School, Niwalparasi",
13849,"Genitive ni ma, parbat",
13850,"Lakuri Primary School, Parbat",
13851,"Jhargaon Primary School, Tanahun",
13852,"Tara Primary School, Dharampani, Tanahun",
13853,"Bhume Primary School, Parbat",
13854,Ram Higher Secondary School Pakhriwas-13 Dhankuta,
13855,"Janajagriti Primary School, Nawalparasi",
13856,"Sri Barahi Primary School, Palpa",
13857,"Shahid Lakhanath Primary School, Virkot Palpa",
13858,"Devchuli Secondary School, Nawalparasi",
13859,"Jan Sahayog Basic School, Dailekh",
13860,Alam Primary School Palpa,
13861,"Bhairav Secondary School, Dailekh",
13862,"Raghu Secondary School, Tanahun",
13863,"Setiganga Primary School, Tanahu",
13864,"Mali Primary School, Parbat",
13865,"Shiddhababa Primary School, Parbat",
13866,"Kalika Secondary School, Tanahun",
13867,"Benimitra Primary School, Beas District, Tanahun",
13868,"Ne Ra Primary School Sikari Ba, Parsa",
13869,"Balabhadra Basic School, Bhimad, Tanahu",
13870,"Thanadebi Primary School, Dailekh",
13871,"Shankar Primary School, Rishing Village, Tanahun",
13872,"Arunodaya Secondary School, Tanahu",
13873,"Karmada Lower Secondary School, Tanhu",
13874,"Narayan Basic School, Old Bazar Dailekh",
13875,"Malika Secondary School, Dailekh",
13876,"Damfe Primary School Dashrathe Narayan Napa, Dailekh",
13877,"Guthi Phachang Primary School, Tanhu",
13878,"Shri Narayan Nepal National Primary School, Dailekh",
13879,"Mashta Basic School Mashtasthan Bhairabi Village, Dailekh",
13880,"Batti Basic School, Dailekh",
13881,"Secondary School, Dailekh",
13882,"Nepal National Primary School Um, Dailekh",
13883,"Bhairab Primary School, Narayan, Dailekh",
13884,"Barahsthan Primary School, Gurras Village, Dailekh",
13885,"Vijaya Secondary School Dullu, Dailekh",
13886,"Nehra Secondary School, Surkhet",
13887,Basic school diary,
13888,"Maisthan Vidyapith Secondary School, Virganj, Parsa",
13889,Sarada Secondary School Palungtar Gorkha,
13890,"Himalaya Secondary School Tijko Danda Chamunda Vindasaini District, Dailekh",
13891,"Janata Basic School Jumlesal, Dailekh",
13892,"Bhawani Primary School Toli, Dailekh",
13893,"Dip Shishu Primary School, Dailekh",
13894,"Ne Ra Primary School Nirmal Basti, Parsa",
13895,"Hardevi Secondary School, Parsa",
13896,"Srijana Primary School, Tanhu",
13897,"Janata Secondary School, Dailekh",
13898,"Mahadev Secondary School, Metalpata, Dailekh",
13899,"Sanskrit Secondary School, Dhading",
13900,"Jaganath Primary School, Saleri Dailekh",
13901,"Balwodh Secondary School, Bhimdhunga, Kathmandu",
13902,"Nehra Primary School, Auraha",
13903,"Prithvi Secondary School, Bhimad District, Tanahu",
13904,"Kanyadevi Secondary School, Tanahoon",
13905,Poornima Primary School Tanahun,
13906,Nepal National Basic School Parsa,
13907,"Nepal National Primary School, Jagarnathpur, Parsa",
13908,"Witomahto Secondary School, Parsa",
13909,"Mahavani Padam Secondary School Rajiganj, Parsa",
13910,"Secondary School Dokoula, Parsa",
13911,"Primary School, Parsa",
13912,"Peace Creation Primary School, Parsa",
13913,"Bal Kumari Private School, Makwanpur",
13914,"Nehra Primary School, Jankitola, Parsa",
13915,"Nehra Primary School, Vizmia Myagdi",
13916,"Nepal National Basic School Jaimangalpur, Parsa",
13917,"Nepal National Primary School, Saraswatinagar, Parsa",
13918,"Nehra Primary School, Santhi",
13919,"Nehra Laxman Sah Chandra Jyoti Secondary School, Rangpur, Parsa",
13920,"NERA BASIC SCHOOL, HARPUR, PARSA",
13921,"Secondary School, Parsa",
13922,Gopivasti Primary School,
13923,"Nepal National Secondary School Nagwa Birganj, Parsa",
13924,"Primary School Gahwa, Parsa",
13925,"Nehra Primary School, Bhisham",
13926,"NERA Lower Secondary School, Belwa, Parsa",
13927,"Progressive Mixed Lower Secondary School Babre, Dolakha",
13928,"Primary School, Dolakha",
13929,"Kshatravati Secondary School, Dolakha",
13930,"Jiri Lower Secondary School, Dolakha",
13931,"Chetpu Primary School, Dolakha",
13932,Baba Baidhanath Primary School Gadhaiya Parsa,
13933,"Ramsurat Singh Nehra Primary School, Parsa",
13934,Nepal National Secondary School Sisahnia Bara,
13935,"Gharamshala Primary School, Dolakha",
13936,"Shivalay Primary School Gourishankar, Dolakha",
13937,"Harsiddhi Primary School, Dolakha",
13938,"Manedanda Secondary School, Dolakha",
13939,"Secondary School, Dolakha",
13940,"Navjyoti Basic School, Suri, Dolakha",
13941,"Nepal Scout Basic School, Itiyahi, Parsa",
13942,"Primary School, Kavrepalanchok",
13943,Primary School Zakhani,
13944,Saraswati Basic School Sindhuli,
13945,"Sakhuwati Nera Primary School, Parsa",
13946,Primary School Waraha Khurkot,
13947,"Vallahari Primary School, Sindhuli",
13948,"Dhapkali Basic School, Dhap Balajor-1, Sindhuli",
13949,"Siddha Secondary School Kotgaon Ramite, Sunkoshi District, Sindhuli",
13950,"Jagdamba Pvt., Dhankuta",
13951,"Sildebi Primary School, Tanahu",
13952,"Saraswati Primary School, Dhankuta, Phulante",
13953,"Gurase Primary School Pakhribas, Dhankuta",
