school_id	name	name_processed	district_id
35608	Sangla Bal Kumar Ma V	Sangla Bal Kumar Secondary School Kumari Ucha , Tarakeshwor Kathmandu	23
35609	Sangute Secondary School	Sangute Secondary School Shree , Sailung Dolakha	32
35610	Sanjeevani Bailkalpik Vidhaylaya	Sanjeevani Bailkalpik Vidhaylaya , Kathmandu Kathmandu	23
35612	Sanjivani Basic School	Sanjivani Basic School Primary , Sailung Dolakha	32
35613	Sanjiwani  Secondary  School	Sanjiwani Secondary School , Dhulikhel Kavrepalanchok	26
35614	Sanjiwani Secondary School	Sanjiwani Secondary School Basic , Doramba Ramechhap	33
35618	Sankhe Basic School	Sankhe Basic School Lower Secondary , Manthali Ramechhap	33
35619	Sankheshwor Basic School	Sankheshwor Basic School Secondary , Tamakoshi Dolakha	32
35620	Sankheshwori Pra V	Sankheshwori Primary School , Bakaiya Makwanpur	28
35621	Sankhu Basic School	Sankhu Basic School Primary , Shankharapur Kathmandu	23
35623	Sanman Ni Ma V	Sanman Lower Secondary School , Temal Kavrepalanchok	26
35628	Sansari Devi Adharbhut vidyalaya	Sansari Devi Basic School , Namobuddha Kavrepalanchok	26
35629	Sansari Devi Basic School	Sansari Devi Basic School Primary , Bidur Nuwakot	30
35630	Sansarimai Secondary School	Sansarimai Secondary School Sansari Mai , Lisankhu Sindhupalchok	27
35636	Sanskrit and General Secondary School	Sanskrit and General Secondary School , Jwalamukhi Dhading	31
35637	Sanskrit Ma Vi Durbar high school	Sanskrit Secondary School Durbar high school , Kathmandu Kathmandu	23
35638	Sanskriti School	Sanskriti School , Kathmandu Kathmandu	23
35640	sanskritis shikshya sadan	sanskritis shikshya sadan Moon Star Academy , Tarakeshwor Kathmandu	23
35641	Santa Krishna Adhar V	Santa Krishna Basic School , Suryabinayak Bhaktapur	24
35643	Santaneshwor Babike	Santaneshwor Babike Basic School , Gajuri Dhading	31
35645	Santati Pra V	Santati Primary School , Bhaktapur Bhaktapur	24
35646	Santhali Rar Pra V Sharling	Santhali Rar Primary School Sharling , Rapti Chitwan	29
35648	Santoshi Basic School Bhalutar	Santoshi Basic School Bhalutar , Dudhauli Sindhuli	35
35649	Santoshi Basic School Bungbunge	Santoshi Basic School Bungbunge Bidhyalay Bungbuge , Dudhauli Sindhuli	35
35650	Santwona Baikalpika Vidalaya	Santwona Baikalpika Vidalaya Santana , Kathmandu Kathmandu	23
35651	Sanu Kimtang Secondary School	Sanu Kimtang Secondary School Kintang , Myagang Nuwakot	30
35653	Sapaneshwor  Secondary school	Sapaneshwor Secondary school Uchha School , Banepa Kavrepalanchok	26
35654	Sapchet Pra V	Sapchet Primary School , Kispang Nuwakot	30
35655	Saphalta HIV Shikshya Sadan	Saphalta HIV Shikshya Sadan , Kirtipur Kathmandu	23
35657	Sapta Kanya Basic School	Sapta Kanya Basic School Primary , Suryagadhi Nuwakot	30
35658	Sapta Kanya Basic School	Sapta Kanya Basic School basic , Gajuri Dhading	31
35660	Sapta Kanya Pra V	Sapta Kanya Primary School , Bagmati Makwanpur	28
35661	SAPTAGANDAKI MULTIPALE CAMPUS	SAPTAGANDAKI MULTIPALE CAMPUS , Bharatpur Chitwan	29
35662	Saptakanya Basic School	Saptakanya Basic School Sapta Kanya Primary , Panchakanya Nuwakot	30
35667	Sarada Basic School	Sarada Basic School , Kathmandu Kathmandu	23
35668	Sarada basic schools	Sarada basic schools Primary School , Thakre Dhading	31
35670	Sarada Ma V	Sarada Secondary School , Bhaktapur Bhaktapur	24
35671	Sarada Ma V	Sarada Secondary School , Shankharapur Kathmandu	23
35673	Sarada Pra. V.	Sarada Primary School , Bhaktapur Bhaktapur	24
35674	Sarada Sanskrit Secondary School	Sarada Sanskrit Secondary School Uchha , Ramechhap Ramechhap	33
35675	Sarada Secondary School	Sarada Secondary School , Sailung Dolakha	32
35676	Sarada Secondary School	Sarada Secondary School , Barhabise Sindhupalchok	27
35677	Sarah Devi Basic School	Sarah Devi Basic School Primary , Neelakantha Dhading	31
35679	Saraswati  Basic School	Saraswati Basic School Primary , Tripura Dhading	31
35680	Saraswati Aa. Vi	Saraswati Basic School Primary , Ramechhap Ramechhap	33
35681	Saraswati aadharbhut school	Saraswati Basic school Lower Secondary School , Uttargaya Rasuwa	34
35683	Saraswati Adhar V	Saraswati Basic School , Thaha Makwanpur	28
35684	Saraswati Adharbhut Bidhyalaya	Saraswati Basic Bidhyalaya Lower Secondary School , Godawari Lalitpur	25
35685	Saraswati Adharbhut Bidhyalaya	Saraswati Basic Bidhyalaya Sraswati , Madhyapur Bhaktapur	24
35686	Saraswati Alternative School	Saraswati Alternative School , Kathmandu Kathmandu	23
35688	Saraswati Bal Bodhinee MA VI	Saraswati Bal Bodhinee Secondary School Bodhini , Indrasarowar Makwanpur	28
35689	Saraswati Basic School	Saraswati Basic School Primary , Khandadevi Ramechhap	33
35690	Saraswati Basic School	Saraswati Basic School Primary , Umakunda Ramechhap	33
35691	Saraswati Basic School	Saraswati Basic School Primary , Likhu Ramechhap	33
35692	Saraswati Basic School	Saraswati Basic School Primary , Bigu Dolakha	32
35693	Saraswati Basic School	Saraswati Basic School Primary , Bigu Dolakha	32
35694	Saraswati Basic School	Saraswati Basic School Primary , Sailung Dolakha	32
35695	Saraswati Basic School	Saraswati Basic School Primary , Melung Dolakha	32
35696	Saraswati Basic School	Saraswati Basic School Primary , Melamchi Sindhupalchok	27
35697	Saraswati Basic School	Saraswati Basic School Primary , Panchpokhari Sindhupalchok	27
35698	Saraswati Basic School	Saraswati Basic School Primary , Lisankhu Sindhupalchok	27
35699	Saraswati Basic School	Saraswati Basic School Primary , Mahabharat Kavrepalanchok	26
35700	Saraswati Basic School	Saraswati Basic School Primary , Banepa Kavrepalanchok	26
35701	Saraswati Basic School	Saraswati Basic School Primary , Namobuddha Kavrepalanchok	26
35702	Saraswati Basic School	Saraswati Basic School Lower Secondary , Khanikhola Kavrepalanchok	26
35703	Saraswati Basic School	Saraswati Basic School Primary , Mahankal Lalitpur	25
35704	Saraswati Basic school	Saraswati Basic school School , Nagarjun Kathmandu	23
35705	Saraswati basic school	Saraswati basic school Primary School , Belkotgadhi Nuwakot	30
35706	Saraswati Basic School	Saraswati Basic School , Tarakeshwor Nuwakot	30
35707	Saraswati Basic School	Saraswati Basic School Besic , Tadi Nuwakot	30
35708	Saraswati Basic School	Saraswati Basic School , Belkotgadhi Nuwakot	30
35709	Saraswati Basic School	Saraswati Basic School Lower Secondary , Aamachhodingmo Rasuwa	34
35710	Saraswati Basic School	Saraswati Basic School Lower Secondary , Gosaikunda Rasuwa	34
35711	Saraswati Basic School	Saraswati Basic School Primary , Gangjamuna Dhading	31
35712	Saraswati Basic School	Saraswati Basic School Primary , Siddhalek Dhading	31
35713	Saraswati Basic School	Saraswati Basic School Primary , Dhunibeshi Dhading	31
35714	Saraswati Basic School	Saraswati Basic School Primary , Gangjamuna Dhading	31
35715	Saraswati Basic School	Saraswati Basic School Primary , Gajuri Dhading	31
35716	Saraswati Basic School	Saraswati Basic School Primary , Neelakantha Dhading	31
35717	Saraswati Basic School	Saraswati Basic School Primary , Bhimphedi Makwanpur	28
35718	Saraswati Basic School Mailesh	Saraswati Basic School Mailesh Primary , Ichchhakamana Chitwan	29
35719	Saraswati Basic School Mangalpur	Saraswati Basic School Mangalpur , Dudhauli Sindhuli	35
35720	Saraswati Basic School, Dhakalthok	Saraswati Basic School , Dhakalthok Primary Melamchi Sindhupalchok	27
35721	Saraswati Basic School, Nigalpani	Saraswati Basic School , Nigalpani Lower Secondary Khandadevi Ramechhap	33
35722	Saraswati Basic School, Ritthabote	Saraswati Basic School , Ritthabote Saraswoti Riththabote Kamalamai Sindhuli	35
35723	Saraswati Basic School, Shakhajor	Saraswati Basic School , Shakhajor Primary Kamalamai Sindhuli	35
35725	Saraswati Bidya Mandir Pra V	Saraswati Bidya Mandir Primary School , Kalinchok Dolakha	32
35726	Saraswati Bidyagriha Secondary School	Saraswati Bidyagriha Secondary School Bidya Griha , Bhaktapur Bhaktapur	24
35727	Saraswati Bidyashram Secondary School	Saraswati Bidyashram Secondary School , Mahankal Lalitpur	25
35732	Saraswati Kunj Ebs	Saraswati Kunj Ebs , Kathmandu Kathmandu	23
35733	Saraswati Ma V	Saraswati Secondary School , Manthali Ramechhap	33
35734	Saraswati Ma V	Saraswati Secondary School , Thaha Makwanpur	28
35735	Saraswati Ma Vi Shankhatar	Saraswati Secondary School Shankhatar Shankhtar , Dudhauli Sindhuli	35
35736	Saraswati Ma Vi, Bharatpur-23	Saraswati Secondary School , Bharatpur-23 School,Baratpur-23 Bharatpur Chitwan	29
35737	Saraswati Ma. Vi, Bharatpur-28	Saraswati Ma. School , Bharatpur-28 Secondary ,Bharatpur-28 Bharatpur Chitwan	29
35738	Saraswati Madhyamik Vidyalaya	Saraswati Secondary School , Changunarayan Bhaktapur	24
35739	Saraswati Mahila Bidhya Mandir	Saraswati Mahila Bidhya Mandir , Gokarneshwor Kathmandu	23
35740	Saraswati Niketan Ma V	Saraswati Niketan Secondary School , Kathmandu Kathmandu	23
35742	Saraswati Pra V	Saraswati Primary School , Tamakoshi Dolakha	32
35743	Saraswati Pra V	Saraswati Primary School , Gaurishankar Dolakha	32
35744	Saraswati Pra V	Saraswati Primary School , Kalinchok Dolakha	32
35745	Saraswati Pra V	Saraswati Primary School , Kalinchok Dolakha	32
35746	Saraswati Pra V	Saraswati Primary School , Sunkoshi Sindhupalchok	27
35747	Saraswati Pra V	Saraswati Primary School , Indrawati Sindhupalchok	27
35748	Saraswati Pra V	Saraswati Primary School , Chautara Sindhupalchok	27
35750	Saraswati Pra V	Saraswati Primary School , Temal Kavrepalanchok	26
35751	Saraswati Pra V	Saraswati Primary School , Panchkhal Kavrepalanchok	26
35752	Saraswati Pra V	Saraswati Primary School , Roshi Kavrepalanchok	26
35753	Saraswati Pra V	Saraswati Primary School , Tarakeshwor Kathmandu	23
35754	Saraswati Pra V	Saraswati Primary School , Tarakeshwor Nuwakot	30
35755	Saraswati Pra V	Saraswati Primary School , Makawanpurgadhi Makwanpur	28
35756	Saraswati Pra V	Saraswati Primary School , Hetauda Makwanpur	28
35757	Saraswati Pra V	Saraswati Primary School , Bakaiya Makwanpur	28
35758	Saraswati Pra V	Saraswati Primary School , Bagmati Makwanpur	28
35759	Saraswati Pra V	Saraswati Primary School , Bakaiya Makwanpur	28
35760	Saraswati Pra V Arubot	Saraswati Primary School Arubot , Ghanglekh Sindhuli	35
35761	Saraswati Pra V Lamidanda	Saraswati Primary School Lamidanda , Golanjor Sindhuli	35
35762	Saraswati Pra V Ratmate	Saraswati Primary School Ratmate , Dudhauli Sindhuli	35
35763	Saraswati Pra V Sukachaur	Saraswati Primary School Sukachaur , Ghanglekh Sindhuli	35
35764	Saraswati Pra V Thakurdamar	Saraswati Primary School Thakurdamar thakurdamar , Dudhauli Sindhuli	35
35765	Saraswati Primary School	Saraswati Primary School , Roshi Kavrepalanchok	26
35767	Saraswati Secondary School	Saraswati Secondary School , Umakunda Ramechhap	33
35768	Saraswati Secondary School	Saraswati Secondary School , Melamchi Sindhupalchok	27
35769	Saraswati Secondary School	Saraswati Secondary School , Helambu Sindhupalchok	27
35770	Saraswati Secondary School	Saraswati Secondary School , Barhabise Sindhupalchok	27
35771	Saraswati Secondary School	Saraswati Secondary School Uchha , Godawari Lalitpur	25
35772	Saraswati secondary school	Saraswati secondary school Secondary School , Konjyosom Lalitpur	25
35774	Saraswati Secondary School	Saraswati Secondary School , Tokha Kathmandu	23
35775	Saraswati Secondary School	Saraswati Secondary School , Myagang Nuwakot	30
35776	Saraswati Secondary School	Saraswati Secondary School Saraswoti Uchha , Neelakantha Dhading	31
35777	Saraswati Secondary School	Saraswati Secondary School , Galchhi Dhading	31
35778	Saraswati Secondary School Dakaha	Saraswati Secondary School Dakaha , Dudhauli Sindhuli	35
35779	Saraswati Shankar Secondary School	Saraswati Shankar Secondary School shankar , Barhabise Sindhupalchok	27
35781	Saraswati Sishu Bal Basic School	Saraswati Sishu Bal Basic School Primary , Hariharpurgadhi Sindhuli	35
35782	Saraswati Uchha Ma V	Saraswati Uchha Secondary School , Chaurideurali Kavrepalanchok	26
35784	Saraswoti Adharbhut Vidhyalaya	Saraswoti Basic School Shree , Suryabinayak Bhaktapur	24
35785	Saraswoti basic school	Saraswoti basic school Primary School , Thakre Dhading	31
35788	Saraswoti Ma V	Saraswoti Secondary School Saraswati , Suryabinayak Bhaktapur	24
35789	Saraswoti Ma V	Saraswoti Secondary School Sarswoti , Kakani Nuwakot	30
35790	Saraswoti Pra V	Saraswoti Primary School , Kailash Makwanpur	28
35791	Saraswoti Pra V Sunkhani Silkhu	Saraswoti Primary School Sunkhani Silkhu , Sunkoshi Sindhupalchok	27
35792	Saraswoti Secondary School	Saraswoti Secondary School Saraswati , Dhulikhel Kavrepalanchok	26
35793	Saraswoti Secondary School	Saraswoti Secondary School , Dupcheshwor Nuwakot	30
35798	Sarba Bijaya Primary School	Sarba Bijaya Primary School , Bhumlu Kavrepalanchok	26
35799	Sarba Secondary School	Sarba Secondary School Sharba , Bhimeshwor Dolakha	32
35800	Sarba Sudhar Pra V	Sarba Sudhar Primary School , Indrawati Sindhupalchok	27
35803	Sarbamangala  Secondary School	Sarbamangala Secondary School Uchha , Panchkhal Kavrepalanchok	26
35806	Sarbodaya  Secondary School	Sarbodaya Secondary School , Helambu Sindhupalchok	27
35807	Sarboddhwar Ma V	Sarboddhwar Secondary School , Temal Kavrepalanchok	26
35808	Sarkathali Basic School	Sarkathali Basic School Primary , Helambu Sindhupalchok	27
35809	Sarki Gaun Babike	Sarki Gaun Babike , Indrawati Sindhupalchok	27
35811	Sarsepu Adhar V	Sarsepu Basic School , Gaurishankar Dolakha	32
35812	Sarva Shanti Secondary School	Sarva Shanti Secondary School Sarba , Ichchhakamana Chitwan	29
35814	Saskrit Bed Adharbhut Bidhyalaya	Saskrit Bed Basic Bidhyalaya School , Hetauda Makwanpur	28
35815	Sat Kanya Basic School	Sat Kanya Basic School Sapta Devi Primary , Rubi Dhading	31
35816	Sat Kanya Kalika Devi Aadharvut Bidyalaay	Sat Kanya Kalika Devi Basic Bidyalaay Primary School , Chautara Sindhupalchok	27
35817	Sat Kanya Kalika Pra V	Sat Kanya Kalika Primary School , Chautara Sindhupalchok	27
35818	Sat Kanya Pra V	Sat Kanya Primary School , Kakani Nuwakot	30
35819	Sat Kanya Pra V	Sat Kanya Primary School , Thaha Makwanpur	28
35820	Sat Kanya Primary	Sat Kanya Primary School , Raksirang Makwanpur	28
35821	Sat Kanya Primary School	Sat Kanya Primary School , Bhimphedi Makwanpur	28
35822	Satathar Basic School	Satathar Basic School Sather , Gangjamuna Dhading	31
35823	Satbise Pra V  Saktepokhari	Satbise Primary School Saktepokhari Satabise , Sunkoshi Sindhuli	35
35824	Satdhara Basic School	Satdhara Basic School Primary , Helambu Sindhupalchok	27
35827	Sati Devi Pra Vi Tamling	Sati Devi Primary School Tamling , Sunkoshi Sindhuli	35
35828	Satkanya Babike	Satkanya Babike , Balefi Sindhupalchok	27
35829	Satkanya Basic School	Satkanya Basic School , Jugal Sindhupalchok	27
35830	Satkanya Basic School, Thuldanda	Satkanya Basic School , Thuldanda Primary Kamalamai Sindhuli	35
35831	Satkanya Secondary School	Satkanya Secondary School Sat Kanya Basic , Melamchi Sindhupalchok	27
35832	Satkanyadevi Basic School	Satkanyadevi Basic School Primary , Panchpokhari Sindhupalchok	27
35833	Satkanyamati Secondary School	Satkanyamati Secondary School Sat Kanyamati Basic , Panchpokhari Sindhupalchok	27
35834	Satmul Ma Vi	Satmul Secondary School , Namobuddha Kavrepalanchok	26
35836	Satya Devi Basic Schol	Satya Devi Basic Schol Primary School , Khaniyabash Dhading	31
35837	Satya Devi Pra vi	Satya Devi Primary School , Kailash Makwanpur	28
35838	Satya Devi Primary School	Satya Devi Primary School , Golanjor Sindhuli	35
35839	Satya Kali Pra V	Satya Kali Primary School , Roshi Kavrepalanchok	26
35844	Satyashwar Secondary School	Satyashwar Secondary School school , Melung Dolakha	32
35845	Satyawati Secondary School	Satyawati Secondary School Satyabati Uchha , Siddhalek Dhading	31
35850	Sawal Dhola Pra V	Sawal Dhola Primary School , Kathmandu Kathmandu	23
35858	School of National Academic Square	School of National Academic Square , Kathmandu Kathmandu	23
35859	Seabird International Secondary School	Seabird International Secondary School , Madhyapur Bhaktapur	24
35861	Secondary  School Tallo Khanjani	Secondary School Tallo Khanjani Basic Ghata , Marin Sindhuli	35
35862	Secondary School  Thulidamar	Secondary School Thulidamar , Marin Sindhuli	35
35863	Secondary School Basbote	Secondary School Basbote , Dudhauli Sindhuli	35
35864	Secondary School Ganganagar,bharatpur-13	Secondary School Ganganagar,bharatpur-13 Ganganagar , Bharatpur Chitwan	29
35865	Secondary school Gawai	Secondary school Gawai School Kumroj , Khairahani Chitwan	29
35866	Secondary School Jinakhu	Secondary School Jinakhu , Dudhauli Sindhuli	35
35867	Secondary school Kartike	Secondary school Kartike secondary , Marin Sindhuli	35
35868	Secondary school Khalanga	Secondary school Khalanga Basic , Marin Sindhuli	35
35869	Secondary School Marin Khayarsal	Secondary School Marin Khayarsal SECONDARY SCHOOL MARIN KHAYARSAL , Sindhuli	35
35870	Secondary School Nayakharka, Golanjor - 5	Secondary School Nayakharka , Golanjor - 5 Sindhuli	35
35871	Secondary School Sirthauli	Secondary School Sirthauli , Dudhauli Sindhuli	35
35872	Secondary School Tandipatringa	Secondary School Tandipatringa Tandi Patringa , Dudhauli Sindhuli	35
35873	Secondary School,  Gadauli	Secondary School , Gadauli Uchha Kamalamai Sindhuli	35
35874	Secondary School, Pipalbhanjyang	Secondary School , Pipalbhanjyang Kamalamai Sindhuli	35
35875	Secondary School, Sindure Ratamata	Secondary School , Sindure Ratamata Marin Sindhuli	35
35877	Segyu Monastery National School	Segyu Monastery National School , Kathmandu Kathmandu	23
35878	Selang Basic School	Selang Basic School Primary , Jugal Sindhupalchok	27
35879	Selang Ma V	Selang Secondary School , Jugal Sindhupalchok	27
35882	Semjong Pra V	Semjong Primary School , Naukunda Rasuwa	34
35884	Sepding Pra V	Sepding Primary School , Gaurishankar Dolakha	32
35891	Seti Basic School	Seti Basic School Devi Primary , Barhabise Sindhupalchok	27
35892	Seti Davi Bal Bikash Kendra	Seti Davi Bal Bikash Kendra Devi Lower Secondary School , Gokulganga Ramechhap	33
35893	Seti Devi  Basic school	Seti Devi Basic school Lower Secondary School , Doramba Ramechhap	33
35894	Seti Devi  Basic School	Seti Devi Basic School Primary , Manthali Ramechhap	33
35895	Seti Devi Addharbhut Bidyalaya	Seti Devi Addharbhut School Primary , Manthali Ramechhap	33
35896	Seti Devi Basic School	Seti Devi Basic School Lower Secondary , Gokulganga Ramechhap	33
35897	Seti Devi Basic School	Seti Devi Basic School Primary , Manthali Ramechhap	33
35898	Seti Devi Basic School	Seti Devi Basic School Primary , Doramba Ramechhap	33
35899	Seti Devi Basic School	Seti Devi Basic School Lower Secondary , Doramba Ramechhap	33
35900	Seti Devi Basic School	Seti Devi Basic School Lower Secondary , Ramechhap Ramechhap	33
35901	Seti Devi Basic School	Seti Devi Basic School Primary , Ramechhap Ramechhap	33
35902	Seti Devi Basic School	Seti Devi Basic School , Sailung Dolakha	32
35903	Seti Devi Basic School	Seti Devi Basic School Primary , Melung Dolakha	32
35904	Seti Devi Basic School	Seti Devi Basic School Primary , Gaurishankar Dolakha	32
35905	Seti Devi Basic School	Seti Devi Basic School , Melung Dolakha	32
35906	Seti Devi Basic School	Seti Devi Basic School Primary , Barhabise Sindhupalchok	27
35907	Seti Devi Basic School	Seti Devi Basic School Primary , Balefi Sindhupalchok	27
35908	Seti Devi Basic School	Seti Devi Basic School Primary , Barhabise Sindhupalchok	27
35909	Seti Devi Basic School	Seti Devi Basic School Primary , Tripurasundari Sindhupalchok	27
35910	Seti Devi Basic School	Seti Devi Basic School Lower Secondary , Namobuddha Kavrepalanchok	26
35911	Seti Devi Basic School	Seti Devi Basic School Primary , Mahabharat Kavrepalanchok	26
35912	Seti Devi Basic School	Seti Devi Basic School Secondary , Mahankal Lalitpur	25
35913	Seti Devi Basic School	Seti Devi Basic School Primary , Chandragiri Kathmandu	23
35914	Seti Devi basic School	Seti Devi basic School Primary , Bidur Nuwakot	30
35915	Seti Devi Basic School	Seti Devi Basic School Primary , Gajuri Dhading	31
35916	Seti Devi Basic School	Seti Devi Basic School Primary , Dhunibeshi Dhading	31
35917	Seti Devi Basic School	Seti Devi Basic School Primary , Dhunibeshi Dhading	31
35918	Seti Devi Basic School Gundugol	Seti Devi Basic School Gundugol Primary , Khandadevi Ramechhap	33
35919	Seti Devi Basic School Sadhi	Seti Devi Basic School Sadhi Primary , Sunkoshi Sindhuli	35
35920	Seti Devi besik school	Seti Devi besik school Primary School , Khandadevi Ramechhap	33
35922	Seti Devi Ma V	Seti Devi Secondary School , Chautara Sindhupalchok	27
35923	Seti Devi Ma V	Seti Devi Secondary School , Dakshinkali Kathmandu	23
35924	Seti Devi Ma Vi	Seti Devi Secondary School Uchha , Kalika Rasuwa	34
35925	Seti Devi Pancha Kanya Basic School	Seti Devi Pancha Kanya Basic School Primary , Barhabise Sindhupalchok	27
35926	Seti Devi Pancha Kanya Pra V	Seti Devi Pancha Kanya Primary School , Bhotekoshi Sindhupalchok	27
35927	Seti Devi Pancha Kanya Secondary School	Seti Devi Pancha Kanya Secondary School , Chautara Sindhupalchok	27
35928	Seti Devi Pra V	Seti Devi Primary School , Ramechhap Ramechhap	33
35929	Seti Devi Pra V	Seti Devi Primary School , Likhu Ramechhap	33
35930	Seti Devi Pra V	Seti Devi Primary School , Gokulganga Ramechhap	33
35931	Seti Devi Pra V	Seti Devi Primary School , Bhimeshwor Dolakha	32
35933	Seti Devi Pra V	Seti Devi Primary School , Baiteshwor Dolakha	32
35934	Seti Devi Pra V	Seti Devi Primary School , Gaurishankar Dolakha	32
35935	Seti Devi Pra V	Seti Devi Primary School , Kalinchok Dolakha	32
35936	Seti Devi Pra V	Seti Devi Primary School , Bhimeshwor Dolakha	32
35937	Seti Devi Pra V	Seti Devi Primary School , Jiri Dolakha	32
35938	Seti Devi Pra V	Seti Devi Primary School , Tamakoshi Dolakha	32
35939	Seti Devi Pra V	Seti Devi Primary School , Balefi Sindhupalchok	27
35940	Seti Devi Pra V	Seti Devi Primary School , Tripurasundari Sindhupalchok	27
35941	Seti Devi Pra V	Seti Devi Primary School , Tripurasundari Sindhupalchok	27
35942	Seti Devi Pra V	Seti Devi Primary School , Chautara Sindhupalchok	27
35943	Seti Devi pra v	Seti Devi Primary School , Indrawati Sindhupalchok	27
35944	Seti Devi Pra V	Seti Devi Primary School , Balefi Sindhupalchok	27
35945	Seti Devi Pra V	Seti Devi Primary School , Sunkoshi Sindhupalchok	27
35946	Seti Devi Pra V	Seti Devi Primary School , Bhotekoshi Sindhupalchok	27
35947	Seti Devi Pra V	Seti Devi Primary School , Chautara Sindhupalchok	27
35948	Seti Devi Pra V	Seti Devi Primary School , Sunkoshi Sindhupalchok	27
35950	Seti Devi Pra V	Seti Devi Primary School , Namobuddha Kavrepalanchok	26
35951	Seti Devi Pra V	Seti Devi Primary School , Namobuddha Kavrepalanchok	26
35952	Seti Devi Pra V	Seti Devi Primary School , Mandandeupur Kavrepalanchok	26
35953	Seti Devi Pra V	Seti Devi Primary School Shree , Bhumlu Kavrepalanchok	26
35954	Seti Devi Secodary  School	Seti Devi Secodary School Secondary , Doramba Ramechhap	33
35955	Seti Devi Secondary School	Seti Devi Secondary School Uchha , Manthali Ramechhap	33
35956	Seti Devi Secondary School	Seti Devi Secondary School , Jugal Sindhupalchok	27
35957	Seti Devi Secondary School	Seti Devi Secondary School Shree , Bidur Nuwakot	30
35958	Seti Devi Sharada Secondary School	Seti Devi Sharada Secondary School Sarada , Sunkoshi Sindhupalchok	27
35959	Seti Ganesh Adhar V	Seti Ganesh Basic School , Thaha Makwanpur	28
35960	Setibhume Ma V	Setibhume Secondary School Seti Bhume , Kalika Rasuwa	34
35962	Setidevi Adhar V	Setidevi Basic School , Jiri Dolakha	32
35963	Setidevi Adhar V	Setidevi Basic School , Chautara Sindhupalchok	27
35965	Setidevi Adhar V	Setidevi Basic School , Bhotekoshi Sindhupalchok	27
35966	Setidevi Adharbhut Vidyalaya	Setidevi Basic School , Umakunda Ramechhap	33
35967	Setidevi Babike	Setidevi Babike , Kalinchok Dolakha	32
35968	Setidevi Basic School	Setidevi Basic School Seti Devi Primary , Likhu Ramechhap	33
35969	Setidevi Basic School	Setidevi Basic School Primary , Bigu Dolakha	32
35970	Setidevi Basic School	Setidevi Basic School Primary , Tripurasundari Sindhupalchok	27
35971	Setidevi Basic School	Setidevi Basic School Seti Devi Primary , Helambu Sindhupalchok	27
35972	Setidevi Basic School	Setidevi Basic School Shree , Barhabise Sindhupalchok	27
35973	Setidevi basic school	Setidevi basic school Primary School , Tripurasundari Sindhupalchok	27
35974	Setidevi ECD Centre	Setidevi ECD Centre , Bigu Dolakha	32
35975	Setidevi Ma V	Setidevi Secondary School , Chautara Sindhupalchok	27
35976	Setidevi Ma V	Setidevi Secondary School , Temal Kavrepalanchok	26
35977	Setidevi Ma Vi	Setidevi Secondary School , Jugal Sindhupalchok	27
35979	Setidevi Pra V	Setidevi Primary School , Gaurishankar Dolakha	32
35980	Setidevi Pra V	Setidevi Primary School , Thakre Dhading	31
35981	SETIDEVI SECONDARY SCHOOL	SETIDEVI SECONDARY SCHOOL Seti Devi Secondary School , Bhimeshwor Dolakha	32
35982	Setidevi Secondary School	Setidevi Secondary School , Sunkoshi Sindhupalchok	27
35983	Setidevi Secondary School	Setidevi Secondary School Seti Devi , Dhulikhel Kavrepalanchok	26
35984	SetiDevi Secondary School	SetiDevi Secondary School Seti Devi , Thakre Dhading	31
35985	Setiidevi Pra V	Setiidevi Primary School , Chautara Sindhupalchok	27
35986	Setikadevi Secondary School	Setikadevi Secondary School , Melamchi Sindhupalchok	27
35992	Shaheed Smarak College	Shaheed Smarak College , Bharatpur Chitwan	29
35993	Shahi Thakur Basic School Ratu Chainpur	Shahi Thakur Basic School Ratu Chainpur Primary , Ghanglekh Sindhuli	35
35994	Shahid Basic School, Pannesi	Shahid Basic School , Pannesi Kamalamai Sindhuli	35
35996	Shahid Smarak College	Shahid Smarak College , Kirtipur Kathmandu	23
35997	Shahid smirti Primary School	Shahid smirti Primary School Sahid Ismurti , Hetauda Makwanpur	28
35999	Shahumara Pra V	Shahumara Primary School , Bagmati Lalitpur	25
36001	Shailungeshwori Pra V	Shailungeshwori Primary School , Doramba Ramechhap	33
36002	Shakteshwori Mahadev Pra V	Shakteshwori Mahadev Primary School , Indrasarowar Makwanpur	28
36003	SHAKTI  BASIC  SCHOOL, BHARATPUR-14	SHAKTI BASIC SCHOOL , BHARATPUR-14 SCHOOL,BHARATPUR-14 Bharatpur Chitwan	29
36004	Shakti Secondary School	Shakti Secondary School , Belkotgadhi Nuwakot	30
36007	Shambheshwor Basic School	Shambheshwor Basic School Shree Schoool , Mahabharat Kavrepalanchok	26
36008	Shami Bhanjyang Secondary School	Shami Bhanjyang Secondary School Uchha , Jwalamukhi Dhading	31
36013	Shankareshwor Secondary School, Jakhani	Shankareshwor Secondary School , Jakhani Sankareshwor Kamalamai Sindhuli	35
36014	Shankareshwori Pra V	Shankareshwori Primary School , Dhulikhel Kavrepalanchok	26
36016	Shankarjyoti Basic School	Shankarjyoti Basic School ShankarJyoti , Hetauda Makwanpur	28
36017	Shankha Devi Secondary School	Shankha Devi Secondary School Sankha Uchha , Neelakantha Dhading	31
36018	Shankhadevi Secondary School	Shankhadevi Secondary School Sankhadevi , Tarakeshwor Nuwakot	30
